SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
CC1=NC(=O)N(C(C)(C)C)C(=O)C1Cl,1.89,0.1029,5.7806496,216.07,0,2,0,54.745,49.74,1.8154
O=C(CCl)Nc1ccccc1,1.63,0.401,98.97327,169.03,1,1,2,45.7917,29.1,1.8639
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,3.41,,7.6329,476.05,1,4,5,113.2932,60.33,4.43364
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.02,0.61,1.98150084,180.06,1,5,0,46.5757,72.68,-1.0397
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,3.03,,9.66834,383.2,2,3,5,106.6444,71.09,3.86422
CC(C)(C)c1cccc(O)c1,3.3,0.116,102.28086,150.1,1,1,0,46.8068,20.23,2.6897
Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1,3.53,,82.333548,249.13,1,3,2,78.1494,43.84,3.42992
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.44,0.15,20.3544,299.08,1,3,1,85.7541,50.46,2.9507
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,3.36,0.0329,32.31261,302.22,1,2,0,87.3338,37.3,4.2693
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,1.0,1.0,10.43163,231.14,0,4,2,70.074,30.17,1.55042
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.69,0.1177,7.0426224,248.08,2,4,2,70.6808,77.82,2.5238
CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,3.28,0.00517,5.0886,313.13,2,4,6,88.5016,77.84,3.1676
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,5.8,,8.2079118,256.13,0,0,0,88.434,0.0,5.76304
CCNC(=O)NC(=O)C(C#N)=NOC,0.59,0.437,83.45304,198.08,2,5,3,47.2724,103.58,-0.64192
CCc1cccc(CC)c1N,2.74,0.08962,41.039559,149.12,1,1,2,49.6104,26.02,2.3936
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.23,0.05,21.7970181,326.13,1,4,0,96.4437,30.87,3.7227
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,4.1,3.71e-08,1086.4161,344.24,0,3,2,96.881,43.37,4.8401
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.87,0.02311,85.74291,314.22,0,2,1,90.881,34.14,4.7235
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.9,0.082,48.545244,425.16,2,5,5,119.4554,78.82,3.3532
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,4.52,,126.70614,422.23,1,6,16,108.4836,106.97,4.1521
Cc1cccc(C)c1O,2.36,0.2086,52.209036,122.07,1,1,0,37.5808,20.23,2.00904
O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,2.12,,109.125027,230.02,1,3,0,49.1508,50.44,2.5174
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,1.37,0.64,4.172652,275.16,1,4,1,78.3157,44.81,1.7739
CCOc1ccc2nc3ccc(=O)cc-3oc2c1,2.14,,381.645,241.07,0,4,2,68.07,52.33,2.6915
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,-0.21,0.235,8.218089,287.14,3,3,2,93.7375,75.89,3.79867
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.14,0.34,1.8395289,322.01,3,5,6,72.5667,112.7,0.909
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.13,2.9e-07,80.65431,362.01,0,6,6,90.396,57.9,4.43112
c1ccc2cc3c(ccc4ccccc43)cc2c1,5.6,0.01121,46.484361,228.09,0,0,0,78.96,0.0,5.1462
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,3.83,0.04,16.919595,291.03,0,6,7,71.2614,70.83,3.2711
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,5.07,2.03e-08,26.486163,383.99,0,8,12,95.123,36.92,5.0053
ClC(Cl)(Cl)Cl,2.83,0.6105,10.8921483,151.88,0,0,0,26.143,0.0,2.5529
COC(=O)C1C(C)=NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3.82,0.084,1022.8086,479.21,0,8,9,130.8874,111.34,3.8913
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.2,,110.16819,332.95,0,5,6,70.7535,57.65,4.6017
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,4.31,,61.31763,320.89,0,5,4,68.198,40.58,3.9379
CS(=O)(=O)OCCCCOS(C)(=O)=O,-0.52,1.0,3.536577,246.02,0,6,7,50.8256,86.74,-0.281
CCCCNC(=O)OCC#CI,2.09,0.719,1236.5298,280.99,1,2,4,56.0547,38.33,1.9086
COP(=S)(OC)Oc1ccc(SC)c(C)c1,4.09,,221.86296,278.02,0,5,5,71.891,27.69,3.61302
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,4.83,,68.034582,380.21,0,5,9,107.62,42.01,5.2961
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.11,,7.6990518,333.09,0,5,6,77.4538,89.52,3.9242
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1.74,,44.219934,312.18,0,2,1,87.755,40.62,2.5349
Clc1ccccc1CN1CCc2sccc2C1,4.2,0.02,143.065989,263.05,0,2,2,73.589,3.24,3.9598
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,3.07,,32.032737,265.09,2,4,4,73.1364,67.01,3.2433
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,5.26,0.01384,21.1736646,372.24,0,2,4,122.9554,9.49,4.4596
NNC(=O)c1ccncc1,-0.7,1.0,2.824173,137.06,2,3,1,35.8906,68.01,-0.3149
CC(=O)CCc1ccc(O)cc1,1.65,,74.03913,164.08,1,2,3,47.1088,37.3,1.9138
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.59,0.00394,1569.8331,333.89,0,4,6,68.553,27.69,4.2356
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,3.5,0.176,40.19994,261.17,2,3,4,78.3075,45.4,3.4167
Clc1cccc(Cl)c1,3.53,,508.86,145.97,0,0,0,36.462,0.0,2.9934
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.27,0.0103,23.789205,357.08,1,4,4,95.7473,68.53,3.92732
CN1CSC(=S)N(C)C1,0.63,0.8914,31.600206,162.03,0,3,0,45.449,6.48,0.7967
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,5.09,0.05,35.11134,476.22,1,3,7,137.9978,43.78,5.088
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,3.09,0.08,127.520316,913.56,3,13,6,245.1374,195.43,6.1806
Cc1cc(C)nc(Nc2ccccc2)n1,2.84,0.01673,111.669327,199.11,1,3,2,61.2307,37.81,2.83704
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.29,0.1784,12.8792466,375.14,1,3,6,100.9873,40.54,4.4256
O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.69,0.06949,61.57206,168.02,0,4,2,39.7508,86.28,1.503
O=C(NC1CN2CCC1CC2)c1ccc2c(c1)OCCO2,1.84,1.0,9.3833784,288.15,1,4,2,77.8502,50.8,1.2818
Cc1cc(C)c(O)c(C)c1,2.73,0.109,414.7209,136.09,1,1,0,42.3178,20.23,2.31746
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.51,0.696,80.65431,255.92,1,4,3,47.9213,55.76,2.1609
Cc1cccc(O)c1C,2.48,,103.55301,122.07,1,1,0,37.5808,20.23,2.00904
Nc1ccc2c(c1)Cc1cc(N)ccc1-2,1.52,,156.881538,196.1,2,2,0,63.5088,52.04,2.4222
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1.16,1.93e-08,71.49483,278.04,6,7,2,66.3053,138.45,1.1512
CC1=C(C(=O)Nc2ccccc2)SCCO1,2.14,0.175,62.106363,235.07,1,3,2,66.1817,38.33,2.62
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,2.97,0.007005,410.39559,277.11,0,3,4,81.152,50.09,3.57518
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,3.55,0.0313,179.88201,290.22,1,2,0,82.7408,37.3,3.9591
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.02,9.57e-05,351.1134,270.05,3,5,1,72.9144,90.9,2.5768
O=C(Nc1ccccc1)Nc1cnns1,1.77,0.02837,12.517956,220.04,2,4,2,58.9924,66.91,2.1821
CCCC1=NC(=S)NC(=O)C1,-0.39,0.4736,3.3661089,170.05,1,2,2,47.7007,41.46,1.0323
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,5.02,,1.19607543,481.12,0,7,7,133.384,56.59,5.2508
CNC(=NC#N)NCCSCc1nc[nH]c1C,0.4,0.78,13.8715236,252.12,3,4,5,69.5971,88.89,0.5974
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.71,,16.4081907,340.03,0,4,5,85.084,44.76,4.726
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,4.6,,277.58313,369.08,2,5,6,100.0716,101.34,4.1392
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,1.85,0.613,16.1842923,252.16,0,6,2,70.187,60.13,0.5132
CCCCCCCCCCCCCOP(=O)(O)O,2.93,,47.83284,280.18,2,2,13,74.4571,66.76,4.4067
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.16,0.01,15.113142,244.09,1,1,3,67.8868,37.3,3.6808
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74,,1213.6311,324.03,1,3,4,82.5358,46.53,3.7924
CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,2.15,,29.386665,261.1,1,4,4,73.0043,70.75,2.3374
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2.03,0.62,73.7847,250.13,2,3,2,65.5734,75.27,1.6393
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,6.086,0.0456,35.36577,442.23,0,5,6,131.8195,42.01,5.947
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,2.07,0.005454,19.107693,323.05,2,5,5,84.6005,75.11,3.66714
CC(=O)Oc1ccccc1C(=O)O,1.19,0.532,21.804651,180.04,1,3,2,44.7103,63.6,1.3101
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5.23,0.45,397.92852,471.31,2,3,8,144.3826,43.7,6.4458
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,3.75,,30.5316,325.99,2,4,3,79.1764,92.47,3.8595
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,2.57,0.005994,31.167675,608.27,1,10,8,160.6872,117.78,4.1711
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1,0.5936,46.662462,285.0,0,3,2,69.031,46.61,3.4213
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,6.13,0.3826,9.4469859,252.09,0,0,0,87.652,0.0,5.7372
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,6.91,3.6e-08,31.80375,351.91,0,0,2,85.037,0.0,6.4955
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.62,0.25,14.8612563,360.19,3,5,2,95.0484,94.83,1.5576
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1.94,0.137,30.78603,346.21,2,4,2,93.6826,74.6,2.6667
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,3.3,5.86e-08,160.03647,228.08,3,3,2,66.8064,60.69,2.9738
Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O,5.02,0.00409,8.65062,390.16,1,5,8,110.0658,77.49,4.70092
O=C(Nc1nc2ccccc2s1)c1ccccc1,3.45,,197.488566,254.05,1,3,2,74.0152,41.99,3.5486
Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1CC(O)CO1)c(=O)n(C)c(=O)n2CC(C)C,0.47,,2.5443,461.17,2,9,5,120.027,122.45,1.09674
Cc1ccc(N)c(N)c1,0.66,,21.041361,122.08,2,2,0,40.0038,52.04,1.15942
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.94,0.00815,1432.4409,360.11,0,4,6,97.2615,52.6,4.68
CCCCCCCC1C(=O)c2ccc(OC)cc2N=C1C,4.42,,70.706097,287.19,0,3,7,86.9595,38.66,4.9606
CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,3.34,0.0304,28.24173,269.12,1,4,4,78.3463,65.26,3.8662
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,3.14,0.0203,585.189,284.07,2,5,2,77.8016,79.9,2.8798
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,3.24,0.0553,39.18222,254.06,2,4,1,71.2496,70.67,2.8712
Oc1cc2ccccc2c2ccccc12,3.91,0.005435,53.379414,194.07,1,1,0,63.1188,20.23,3.6986
CN(Cc1ccccc1)C(=O)C(NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1,4.71,9.7e-05,8.5921011,674.25,2,4,9,187.3174,83.44,8.2461
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,3.52,0.00263,519.0372,254.06,2,4,1,71.2496,70.67,2.8712
CN(C)C(=O)C1(N2CCCCC2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1,4.09,0.0127,34.60248,600.26,0,5,7,163.5775,56.33,5.1601
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,3.53,0.0583,24.781482,268.15,1,2,0,77.7068,37.3,3.7375
CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C,2.47,0.319,14.120865,432.17,2,5,5,113.8365,103.78,2.5386
COC(=O)c1c(C)cc(O)c(C)c1O,2.05,0.0335,681.8724,196.07,2,4,1,50.5851,66.76,1.50124
C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,3.84,8.72e-08,437.6196,218.17,0,1,1,67.133,17.07,3.9042
O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,5.01,0.0142,19.565667,436.1,1,5,9,103.1873,71.89,5.3209
CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,2.31,0.46,25.748316,277.1,1,2,1,76.7092,39.34,2.2089
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,2.6,4.14e-08,755.6571,368.13,2,6,8,102.0166,93.06,3.3699
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,2.96,0.02426,47.552967,270.05,3,5,1,72.9144,90.9,2.5768
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,5.25,0.0741,74.80242,411.31,2,3,0,120.0255,41.49,5.0019
CCC(CC)C(CO)NS(=O)(=O)c1ccc(Cl)s1,3.07,,90.398979,311.04,2,4,7,74.5963,66.4,2.4769
Cc1ncc([N+](=O)[O-])n1CCO,-0.02,0.96,7.6329,171.06,1,5,3,40.7042,81.19,0.09202
COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CC(O)CC3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,2.79,0.0608,89.81379,629.16,1,9,8,159.2556,125.92,2.8683
O=CN1CCOCC1,-1.06,0.9528,1.02179088,115.06,0,2,1,28.456,29.54,-0.525
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.91,0.013,5.5491183,284.07,0,2,1,81.81,32.67,3.1538
CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,4.1,,75.082293,382.2,0,7,7,106.996,73.51,4.01042
CCCCOc1ccc(N)cc1,1.46,0.165,72.25812,165.12,1,2,4,51.2574,35.25,2.4477
FC(C(F)(F)F)C(F)(F)F,1.85,0.4582,12.8436264,170.0,0,0,0,17.006,0.0,2.4491
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.77,0.1142,37.121337,293.09,0,5,4,75.601,57.01,3.1243
CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,4.65,0.02,0.002381465,350.2,0,4,3,102.82,34.47,4.1483
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,3.41,0.0584,11.347578,416.18,0,4,2,108.953,60.44,4.6076
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.82,0.06539,49.690179,313.04,0,7,7,73.582,58.4,3.1887
COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,4.66,0.01,3.56202,380.09,1,4,4,106.2148,64.35,4.77622
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.8,5.11e-08,8.854164,526.98,1,2,9,63.2805,46.17,4.8926
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,2.0,0.06,1.78101,318.07,3,4,5,82.6557,95.5,2.006
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,4.68,,358.7463,371.94,0,4,7,81.7615,35.53,5.7691
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,2.43,0.00942,2.671515,308.04,2,5,4,74.3479,100.9,1.8785
O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,2.78,0.23,60.096366,379.19,4,4,9,109.7707,88.59,2.7235
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],5.2,,18.3545802,281.14,1,5,6,77.2175,98.31,3.72034
CCCCCCOc1ccc(N)cc1,3.63,0.0252,201.76299,193.15,1,2,6,60.4914,35.25,3.2279
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,2.88,0.02,30.709701,360.13,0,7,5,93.7854,108.1,2.7792
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7,0.00458,50.12271,349.17,0,4,5,98.456,59.32,5.26898
O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,3.0,,9.5258592,482.0,4,5,7,95.2685,90.82,2.4667
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.59,0.749,2.79873,232.08,1,4,2,63.3733,72.19,1.42302
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,4.75,,2.53081521,562.33,1,8,10,161.5037,92.29,5.0345
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,7.12,,0.000686961,357.84,0,0,1,81.938,0.0,7.274
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.42,0.069,5.0886,356.09,1,2,4,97.8922,54.37,4.3655
O=c1n(Cc2nc3ccccc3n2CCCO)c2cnccc2n1C1CC1,2.22,,40.072725,363.17,1,7,6,102.8018,77.87,2.3133
Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O,2.44,,27.885528,397.17,1,8,3,115.6514,104.51,2.77274
CCOP(=S)(OCC)OP(=S)(OCC)OCC,3.99,0.0206,256.9743,322.02,0,7,10,76.159,46.15,3.598
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.0,,29.76831,329.03,1,3,2,79.7177,69.72,2.88
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.63,0.05,19.489338,385.25,0,6,6,106.774,69.64,2.0882
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.62,0.6,6.538851,299.14,2,4,7,82.5376,67.59,2.0024
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,4.01,0.0362,41.599305,458.08,0,9,7,112.917,96.65,4.5645
CN1CCN(c2ccccc2C=C2SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,4.69,0.0329,53.68473,447.09,0,4,3,125.402,26.79,4.8661
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,2.34,0.0501,440.1639,372.16,2,6,10,100.5906,93.06,3.2087
CC(c1cc(C(C)(C)C)cc(C(C)(C)C)c1O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,8.7,,0.9744669,438.35,2,2,2,138.5306,40.46,8.4396
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ncccc12,2.51,,0.242853435,376.15,1,4,3,103.9447,86.37,2.1187
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,1.05,0.553,1091.5047,323.97,0,8,5,72.4945,83.56,2.7345
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,3.0,0.2267,25.0511778,233.18,0,1,3,71.583,20.31,3.4697
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,6.56,,6.9205e-06,357.84,0,0,1,81.938,0.0,7.274
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1.83,,43.202214,239.11,1,2,3,68.1332,29.1,3.2993
COc1ccc(Cl)cc1C(=O)N1CCN(c2cccc(Cl)c2)CC1,3.82,,120.218175,364.07,0,3,3,97.5725,32.78,3.9644
NC(=O)c1noc(C(CCCC2CCCCC2)CC(=O)NO)n1,0.58,,37.935513,324.18,3,6,8,80.5291,131.34,1.8982
Nc1nc2ccc(F)cc2s1,1.28,,14.629725,168.02,1,3,0,43.9904,38.91,2.0176
CCOCN(C(=O)CCl)c1c(C)cccc1CC,3.03,0.1598,215.527653,269.12,0,2,6,75.256,29.54,3.12322
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,1.79,0.4172,13.4389926,228.1,1,4,1,61.4677,58.12,1.6112
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,7.28,,2.35093e-05,357.84,0,0,1,81.938,0.0,7.274
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],4.5,2.92e-08,31.80375,309.17,0,5,8,86.6348,89.52,4.2528
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,4.76,0.00428,70.73154,287.95,1,2,2,69.6528,29.46,5.1447
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],4.93,,79.763805,295.15,1,5,5,81.8265,98.31,4.0109
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc(=O)c2nn(CCOC)c(CC)c2[nH]1,2.46,,25.748316,519.23,1,10,10,134.6755,135.54,1.1153
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.27,0.456,4.57974,230.04,2,5,2,53.5809,98.49,0.3135
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.81,0.0388,77.60115,304.1,0,6,7,79.023,53.47,3.58472
Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,6.72,,8.47252e-05,289.92,0,0,1,71.918,0.0,5.9672
CCCCCCc1ccc(N)cc1,4.21,0.00695,1119.492,177.15,1,1,5,58.7004,26.02,3.3916
CCCCCc1ccc(N)cc1,3.39,0.0234,46.30626,163.14,1,1,4,54.0834,26.02,3.0015
O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1,3.24,3.08e-08,284.9616,308.1,2,4,6,88.9126,74.6,3.3527
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,5.5,3.02e-08,84.72519,293.19,0,2,4,95.899,27.96,4.87188
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.2,0.1051,84.089115,248.01,1,2,2,60.2527,41.57,3.0185
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.68,0.1615,30.913245,232.02,1,1,1,59.1677,32.34,3.0869
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,3.08,0.0499,13.535676,283.02,0,2,1,69.786,37.38,3.2829
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,6.62,,0.000173776,289.92,0,0,1,71.918,0.0,5.9672
Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,3.67,1.24e-08,56.99232,350.13,2,2,2,107.0756,40.46,5.4609
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,4.02,0.0223,14.935041,323.2,1,4,3,97.6278,50.94,4.8399
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,3.64,0.05,12.848715,392.21,4,4,6,115.59,85.35,3.1489
O=C(C(Cc1ccc(Cl)cc1)N=C(O)C1Cc2ccccc2CN1)N1CCC(Cn2cncn2)(C2CCCCC2)CC1,4.56,,70.070022,588.3,2,6,8,164.6255,95.64,5.4029
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,3.82,0.009787,41.319432,281.09,1,5,7,71.0407,56.79,2.3388
CCOc1ccc2ccc(=O)oc2c1,2.19,,90.271764,190.06,0,3,2,53.653,39.44,2.1917
FC(F)(F)C(Cl)Cl,2.18,0.5388,130.980564,151.94,0,0,0,21.549,0.0,2.3524
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)nc1O,0.19,0.914,6.1419402,267.1,2,7,3,63.4456,133.34,0.21602
CCCCCCCCCCCCCOS(=O)(=O)O,3.08,,109.65933,280.17,1,3,13,73.9616,63.6,4.1168
NC(=O)N1c2ccccc2C=Cc2ccccc21,2.45,0.5141,6.0427125,236.09,1,1,0,73.5344,46.33,3.3872
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,4.04,,25.4251899,322.23,1,3,14,88.3413,55.76,5.5528
CCOP(=S)(OCC)SCCSCC,4.02,1.65e-06,1048.2516,274.03,0,5,9,72.994,18.46,3.7702
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.86,0.02832,36.103617,263.0,0,6,5,62.0274,70.83,2.4909
