SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
Nc1nc(N)nc(-c2ccccc2)n1,1.36,0.343,3.002274,187.09,2,5,1,54.0878,90.71,0.703
Cc1ccc2ncccc2c1,2.57,0.101,340.9362,143.07,0,1,0,46.48,12.89,2.54322
Nc1ccc2ccccc2c1,2.28,0.1099,47.06955,143.07,1,1,0,48.3604,26.02,2.422
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,3.11,0.01069,38.571588,217.15,1,2,2,68.9637,21.26,3.6927
CC1(CCCC2=CC(=O)OC3=NC(=O)NC(=O)C23)CC1,1.31,,7.6329,276.11,1,4,4,69.8307,84.83,1.7045
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,1.91,0.36,59.638392,409.24,2,5,4,116.6541,67.25,3.1246
c1ccc2ncccc2c1,2.03,0.2036,98.20998,129.06,0,1,0,41.743,12.89,2.2348
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,3.87,0.00959,99.73656,268.16,0,3,4,84.9705,23.55,3.0496
c1ccc(Nc2cccc3ccccc23)cc1,4.2,0.006962,147.31497,219.1,1,1,2,73.6727,12.03,4.5834
Cc1cccc2ccccc12,3.87,,1127.1249,142.08,0,0,0,48.685,0.0,3.14822
CN(C)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,2.24,,12.6553482,360.16,1,5,4,107.3612,66.71,2.2923
CCC1(C2=NCCN2)Cc2ccccc2O1,2.23,,7.6329,216.13,1,3,2,64.1007,33.62,1.772
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,2.94,0.08429,41.72652,288.11,0,4,6,78.29,54.5,3.58328
Cc1ccc(C(C)(C)C)c(O)c1,3.34,0.0264,91.5948,164.12,1,1,0,51.5438,20.23,2.99812
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,4.59,1.83e-07,297.6831,222.16,2,2,0,67.1716,40.46,3.6928
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,4.62,,71.672931,274.19,0,2,4,80.666,18.46,4.24782
Cc1cccc(C)c1N,1.84,0.4311,22.796928,121.09,1,1,0,40.3284,26.02,1.88564
Clc1cccc(Cl)c1Cl,4.08,0.01567,17.7693912,179.93,0,0,0,41.472,0.0,3.6468
CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,4.99,,1099.1376,423.12,0,5,8,105.376,72.91,4.3351
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,4.59,0.032,73.377612,559.19,2,8,8,153.0714,95.09,5.3544
CN1CCCC1=O,-0.46,0.888,0.52946883,99.07,0,1,0,26.871,20.31,0.2386
CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,2.46,0.16,13.357575,415.16,2,7,5,115.6364,101.38,3.7543
c1ccc2c(c1)Cc1ccccc1-2,4.18,0.01567,30.735144,166.08,0,0,0,54.684,0.0,3.2578
COP(=S)(OC)SCn1nnc2ccccc2c1=O,2.75,0.2137,83.020509,317.01,0,8,5,79.692,66.24,1.9995
COc1ccc(CN(C(=O)C(N)Cc2c(C)cc(C(N)=O)cc2C)C(C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,1.82,,4.808727,569.26,4,6,11,159.0553,164.63,4.15904
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.5,0.7109,4.6611576,306.1,1,7,5,70.2988,81.65,0.7358
O=NN(c1ccccc1)c1ccccc1,3.13,0.04368,21.0871584,198.08,0,2,3,60.818,32.67,3.5061
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,4.82,3.22e-06,1086.4161,312.14,0,4,7,87.194,52.6,4.0005
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,4.79,0.01614,107.165916,352.13,0,2,4,104.0355,33.2,5.4257
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,3.7,0.02893,17.7057837,315.1,0,3,4,83.708,30.71,1.9885
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,4.81,,10.278972,348.13,1,3,4,98.8178,55.12,4.31242
Clc1ccc(COc2ccc(Br)cc2CN2CCOCC2)cc1,3.35,,139.809285,395.03,0,3,5,96.022,21.7,4.5137
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,4.8,0.003,17.199468,501.17,2,6,8,136.6894,98.78,5.5408
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,6.81,2.71e-06,70.47711,334.21,0,4,12,95.291,52.6,5.1608
CCCCOC(=O)c1ccccc1C(=O)OCCCC,4.61,0.028,108.13275,278.15,0,4,8,76.823,52.6,3.6004
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,4.11,0.000435,877.7835,278.15,0,4,6,76.683,52.6,3.3122
CCOC(=O)c1ccccc1C(=O)OCC,2.44,0.19,108.13275,222.09,0,4,4,58.355,52.6,2.04
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.19,0.017,5.9434848,300.07,1,3,1,82.9498,52.9,2.4722
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.39,0.09,1.88252757,320.01,2,3,1,83.1795,61.69,3.1013
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,4.81,0.0167,84.47076,429.27,1,3,2,129.4318,40.54,5.4065
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,4.27,0.00772,35.6202,270.16,2,2,5,82.2776,40.46,4.7852
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,2.57,0.45,3.56202,255.01,2,5,1,64.1078,90.71,2.0098
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,4.1,0.003404,72.029133,394.14,0,6,3,105.9045,63.22,3.7033
Cn1cnc2c1c(=O)[nH]c(=O)n2C,-0.77,0.955,1007.5428,180.06,1,5,0,46.5757,72.68,-1.0397
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,4.3,0.01947,6.5821041,325.07,1,4,3,86.1128,50.94,3.99
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1.72,0.23,13.8715236,374.21,3,5,2,99.5954,94.83,1.8036
CCNc1nc(NC(C)C)nc(SC)n1,2.98,0.003952,80.170893,227.12,2,6,5,64.5304,62.73,1.8456
Cc1cccc([N+](=O)[O-])c1C,2.83,3.21e-08,1330.6689,151.06,0,2,1,42.5704,43.14,2.21164
c1cc2c3c(cccc3c1)CC2,3.92,0.04533,12.3296778,154.08,0,0,0,51.356,0.0,2.9384
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,2.29,0.00905,4.198095,410.09,2,9,7,97.6957,145.81,0.9319
CC(=O)OC1CC(C)OC(C)O1,1.3,,2195.7309,174.09,0,4,1,41.265,44.76,1.047
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.64,,2083.7817,292.84,0,2,1,58.1464,43.14,4.8618
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,3.45,0.08,8.3224053,307.17,0,3,3,92.5,37.61,3.24884
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,3.94,0.0718,45.03411,332.17,1,5,7,91.9362,73.59,4.0218
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,1.1,0.02305,37.095894,401.06,2,8,7,93.1132,132.4,1.31662
O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,2.61,0.00918,4.706955,320.1,3,3,4,90.5599,77.76,3.9762
CC1(C)CON(Cc2ccccc2Cl)C1=O,2.5,0.1734,7.7295834,239.07,0,2,2,61.735,29.54,2.64
CCCCCCCCCCCCCC[PH](CCCC)(CCCC)CCCC,8.16,,42.48981,400.42,0,0,22,133.585,0.0,9.8377
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,4.53,,25.2267345,366.09,1,5,9,88.4354,74.44,4.3906
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,1.45,0.2895,5.9816493,289.14,2,4,4,78.497,91.65,1.6333
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,1.86,0.1513,6.2513451,311.13,2,4,3,86.625,91.65,2.2241
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,0.22,0.9231,0.98566182,261.11,2,4,3,69.119,91.65,1.0709
FCC(F)(F)F,0.83,0.8572,0.2569743,102.01,0,0,0,12.03,0.0,1.5182
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,3.54,0.243,51.013215,518.16,2,7,7,141.1859,131.69,3.92892
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.9,0.041,41.268546,313.07,1,4,6,79.9058,50.94,3.6629
Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,3.87,,485.9613,256.15,2,2,2,77.8156,40.46,4.04054
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,7.15,0.00598,47.57841,363.96,2,2,2,88.3816,40.46,6.0373
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,6.66,0.00107,128.48715,539.76,2,2,2,99.1416,40.46,6.4737
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,5.2,0.00968,86.25177,382.14,0,3,1,106.948,42.43,4.8878
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,3.07,0.0369,25.163127,312.21,1,2,1,90.4928,37.3,3.8826
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,4.91,0.0166,29.00502,250.19,2,2,4,76.4056,40.46,4.473
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,4.01,0.004357,62.996868,463.95,1,6,4,87.2945,111.2,5.986
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,6.5,,63.124083,418.06,0,2,4,81.559,26.3,5.55182
COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC,3.43,0.58,16.436178,349.23,1,5,7,97.4428,51.16,2.6407
CCC(C)=O,0.29,0.8744,129.403098,72.06,0,1,1,20.972,17.07,0.9854
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,6.92,1.59e-08,38.92779,351.91,0,0,2,85.037,0.0,6.4955
CC(Cl)CCl,1.99,0.5441,145.508517,111.98,0,0,1,26.035,0.0,1.8525
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1.0,0.58,15.8535333,303.1,0,5,2,75.276,64.43,1.7737
CC1=CC(=O)CC(C)(C)C1,1.71,,47.57841,138.1,0,1,0,41.779,17.07,2.3218
CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,2.9,,280.89072,352.1,1,3,2,93.8857,49.41,4.9807
CCCCSP(=O)(SCCCC)SCCCC,5.7,0.06651,318.29193,314.1,0,4,12,89.7045,17.07,6.6944
O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,2.81,0.0121,353.6577,298.12,2,4,4,81.5606,66.76,2.6722
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,4.37,0.00942,664.0623,402.23,0,8,15,101.332,105.2,3.0984
COC(=O)C=C(C)OP(=O)(OC)OC,0.13,0.674,11.95821,224.04,0,6,5,48.4825,71.06,1.4807
C=CC(=O)Nc1ccc(OC)cc1,1.37,,27.274896,177.08,1,2,3,51.8207,38.33,1.8197
C=CC(=O)Nc1ccc(C)cc1,1.74,,54.397134,161.08,1,1,2,50.0057,29.1,2.11952
[Na+].[O-][Cl+][O-],-0.259,,191.84022,89.95,0,2,0,0.0,46.12,-5.374
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.81,,3.256704,461.05,0,7,7,101.1349,104.97,5.1677
CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,3.77,0.01823,90.729738,242.13,2,2,3,72.9586,40.46,3.8138
Oc1c(Cl)cc(Cl)c2cccnc12,2.5,,14.7518514,212.97,1,2,0,53.4278,33.12,3.2472
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.73,0.6,4.83417,212.12,2,3,4,53.9304,75.27,0.939
CC(C)(C)c1ccc(N)cc1,2.7,0.155,27.22401,149.12,1,1,0,49.5544,26.02,2.5663
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,4.73,,95.66568,331.18,0,4,4,88.498,63.68,2.9649
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,1.63,0.96,27.9873,359.23,2,7,9,101.0975,75.44,2.1743
O.c1ccc([Sn](c2ccccc2)c2ccccc2)cc1,5.13,,19.7157807,369.03,0,0,3,87.5958,31.5,1.3781
NCC1(c2cccs2)CCCCC1,2.54,,2.7198567,195.11,1,2,2,58.1364,26.02,2.9087
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,2.1,0.39,1.8395289,226.13,2,2,4,60.0095,78.76,1.3894
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,3.2,0.1538,18.166302,293.13,1,4,4,79.6768,50.94,3.1223
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,3.64,0.19,7.7270391,293.18,2,2,4,89.2915,32.26,3.1822
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,6.1,0.04333,11.6376282,369.82,0,0,0,76.098,0.0,5.2415
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,3.6,,41.268546,468.17,3,8,7,129.4656,100.64,3.822
FC(F)(Cl)C(F)(Cl)Cl,3.16,0.3622,0.64218132,185.9,0,0,1,26.345,0.0,2.9189
CCCN(CCC)C(=O)SCC,3.21,,204.459948,189.12,0,2,5,55.683,20.31,2.9815
Cc1cc2nc(NCCCO)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2cc1C,4.67,,2.18580813,465.3,3,6,7,139.2368,87.38,5.63094
FC(F)(Cl)Cl,2.16,0.773,0.64218132,119.93,0,0,0,16.653,0.0,2.0143
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,3.14,,7.6329,270.06,1,3,2,60.6372,55.13,3.25412
COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,4.28,0.04,45.7974,371.15,0,8,4,97.088,103.88,2.7957
FC(F)(F)Br,1.86,0.838,12.8436264,147.91,0,0,0,14.982,0.0,1.9011
C[As](C)(=O)O,0.74,0.9058,0.50275368,137.97,1,1,0,20.3873,37.3,0.111
COC(=O)C1C(C#N)=NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.39,0.013,5495.688,385.13,0,8,5,98.3194,131.89,2.67138
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.02,0.001515,30.353499,498.95,1,2,7,53.7912,60.16,4.2418
COc1nc(C)nc(Cl)c1NC1=NCCN1,0.9,0.93,7.6329,241.07,2,6,2,62.2584,71.43,0.81812
C=C(Cl)Cl,2.13,0.428,314.22105,95.95,0,0,0,20.846,0.0,1.9352
O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,4.76,,98.97327,324.01,1,1,3,80.4038,37.3,4.9157
CC,1.81,,381.645,30.05,0,0,0,11.348,0.0,1.0262
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,2.2,0.08599,5.9002317,381.07,2,9,5,88.2377,149.47,0.48562
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,4.21,0.006078,636.83829,397.06,1,6,10,100.8155,64.63,3.7726
CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,4.38,0.05472,30.200841,327.19,0,5,9,92.408,55.73,3.8751
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3.28,0.055,134.746128,395.16,1,5,5,108.7232,75.17,2.4238
CCCCCCCCN(C)C,2.67,0.5627,89.406702,157.18,0,1,7,51.93,3.24,2.9085
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,6.06,,103.55301,262.23,1,1,0,84.2068,20.23,5.2847
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.78,0.0477,60.605226,316.99,0,6,5,77.703,55.84,2.4906
CSc1nc(NC(C)C)nc(NC(C)C)n1,3.51,,91.035054,241.14,2,6,5,69.1254,62.73,2.2341
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,2.95,,25.0460892,226.99,1,2,0,58.1648,33.12,3.55562
O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,3.57,,162.8352,484.16,1,6,9,130.5232,55.76,4.6668
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,3.47,,19.08225,396.17,3,6,6,117.8393,105.82,3.9852
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,6.73,1.62e-06,506.3157,315.94,0,0,2,80.632,0.0,6.1879
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,4.3,0.00327,58.77333,301.13,1,4,7,83.4777,56.79,3.6038
COCC(O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,2.01,0.005,7.6329,480.18,3,9,8,121.9718,135.68,0.87
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,5.08,0.0171,31.80375,344.01,0,2,4,88.121,18.46,5.2059
CC(Cl)(Cl)Cl,2.49,0.6658,0.30607929,131.93,0,0,0,25.964,0.0,2.3765
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1.22,0.77,7.6329,268.1,1,3,4,71.0442,41.57,1.402
CCC(=O)Nc1ccc(Cl)c(Cl)c1,3.07,0.0713,28.75059,217.01,1,1,2,55.3827,29.1,3.3419
CCC1(c2ccccc2)NC(=O)N(C)C1=O,1.69,,3.56202,218.11,1,2,2,59.7127,49.41,1.4735
CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,1.81,0.08,164.285451,360.18,1,7,5,98.0347,85.81,2.3619
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,1.68,0.09194,4.5568413,253.97,2,4,3,51.7582,85.44,1.5731
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,4.3,0.0003605,46.993221,305.16,0,3,2,90.938,35.91,4.1822
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.36,0.04,18.8252757,437.17,1,5,6,113.5978,29.95,4.3081
CNC(=O)C=C(C)OP(=O)(OC)OC,-0.2,0.898,3.791007,223.06,1,5,5,50.5332,73.86,1.0537
O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,0.16,,7.6329,462.03,4,5,4,108.7967,110.77,3.076
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,1.4,0.00839,49.86828,345.09,0,4,5,82.284,39.41,4.5602
CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,4.78,9.42e-07,25.315785,286.21,0,4,7,79.134,52.6,3.4356
CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0.25,0.62,7.6329,233.04,1,4,1,49.6736,91.75,-0.795
O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,3.2,0.02755,68.365341,247.05,2,2,2,68.3304,54.02,3.379
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,4.1,0.02237,41.72652,375.03,0,4,6,91.852,47.36,4.6024
ClC(Cl)Cl,1.97,0.5672,118.233621,117.91,0,0,0,21.347,0.0,1.9864
CC(C)O,0.05,0.9214,2.8038186,60.06,1,1,0,17.3548,20.23,0.3871
CO,-0.77,0.9449,2.25577638,32.03,1,1,0,8.1428,20.23,-0.3915
CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.31,1.37e-08,11.144034,494.19,2,2,5,125.6124,48.78,6.3818
CN1CCN(C(=O)c2cc3cc(Cl)sc3[nH]2)CC1,1.62,,13.6145493,283.05,1,3,1,74.5862,39.34,2.2704
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0.55,0.629,4.427082,281.16,2,4,3,72.5565,83.47,1.0415
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,3.7,0.01882,36.052731,323.11,1,2,4,81.6032,38.33,4.7449
O=CNc1cc(C(O)CNCCc2ccc(NCC(O)c3ccccc3)cc2)ccc1O,1.26,,7.6329,435.22,6,6,12,125.6605,113.85,2.9717
CCOc1cc2ccccc2oc1=O,1.82,0.22,66.1518,190.06,0,3,2,53.653,39.44,2.1917
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.34,0.04,3.3686532,270.1,2,3,5,69.8072,75.27,1.78302
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,5.24,0.001,5.0886,366.27,0,3,10,114.186,15.71,4.8302
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,3.18,,2183.0094,355.01,0,5,9,81.448,57.65,3.7805
C1CN(CCOCCN2CCOCC2)CCO1,0.02,1.0,6.5464839,244.18,0,5,6,65.337,34.17,-0.3326
CCO,-0.31,0.9338,50.835114,46.04,1,1,0,12.7598,20.23,-0.0014
O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,3.71,0.017,0.01679238,311.01,3,3,4,79.1913,69.56,4.0697
CN(CCCC(=O)c1cccnc1)N=O,1.08,0.9647,11.5460334,207.1,0,4,6,56.2265,62.63,1.6577
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,3.6,,73.7847,464.21,3,8,7,130.2681,102.07,3.50322
CCOC(C)(C)C,1.48,0.7626,7.7015961,102.1,0,1,1,31.379,9.23,1.8214
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,3.46,7.42e-08,2208.4524,242.07,0,3,4,62.792,35.53,3.0605
Clc1ccc(Cl)c(Cl)c1Cl,4.58,,82.43532,213.89,0,0,0,46.482,0.0,4.3002
Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,3.48,0.00653,2152.4778,263.09,1,3,2,79.7609,52.32,3.6412
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.16,0.0104,160.54533,311.24,0,0,11,89.7314,0.0,2.4077
Oc1ccc2c(c1)-c1ccccc1C2,3.19,0.02488,52.310808,182.07,1,1,0,56.3488,20.23,2.9634
CNC(=O)Oc1cccc2ccccc12,2.36,0.6922,69.383061,201.08,1,2,1,59.0317,38.33,2.558
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,5.32,0.0175,496.1385,428.29,0,4,6,120.356,60.44,5.9696
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,5.0,,36.103617,438.18,1,3,3,117.9242,62.4,5.1722
COP(=O)(OC)OC=C(Cl)Cl,1.43,1.18e-07,219.82752,219.95,0,4,4,42.4985,44.76,2.6804
Nc1cc(Cl)cc(Cl)c1,2.9,0.0522,219.06423,160.98,1,1,0,40.8744,26.02,2.5756
CCCCCCOC(=O)c1ccccc1O,3.19,,486.97902,222.13,1,3,6,62.5313,46.53,3.1293
CC(CS)C(=O)N1CCCC1C(=O)O,0.34,0.73,145.304973,217.08,2,3,3,55.3878,57.61,0.6279
CS(=O)(=O)c1ccc(C(CC2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,1.96,0.48,15.927318,421.09,1,6,6,104.9295,106.09,3.0151
CCOc1ccc(NC(C)=O)cc1,1.58,0.6,23.7790278,179.09,1,2,3,51.9147,38.33,2.0437
Oc1ccc(Cc2ccc(O)cc2)cc1,2.91,,64.87965,200.08,2,2,2,59.0196,40.46,2.6886
CC(C)c1cccc(O)c1,3.01,0.14,50.63157,136.09,1,1,1,42.1958,20.23,2.5156
CN1CCN2c3ncccc3Cc3ccccc3C2C1,1.53,0.15,16.02909,265.16,0,3,0,81.069,19.37,2.4789
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,5.17,,41.72652,247.85,0,0,0,51.492,0.0,4.9536
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,3.38,1.0,24.2649891,211.06,0,2,1,61.3384,43.14,3.166
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],2.1,0.131,88.134552,182.03,0,4,2,44.4878,86.28,1.81142
CNC(=O)CSP(=S)(OC)OC,0.78,0.9649,9.3681126,229.0,1,5,5,54.8277,47.56,0.9829
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.24,0.04,8.3224053,286.05,2,3,1,78.1695,61.69,2.4479
C=CC(=O)Nc1ccc(F)cc1,1.46,,7.6329,165.06,1,1,2,45.2267,29.1,1.9502
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.72,0.0508,43.2531,341.07,0,5,5,83.895,49.17,3.6534
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,3.59,0.03671,9.6378084,330.03,1,3,3,87.0368,46.01,4.0676
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2.43,0.004,13.128588,398.07,3,7,6,100.7296,141.31,3.7016
CC(C)(c1ccccc1)c1ccc(O)cc1,3.69,0.0231,69.20496,212.12,1,1,2,66.6768,20.23,3.7181
CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,2.43,0.009,4.7552967,337.02,1,6,2,80.253,96.44,0.9672
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.05,0.1378,14.2328142,329.1,0,2,2,87.557,22.0,4.7381
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,4.85,0.15,88.185438,370.18,0,2,5,108.815,23.55,4.7885
CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,2.36,,1.46475351,486.34,2,8,15,129.4714,101.6,2.6278
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1.7,,2134.6677,354.05,0,9,4,89.327,83.8,3.0792
CCCCCCCCCCCCN1CCCCCC1=O,6.11,0.00275,24.93414,281.27,0,1,11,86.892,20.31,5.3099
