SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CN(C)C(=O)C1(CCN(CC1)CCC2(CN(CCO2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)N5CCCCC5,3.502778266403295,3.5724152983529844,>=600,50-75,7-10,5-7,<1,>=4,0.019880517241753055
CN(C)C(=O)NC1=CC=CC=C1,3.502777897318477,2.122623988140148,<200,<50,<3,1-3,1-3,0-1,0.39401698808065116
CCOC1=CC=C(C=C1)N,3.502777528233659,3.5866069434349686,<200,<50,<3,1-3,1-3,1-2,0.023932268329295802
C(Cl)(Cl)Cl,3.5027771591488412,4.7810847702302395,<200,<50,<3,<1,<1,1-2,0.36494112099332926
CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,3.502777528233659,5.552859967556872,300-400,50-75,5-7,3-5,1-3,>=4,0.585273354433397
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,3.502777528233659,2.6766060413572883,200-300,<50,<3,1-3,<1,3-4,0.23586181130403178
CN1CCN2c3ncccc3Cc3ccccc3C2C1,3.502777897318477,2.8349230581323863,200-300,<50,<3,3-5,<1,1-2,0.1906643530559968
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,3.502777528233659,2.885894806844962,200-300,50-75,7-10,5-7,<1,3-4,0.17611243953601988
CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,3.502777897318477,4.02730581590257,200-300,50-75,<3,3-5,1-3,1-2,0.14974627776677416
C=Cc1ccccc1,3.5027771591488412,4.703924038629804,<200,<50,<3,<1,<1,2-3,0.3429126799179399
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,3.502777897318477,3.65403427632866,300-400,75-100,5-7,5-7,1-3,3-4,0.04318183826400862
CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,3.502777897318477,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.3371291357886146
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,3.502777897318477,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.24690124845492656
Oc1ccc(Cc2ccccc2O)cc1,3.5027771591488412,4.980287695503318,200-300,<50,<3,1-3,1-3,3-4,0.42181110926853677
C(CCl)OP(=O)(OCCCl)OCCCl,3.502777528233659,1.8229951818212897,200-300,<50,7-10,3-5,<1,1-2,0.47955722645345333
CC(C)C1=CC(=CC=C1)C(C)C,3.502777528233659,3.0356742842019857,<200,<50,<3,<1,<1,>=4,0.13335223855260678
CCCCCCCCN1C(=O)C=CS1,3.5027771591488412,3.507462368162881,200-300,<50,7-10,3-5,<1,2-3,0.0013375696231873696
C1=NC2=C(N1)C(=S)N=C(N2)N,3.502777897318477,1.9465596523680775,<200,75-100,<3,3-5,3-5,<0,0.44428119327399246
Clc1ccc(Cl)cc1,3.5027771591488412,5.804408801706431,<200,<50,<3,<1,<1,3-4,0.65708756207601
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,3.5027767900640234,0.6885116631311579,300-400,<50,<3,3-5,<1,2-3,0.8034381249803226
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.502778266403295,3.9028862723145594,400-500,75-100,5-7,5-7,1-3,3-4,0.11422592099888906
Nc1cc(Cl)cc(Cl)c1,3.5027771591488412,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.5398978967368239
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,3.502777528233659,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.03138325486932835
CN1C2=C(C(=O)N(C1=O)C)NC=N2,3.502777528233659,1.0924268113183644,<200,50-75,<3,5-7,1-3,<0,0.688125522364687
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,3.5027771591488412,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3,0.0633866064042119
Oc1ccc2c(c1)-c1ccccc1C2,3.5027767900640234,3.976139087350835,<200,<50,<3,1-3,1-3,3-4,0.13513912137446116
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,3.502777897318477,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.19362278572995642
CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F,3.502777528233659,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.031279328058449025
COC(=O)N1CCN(C2CCC(N=c3nc[nH]n4ccc([C@H](C)CC(=N)O)c34)CC2)CC1,3.502778266403295,2.155580485727476,400-500,100-150,5-7,7-10,3-5,1-2,0.38460841820666614
CCCCN(CCCC)N=O,3.5027771591488412,3.3773354706103675,<200,<50,7-10,1-3,<1,2-3,0.035812061226639776
CCOP(=S)(OCC)SCSC(C)(C)C,3.5027771591488412,4.4271165088256,200-300,<50,7-10,5-7,<1,>=4,0.26388753029790213
CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,3.502777897318477,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.4581781195081201
C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,3.502777528233659,2.273329614345249,500-600,100-150,3-5,7-10,1-3,3-4,0.3509922776081918
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.5027771591488412,2.779635212312483,200-300,<50,3-5,1-3,1-3,>=4,0.20644814317620033
CCNC1=NC(=NC(=N1)Cl)NCC,3.502777897318477,2.8388001674779244,200-300,50-75,3-5,5-7,1-3,2-3,0.18955748596195093
CCNC(=NS(=O)(=O)c1cccc(Cl)c1)N1CC(C)(C)C=N1,3.502777528233659,3.6006000007279004,300-400,50-75,3-5,3-5,1-3,2-3,0.02792711430403456
O=C(CCl)Nc1ccccc1,3.5027771591488412,4.604902850257079,<200,<50,<3,1-3,1-3,1-2,0.3146433469549112
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,3.502778635488113,4.0956544705840825,300-400,100-150,5-7,7-10,3-5,2-3,0.16925876838575907
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,3.502777528233659,3.712242158377881,<200,50-75,<3,3-5,1-3,3-4,0.059799578967239544
CCOC(=O)C1CC(=O)C(=C(C2CC2)O)C(=O)C1,3.502777528233659,2.3720389515434652,200-300,75-100,3-5,5-7,1-3,1-2,0.3228119743248909
COc1ccc(O)c(C(C)(C)C)c1,3.502777528233659,2.9424769503830155,<200,<50,<3,1-3,1-3,3-4,0.1599589325773041
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,3.502777528233659,0.770201180338248,300-400,50-75,7-10,3-5,1-3,2-3,0.7801169819815059
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,3.502777528233659,4.065997881231354,200-300,50-75,<3,5-7,<1,1-2,0.1607924925170059
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,3.502777528233659,3.7518379385882503,400-500,75-100,7-10,7-10,<1,>=4,0.07110368784628586
O=C(O)/C=C/c1ccc(C2c3ccc(O)cc3CCN2c2ccccc2)cc1,3.502777528233659,5.14439724347386,300-400,50-75,3-5,3-5,1-3,>=4,0.4686622640208631
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,3.502777528233659,3.693424609229328,200-300,50-75,<3,3-5,1-3,3-4,0.05442739982890958
CCn1c([C@@H](C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C3CC3)cc21,3.502778635488113,0.41135439880839647,300-400,100-150,5-7,7-10,1-3,2-3,0.8825636463553873
CN(C)C(=O)Nc1ccccc1,3.502777528233659,2.122623988140148,<200,<50,<3,1-3,1-3,0-1,0.3940168827114693
CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1ccc(C=CC(=O)O)cc1,3.502777528233659,5.542948399503669,300-400,50-75,5-7,3-5,1-3,>=4,0.5824437235020147
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,3.502777897318477,2.8801992484742773,400-500,75-100,7-10,3-5,1-3,>=4,0.17773855685918066
CCCCOC(=O)c1ccccc1C(=O)O,3.5027771591488412,1.0551306388705257,200-300,50-75,5-7,3-5,1-3,2-3,0.698773016105363
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,3.502777528233659,3.7548198047292756,300-400,<50,5-7,3-5,<1,>=4,0.07195497400207838
COCC(C)CN1C(C)Cc2cc(O)ccc2C1c1ccc(C=CC(=O)O)cc1,3.502777528233659,2.934393959619913,300-400,50-75,7-10,3-5,1-3,>=4,0.16226652715351877
CCCCOC(=O)c1ccccc1C(=O)OCCCC,3.5027771591488412,4.6925650311110845,200-300,50-75,7-10,3-5,<1,>=4,0.339669822798638
CCCOC(=O)c1cc(O)c(O)c(O)c1,3.502777897318477,4.847737547758402,200-300,75-100,3-5,5-7,3-5,1-2,0.383969459516179
CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N.CS(=O)(=O)O,3.502777897318477,2.0916908367992866,400-500,100-150,5-7,7-10,1-3,3-4,0.40284802282403376
C1COCCO1,3.5027771591488412,2.2891842514700076,<200,<50,<3,1-3,<1,<0,0.34646586808882407
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.502778266403295,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.027926903565670694
COc1nc(C)nc(Cl)c1NC1=NCCN1,3.5027767900640234,2.155580485727476,200-300,50-75,<3,5-7,1-3,0-1,0.38460799672993856
NNC(=O)CCCCC(=O)NN,3.502777528233659,0.928677592965336,<200,100-150,5-7,3-5,3-5,<0,0.7348739128064699
N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,3.502778266403295,5.966859049472992,400-500,100-150,3-5,5-7,1-3,2-3,0.7034647962635928
CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,3.502777897318477,4.128153220694453,300-400,<50,5-7,3-5,<1,>=4,0.1785369730853163
COc1cc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(O)=NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,3.502778266403295,4.168330503120788,400-500,75-100,5-7,5-7,1-3,3-4,0.1900069883350113
CCOP(=S)(OCC)OP(=S)(OCC)OCC,3.5027771591488412,5.552859967556872,300-400,<50,>=10,7-10,<1,3-4,0.5852734598025788
