SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
C=CCOC1=C(C=CC(=C1)C2=CC=CC3=C2OC(=CC3=O)N4CCOCC4)NC(=O)CN5CCOCC5,,,83.18,505.22,1,8,8,142.53269999999992,93.48,3.132100000000001
C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C,2.22,,9.27,249.11,0,6,9,66.90300000000002,66.36000000000001,1.5659999999999998
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],4.64,0.0,819.0,292.84,0,2,1,58.1464,43.14,4.8618
C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,1.9,0.23,0.0,239.93,2,3,1,50.63869999999999,76.21,2.3222
C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,3.53,4.42e-08,362.0,248.85,0,1,0,49.287000000000006,12.89,4.348599999999999
C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,5.04,4.52e-07,0.0,269.81,0,0,0,51.90100000000001,0.0,4.5523
C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,2.81,0.0121,139.0,298.12,2,4,4,81.56060000000004,66.76,2.672200000000001
C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,0.42,0.0234,2.09,457.14,5,5,6,119.30930000000002,125.89,1.087299999999999
C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,1.99,0.15,135.0,458.08,8,11,3,108.92089999999996,197.37,2.2332000000000014
C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,7.54,8.62e-09,0.0,403.85,2,2,2,89.0796,40.46,6.609000000000001
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,5.17,,16.4,247.85,0,0,0,51.49200000000001,0.0,4.9536
C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,4.44,,0.0,229.89,1,1,0,48.146800000000006,20.23,4.0058
C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,6.56,0.0,2.72e-06,357.84,0,0,1,81.938,0.0,7.274000000000001
C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,4.62,0.000993,8.842,213.89,0,0,0,46.482000000000006,0.0,4.3002
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,3.31,0.0127,0.0,253.93,1,2,3,54.60280000000001,46.53,3.1102
C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl,2.52,0.02237,0.0,254.93,1,3,3,52.39780000000001,59.42,2.5052000000000003
C1=C(C=C(C(=C1Br)O)Br)C#N,2.63,0.5001,7.866,274.86,1,2,0,48.22180000000001,44.02,2.788880000000001
C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,0.91,,0.0,204.97,2,2,1,47.8337,63.31999999999999,2.2738
C1=C(C=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl,7.28,0.0,9.24e-06,357.84,0,0,1,81.938,0.0,7.274000000000001
C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],2.8,0.0,4.434,205.96,1,3,1,47.52879999999999,69.16,2.4838000000000005
C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,4.0,0.0461,1.367,435.94,1,5,2,80.1768,84.7,4.27918
C1=C(C=C(C(=C1Cl)O)Cl)Cl,3.69,0.01512,18.76,195.92,1,1,0,43.13680000000001,20.23,3.3524
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,4.93,2.42e-08,0.0,776.69,3,4,5,124.80600000000004,92.78,4.557300000000002
C1=C(C=C(C=C1Br)Br)Br,4.51,,0.0,311.78,0,0,0,49.54200000000001,0.0,3.974100000000001
C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl,6.72,0.0,3.33e-05,289.92,0,0,1,71.91800000000002,0.0,5.967200000000002
C1=C(C=C(C=C1Cl)Cl)N,2.9,0.0522,86.1,160.98,1,1,0,40.8744,26.02,2.5756
C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,4.01,0.004357,24.76,463.95,1,6,4,87.29450000000003,111.20000000000002,5.986000000000003
C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,0.23,0.856,0.0,198.04,2,5,3,45.6755,123.76,0.1899999999999999
C1=CC(=C(C(=C1)Cl)C#N)Cl,2.74,0.06222,7.036,170.96,0,1,0,41.17700000000001,23.79,2.8650800000000007
C1=CC(=C(C(=C1)Cl)Cl)Cl,4.08,0.01567,6.984,179.93,0,0,0,41.47200000000001,0.0,3.6468000000000007
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,5.27,0.0,2.873,492.01,2,4,6,91.90590000000005,76.66000000000001,5.383700000000001
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,3.88,0.0308,0.0,310.03,2,2,2,74.29490000000003,58.2,3.5801000000000007
C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,1.16,1.93e-08,28.1,278.04,6,7,2,66.30530000000002,138.45000000000002,1.1512000000000011
C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,7.12,0.0,0.00027,357.84,0,0,1,81.938,0.0,7.274
C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,4.58,,32.4,213.89,0,0,0,46.482000000000006,0.0,4.3002
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,1.67,0.02723,0.0,184.01,1,5,2,41.41560000000001,106.51,1.2086000000000003
C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,3.12,1.21e-07,387.0,190.95,0,2,1,43.11640000000001,43.14,2.9016
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,3.75,0.0,12.0,325.99,2,4,3,79.17640000000002,92.47,3.859500000000001
C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,4.44,0.0016,3.037,250.04,2,2,2,60.41810000000001,57.53,3.035600000000001
C1=CC(=C(C=C1C2=C(SC(=N2)N)C3=CC=NC=C3)Cl)Cl,2.29,,19.05,320.99,1,4,2,85.21340000000001,51.8,4.761100000000001
C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,6.62,0.0,6.83e-05,289.92,0,0,1,71.91800000000002,0.0,5.967200000000001
C1=CC(=C(C=C1Cl)C2=C(NN=C2)N)OC3=CC(=C(C=C3Cl)S(=O)(=O)NC4=CSC=N4)F,5.15,0.0007575,5.62,498.97,3,7,6,117.8526,122.99,5.154400000000002
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,4.26,0.0045,13.2,268.01,2,2,2,69.03960000000001,40.46,3.9954000000000014
C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,3.56,0.02484,0.0,371.02,0,4,7,76.12800000000001,39.94,4.243200000000002
C1=CC(=C(C=C1Cl)N)N,1.28,0.373,31.6,142.03,2,2,0,40.2768,52.04,1.5044000000000002
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,4.76,0.00428,27.8,287.95,1,2,2,69.65280000000001,29.46,5.144700000000002
C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,3.0,,3.744,482.0,4,5,7,95.2685,90.82,2.466700000000001
C1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl,5.11,9.31e-09,0.0,348.92,2,2,2,82.542,49.33,5.258100000000001
C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,2.6,0.0354,19.2,246.05,4,5,2,62.975700000000025,97.99,1.740000000000001
C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O.O.O,1.54,5.73e-08,0.0,338.06,5,7,1,83.47159999999998,194.36,0.3386000000000009
C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl,2.77,0.02799,0.0,240.97,1,2,1,58.7223,50.19,3.2398000000000007
C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,4.12,0.003583,37.05,248.04,1,3,1,57.14670000000001,58.04,2.87488
C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],1.49,0.391,0.0,168.02,0,4,2,39.750800000000005,86.28,1.503
C1=CC(=CC(=C1)Br)COC2=CC=C(C=C2)CCC(=O)O,,,128.82,334.02,1,2,6,80.87280000000004,46.53,4.045300000000003
C1=CC(=CC(=C1)C2=CC(=CC=C2)C(=O)O)C#N,,,8.13,223.06,1,2,2,63.55230000000002,61.09,2.9234800000000005
C1=CC(=CC(=C1)Cl)Cl,3.53,,200.0,145.97,0,0,0,36.46200000000001,0.0,2.9934000000000003
C1=CC(=CC(=C1)CNCCC2=C(C=CC=C2Cl)Cl)CCNC[C@@H](C3=C4C(=C(C=C3)O)NC(=O)S4)O,,,5.17,531.12,5,6,11,143.95869999999996,97.38,4.800000000000006
C1=CC(=CC(=C1)N(CC2=CN=CC=C2)C3=CC(=C(C=C3)OC(F)F)OC(F)F)C(=O)O,5.01,0.0142,7.69,436.1,1,5,9,103.18730000000006,71.89,5.320900000000003
C1=CC(=CC(=C1)O)O,0.8,0.7448,14.48,110.04,2,2,0,29.771599999999992,40.46,1.0977999999999994
C1=CC(=CC=C1/C=C/C(=O)CC(=O)/C=C/C2=CC=C(C=C2)O)O,3.24,3.08e-08,112.0,308.1,2,4,6,88.91260000000003,74.60000000000001,3.3527000000000022
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,3.3,5.86e-08,62.9,228.08,3,3,2,66.80640000000001,60.69,2.973800000000002
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],1.14,0.34,0.723,322.01,3,5,6,72.5667,112.70000000000002,0.9089999999999998
C1=CC(=CC=C1[N+](=O)[O-])Cl,2.39,,400.0,156.99,0,2,1,38.10640000000001,43.14,2.2482000000000006
C1=CC(=CC=C1C#N)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=C5C(=NC=C4)N=CN5,,,67.61,430.15,3,4,4,128.5591,106.49,5.807580000000003
C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,6.73,1.62e-06,199.0,315.94,0,0,2,80.63200000000002,0.0,6.187900000000002
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,2.71,0.0196,21.1,230.06,3,4,2,61.310900000000025,77.76,2.034400000000001
C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,-0.05,0.75,0.0,440.16,6,10,9,113.48130000000003,219.33,0.2441000000000013
C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,-0.03,0.0436,0.0,441.14,6,9,9,111.89460000000004,213.28,-0.0447999999999986
C1=CC(=CC=C1C(=O)O)N,0.82,0.766,0.0,137.05,2,2,1,37.81369999999999,63.31999999999999,0.967
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,5.02,1.57e-08,27.8,367.91,1,1,2,86.19280000000002,20.23,5.599500000000001
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,6.91,3.6e-08,12.5,351.91,0,0,2,85.03700000000002,0.0,6.495500000000001
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,6.13,0.03115,0.0,317.95,0,0,3,80.24100000000003,0.0,5.929000000000001
C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,4.02,0.00685,125.0,336.06,2,2,2,69.1036,40.46,4.508500000000002
C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,4.62,0.0,136.5,315.98,2,2,2,78.34660000000002,40.46,4.5999000000000025
C1=CC(=CC=C1C(F)(F)F)NS(=O)(=O)C2=CC3=C(C=C2)SC(=N3)CO,,,15.49,388.02,2,5,4,87.79530000000003,79.29,3.6082000000000014
C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)C(=O)O)C(F)(F)F)C(F)(F)F,,,9.33,400.06,1,3,3,85.96330000000005,55.120000000000005,5.275100000000001
C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)C(F)(F)F,,,18.2,435.05,1,4,3,90.37720000000004,77.98,4.224300000000001
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,3.02,9.57e-05,138.0,270.05,3,5,1,72.9144,90.9,2.5768000000000018
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,3.24,0.0553,15.4,254.06,2,4,1,71.24960000000002,70.67,2.8712000000000018
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,2.96,0.02426,18.69,270.05,3,5,1,72.9144,90.9,2.576800000000001
C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,2.91,,25.5,200.08,2,2,2,59.01960000000003,40.46,2.688600000000002
C1=CC(=CC=C1Cl)Cl,3.44,0.02291,130.0,145.97,0,0,0,36.46200000000001,0.0,2.9934000000000003
C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],4.2,0.00553,6.02,443.02,1,5,6,106.45190000000004,90.42,5.453700000000003
C1=CC(=CC=C1N)[N+](=O)[O-],1.39,1.82e-06,23.6,138.04,1,3,1,37.5088,69.16,1.177
C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,1.36,0.3284,0.0,200.09,2,3,2,61.78280000000001,61.27,2.643299999999999
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,0.97,0.295,0.0,248.06,2,4,2,67.16060000000002,86.18,1.6838
C1=CC(=CC=C1N/N=C\2/C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],1.97,1.38e-07,18.9,451.97,1,9,4,93.0111,155.86,-5.085099999999998
C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,-0.1,0.0576,0.0,250.03,2,4,2,61.665400000000034,74.6,1.9306
C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F,4.66,0.0,0.0,307.0,0,2,2,78.23700000000002,22.12,5.4730000000000025
C1=CC(=CC=C1OC2=CC=C(C=C2)Br)Br,5.72,,12.4,325.89,0,1,2,68.35800000000002,9.23,5.003900000000002
C1=CC(=CC=C1S(=O)(=O)NC2=CC3=C(C=C2)SC(=N3)CO)Br,,,24.55,397.94,2,5,4,90.49330000000002,79.29,3.351900000000002
C1=CC(=CC2=C1C=CC(=O)O2)O,1.58,,49.5,162.03,1,3,0,44.148800000000016,50.44,1.4986
C1=CC(=CN=C1)C#N,0.36,,0.0,104.04,0,2,0,28.952,36.68,0.95328
C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,-0.21,0.235,3.23,323.12,3,3,2,100.9855,75.89,4.220470000000002
C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,3.41,5.81e-08,238.0,228.9,0,1,0,48.48400000000001,12.89,3.5617
C1=CC(=O)NNC1=O,-0.84,,0.0,112.03,2,2,0,27.6834,65.72,-0.9368
C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,6.1,0.04333,4.574,369.82,0,0,0,76.09800000000001,0.0,5.2415
C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],1.69,0.06949,24.2,168.02,0,4,2,39.75080000000001,86.28,1.503
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,3.59,0.03671,3.788,330.03,1,3,3,87.03680000000003,46.010000000000005,4.067600000000002
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,6.92,1.59e-08,15.3,351.91,0,0,2,85.03700000000002,0.0,6.495500000000001
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C(=O)O,2.61,0.00918,1.85,320.1,3,3,4,90.55990000000006,77.76,3.9762000000000026
C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,2.96,0.03201,17.28,342.03,1,2,3,94.0882,41.99,5.307700000000002
C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,3.1,0.0,0.0,302.01,0,4,2,78.51400000000001,51.56,3.907400000000001
C1=CC=C(C(=C1)C2C(O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl,3.072,0.0575,0.0,329.07,0,4,4,83.37800000000003,43.24,3.737600000000002
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl,3.71,0.017,0.0066,311.01,3,3,4,79.19130000000003,69.56,4.069700000000002
C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,3.15,0.0426,56.8,200.08,2,2,2,59.01960000000003,40.46,2.688600000000002
C1=CC=C(C(=C1)CC2=CC=CC=C2O)O,3.4,0.041,83.5,200.08,2,2,2,59.01960000000003,40.46,2.688600000000001
C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,2.03,,0.7,376.15,3,5,6,106.5113,106.34,3.342500000000001
C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,3.47,,7.5,396.17,3,6,6,117.8393,105.82,3.9852000000000016
C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl,3.88,0.0,22.5,273.96,1,4,2,64.58170000000001,50.7,3.575400000000001
C1=CC=C(C(=C1)O)O,0.88,0.0268,42.3,110.04,2,2,0,29.771599999999992,40.46,1.0977999999999994
C1=CC=C(C=C1)[C@H](CNC2=CC=C(C=C2)CCNC[C@@H](C3=CC(=C(C=C3)O)NC=O)O)O,1.26,,3.0,435.22,6,6,12,125.66050000000004,113.85,2.971700000000001
C1=CC=C(C=C1)[N+](=O)[O-],1.85,0.3844,8.168,123.03,0,2,1,33.0964,43.14,1.5947999999999998
C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O,5.13,0.0,7.749,369.03,0,0,3,87.59580000000004,31.5,1.3780999999999997
C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,2.83,0.0185,94.1,230.06,3,4,2,61.31090000000003,77.76,2.034400000000001
C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,2.6,0.0113,39.3,214.06,2,3,2,59.64610000000003,57.53,2.328800000000002
C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)C(=O)C(=NNC4=CC=C(C=C4)N=NC5=CC=C(C=C5)S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-].[Na+].[Na+],2.89,4.05e-05,1.492,675.05,2,12,8,158.9227999999998,209.68,-1.1830999999999976
C1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3S2,3.45,,77.62,254.05,1,3,2,74.01520000000004,41.99,3.5486000000000013
C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,2.72,,843.0,314.12,0,5,8,84.26800000000004,61.830000000000005,2.7170000000000005
C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O,4.06,2.44e-08,0.0,374.07,0,3,4,103.33700000000002,51.21,4.736400000000003
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,4.8,0.00953,77.1,344.11,0,2,4,101.84300000000005,17.82,5.376700000000004
C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,3.23,0.0188,21.7,336.11,0,4,6,93.52800000000003,54.5,4.025880000000003
C1=CC=C(C=C1)C[N+]2=CC=CC3=CC=CC=C32.[Cl-],3.16,0.599,7.31,255.08,0,0,2,69.68700000000004,3.88,0.1795999999999997
C1=CC=C(C=C1)C=CC=C2C(=O)NC(=O)S2,,,10.47,231.04,1,3,2,64.68870000000003,46.17,2.5667
C1=CC=C(C=C1)C2=C(C(=NC(=N2)Cl)C3=CC=CC=C3)N,,,46.77,281.07,1,3,2,82.32640000000002,51.8,4.0462000000000025
C1=CC=C(C=C1)C2=C(C=C(C=C2)Cl)COC3=CC=C(C=C3)CCC(=O)O,,,21.38,366.1,1,2,7,103.61880000000006,46.53,5.603200000000005
C1=CC=C(C=C1)C2=C(C=C(C=C2)O)Cl,3.52,1.17e-08,49.2,204.03,1,1,1,58.552800000000026,20.23,3.7126000000000015
C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,4.19,0.00039,4.673,293.11,1,3,5,83.33180000000003,63.33,4.025800000000002
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,3.52,0.00263,204.0,254.06,2,4,1,71.24960000000002,70.67,2.8712000000000018
C1=CC=C(C=C1)C2=CC=CC=C2,4.01,0.01557,14.18,154.08,0,0,1,51.87800000000003,0.0,3.353600000000002
C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,1.36,0.343,1.18,187.09,2,5,1,54.0878,90.71,0.7029999999999998
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,3.6,3.25e-06,4.53,218.05,1,1,2,62.36480000000003,20.23,3.6364000000000014
C1=CC=C(C=C1)CCCCCCC(=O)N[C@@H](CCC(=O)O)CC2=CC=C(C=C2)OCC3=CC=CC=C3,,,17.38,487.27,2,3,16,142.95149999999984,75.63000000000001,6.350900000000006
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,3.6,,57.48,240.12,0,2,5,71.25100000000005,26.3,3.015000000000001
C1=CC=C(C=C1)CCOCCCS(=O)(=O)CCNCCC2=C3C(=C(C=C2)O)NC(=O)S3,1.78,,42.5,464.14,3,7,13,124.92000000000006,108.49,2.4915000000000007
C1=CC=C(C=C1)Cl,2.86,0.202,879.1,112.01,0,0,0,31.451999999999995,0.0,2.34
C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,1.57,0.138,0.0,225.1,2,4,3,65.45240000000003,66.49000000000001,1.965
C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,3.56,0.00674,633.0,228.08,1,3,3,63.66830000000004,46.53,2.7492000000000014
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2C(=O)O,2.93,0.0352,0.0,256.07,1,3,4,68.96280000000003,63.60000000000001,2.7418000000000005
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,3.11,3.35e-08,841.0,228.08,1,3,3,63.66830000000004,46.53,2.7492000000000014
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.13,0.04368,8.288,198.08,0,2,3,60.818000000000026,32.67,3.5061000000000018
C1=CC=C(C=C1)N/N=C/2\C(=O)C=CC3=CC=CC=C32,3.87,0.00277,0.0,248.09,1,3,2,77.08470000000003,41.46,3.098700000000001
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,3.41,0.0171,15.7,197.1,1,3,2,61.47240000000002,50.74,3.6842000000000015
C1=CC=C(C=C1)N=NC2=CC=CC=C2,3.82,2.8e-06,73.7,182.08,0,2,2,57.06000000000003,24.72,4.102000000000002
C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,1.17,0.4273,1.871,221.04,1,4,1,59.256400000000006,60.91,1.4680999999999995
C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,2.96,0.7844,0.0,211.11,2,1,2,67.78910000000002,50.41,2.7448999999999995
C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2I,2.86,0.07513,21.4,322.98,1,1,2,73.55420000000002,29.1,3.5435000000000016
C1=CC=C(C=C1)NC(=O)CCl,1.63,0.401,38.9,169.03,1,1,2,45.79170000000002,29.1,1.8639
C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,3.2,0.02755,26.87,247.05,2,2,2,68.33040000000003,54.02,3.3790000000000004
C1=CC=C(C=C1)NC(=O)NC2=CN=NS2,1.77,0.02837,4.92,220.04,2,4,2,58.99240000000002,66.91,2.1820999999999997
C1=CC=C(C=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC3=CC=CC=C3)[N+](=O)[O-],4.6,0.0,109.1,369.08,2,5,6,100.07160000000002,101.34,4.139200000000002
C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,3.04,0.123,839.0,198.08,1,3,3,61.62170000000002,41.46,3.828100000000002
C1=CC=C(C=C1)NC2=CC=C(C=C2)O,2.82,0.0582,75.1,185.08,2,2,2,57.83150000000003,32.26,3.135800000000001
C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,4.2,0.006962,57.9,219.1,1,1,2,73.67270000000003,12.03,4.583400000000002
C1=CC=C(C=C1)NNC2=CC=CC=C2,2.94,1.97e-06,19.0,184.1,2,2,3,60.129400000000025,24.06,3.1256000000000004
C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,3.29,0.045,865.0,214.06,1,3,2,59.50730000000003,46.53,2.611400000000001
C1=CC=C(C=C1)OC2=C3C=CC=CN3C(=O)C(=C2)C(=O)NC4=NNN=N4,0.63,0.0191,0.0,348.1,2,7,4,92.31390000000002,114.27,1.8571999999999995
C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O,3.91,0.00716,0.0,214.06,1,2,3,59.91730000000002,46.53,3.177100000000001
C1=CC=C(C=C1)OCCO,1.16,0.2957,17.89,138.07,1,2,3,39.02280000000001,29.46,1.0576999999999996
C1=CC=C(C=C1)OCCOC2=CC=CC=C2,3.81,0.0,18.51,214.1,0,2,5,63.87400000000004,18.46,3.144400000000001
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,4.59,0.002852,26.44,326.07,0,4,6,88.81650000000003,44.760000000000005,5.331500000000003
C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,2.84,0.101,0.0,278.09,0,1,3,85.83450000000005,17.07,3.3260000000000014
C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,5.41,,5.37,481.04,1,3,5,89.47760000000004,57.61,4.756400000000002
C1=CC=C2C(=C1)C(=NC3=CC=CC=C3S2)N,,,7.94,226.06,1,3,0,67.39140000000002,38.38,3.188200000000001
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,3.31,0.0305,30.8,223.06,1,3,0,64.16140000000001,60.16,2.0442
