,Unnamed: 0,SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
678,4912,CC[C@@H](CNS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.03,,17.0,582.17,2,4,9,150.96329999999972,103.78000000000002,6.028100000000005
679,4913,CC[C@@H](CNS(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.39,,14.0,566.14,2,4,10,144.2322999999998,103.78000000000002,5.392000000000004
680,4914,CC[C@@H](CNS(C)(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,4.86,,11.0,540.13,2,4,9,137.1342999999999,103.78000000000002,4.859400000000005
681,4917,CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.52,,11.0,567.16,1,4,8,147.82759999999976,91.75,6.523500000000007
682,4918,CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.47,,1.9,555.12,1,5,8,139.97659999999985,100.98000000000002,5.469800000000005
683,4919,CC[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.13,,11.0,553.15,1,4,9,143.21059999999983,91.75,6.133400000000006
684,4920,CC[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.08,,2.1,541.11,1,5,9,135.35959999999992,100.98000000000002,5.079700000000004
685,4921,CC[C@@H](CS(=O)(=O)C1CCCC1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.61,,12.0,567.12,1,5,9,142.47959999999986,100.98000000000002,5.6139000000000046
686,4922,CC[C@@H](CS(=O)(=O)c1ccccc1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.73,,10.0,575.09,1,5,9,144.93159999999978,100.98000000000002,5.730400000000006
687,4923,CC[C@@H](CS(=O)(=O)C1COC1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,4.07,,6.6,555.09,1,6,9,134.83059999999992,110.21,4.070100000000003
688,4924,CC[C@@H](CS(=O)(=O)CC(C)(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.72,,8.6,569.14,1,5,9,144.54559999999984,100.98000000000002,5.717400000000006
689,4925,CC[C@@H](CS(=O)(=O)N(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,4.15,,19.0,542.1,1,5,9,133.91059999999993,104.22,4.147900000000004
690,4926,CC[C@@H](CS(C)(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.35,,9.2,525.11,1,4,8,133.99859999999995,91.75,5.3548000000000044
691,4940,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,3.06,0.5653,4.04,733.46,5,14,7,186.2579999999995,193.91,1.785600000000004
692,4953,CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,4.54,0.019,0.3,565.1,1,5,3,122.91430000000004,89.53999999999999,4.541700000000004
693,4966,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,3.07,0.0369,9.89,312.21,1,2,1,90.49280000000005,37.3,3.882600000000004
694,4983,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,4.26,0.01429,0.0,404.26,1,5,6,110.83780000000009,72.83000000000001,4.195500000000004
695,4985,CC[C@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)[C@H](C)O.OS(=O)(=O)O,-0.819,264.12,0.66,1266.73,20,20,29,319.6627000000001,565.2599999999999,-6.094199999999965
696,4987,CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O,4.27,0.00772,14.0,270.16,2,2,5,82.27760000000005,40.46,4.785200000000004
697,4990,CC[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,,,5.16,397.08,3,8,7,100.32890000000002,96.95,3.421800000000001
698,4991,CC[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3,,,10.0,362.09,3,7,7,98.8262,90.9,2.854700000000001
699,5023,CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(CC)CC)C3=CC=C(C=C3)N(CC)CC)C4=CC=CC=C14.[Cl-],6.55,1.56e-08,3.21,513.29,1,2,9,157.11669999999967,20.450000000000003,2.8015000000000017
700,5030,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,3.42,0.069,2.0,356.09,1,2,4,97.89220000000006,54.370000000000005,4.365500000000003
701,5041,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,0.25,0.62,3.0,233.04,1,4,1,49.673600000000015,91.75,-0.7949999999999999
702,5046,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,0.87,0.85,3.0,365.1,4,6,4,90.69370000000004,132.95999999999998,0.0236999999999995
703,5062,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,3.11,0.167,0.0,317.06,1,4,2,68.1951,92.55,2.4484000000000004
704,5069,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,3.1,0.5936,18.34,285.0,0,3,2,69.03100000000002,46.61,3.4213000000000022
705,5070,CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,4.65,0.0097,16.4,374.13,1,5,5,103.70170000000002,67.87,4.700000000000004
706,5073,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,1.98,0.53,0.0,236.12,1,3,1,60.96670000000002,66.48,1.2012999999999998
707,5075,CC1(C(=O)NC(=O)N1CO)C,-0.02,0.921,13.1,158.07,2,3,1,36.5425,69.64,-0.7334
708,5079,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,5.7,0.00458,19.7,349.17,0,4,5,98.45600000000005,59.32000000000001,5.268980000000004
709,5128,CC1(CC1)CCCC2=CC(=O)OC3=C2C(=O)NC(=O)N3,1.31,,3.0,276.11,2,4,4,74.00440000000002,95.93,1.2923999999999998
710,5130,CC1(CC2=C(O1)C(=CC=C2)O)C,2.08,0.364,0.0,164.08,1,2,0,46.51780000000003,29.46,2.1057
711,5131,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.97,0.4213,0.0,221.11,1,3,1,59.93670000000004,47.56,2.1183
712,5132,CC1(CCC(=CC2=CC=C(C=C2)Cl)C1(CN3C=NC=N3)O)C,3.29,0.1373,6.118,317.13,1,4,3,87.41580000000005,50.94,3.566200000000002
713,5142,CC1(CCC(CC1)OC2=C(C=C(C(=C2)OC)CNC(=O)[C@@H]3CCCN3)F)C,3.48,,3.151,378.23,2,4,6,102.48840000000008,59.59,3.5501000000000023
714,5146,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,3.51,0.05719,35.27,301.06,2,2,2,77.94850000000002,49.33,4.607900000000003
715,5150,CC1(CN=C(NC1)NN=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F)C,2.31,1.37e-08,4.38,494.19,2,4,5,125.61240000000002,48.78,6.381800000000005
716,5153,CC1(COC1)COC2=C(C=CC(=C2)C3=CC=CC4=C3OC(=CC4=O)N5CCOCC5)NC(=O)CN6CCOCC6,,,95.5,549.25,1,9,8,151.2616999999998,102.71,2.9826000000000006
717,5155,CC1(CON(C1=O)CC2=CC=CC=C2Cl)C,2.5,0.1734,3.038,239.07,0,2,2,61.73500000000004,29.54,2.640000000000001
718,5165,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,1.7,0.1971,21.66,223.08,1,4,1,56.86070000000003,56.790000000000006,1.9121
719,5181,CC1=C([C@H](C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,,,125.89,371.15,1,8,4,96.32470000000004,103.55,2.582200000000001
720,5188,CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F,6.5,0.0,24.81,418.06,0,2,4,81.55900000000003,26.3,5.551820000000003
721,5189,CC1=C(C(=C(C=C1)C)O)C,2.67,0.0908,106.0,136.09,1,1,0,42.31780000000001,20.23,2.3174600000000005
722,5191,CC1=C(C(=C(C=C1/C(=C\2/C=C(C(=O)C(=C2C)Br)Br)/C3=CC=CC=C3S(=O)(=O)[O-])Br)O)Br.[Na+],1.581,0.00511,0.0,715.71,1,5,3,132.31499999999997,94.5,3.4660200000000034
723,5198,CC1=C(C(=CC=C1)[N+](=O)[O-])C,2.83,3.21e-08,523.0,151.06,0,2,1,42.57040000000003,43.14,2.21164
724,5202,CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,3.56,0.3292,14.47,492.1,2,10,7,107.56270000000004,152.71,1.4841199999999997
725,5206,CC1=C(C(=CC=C1)C)N,1.84,0.4311,8.96,121.09,1,1,0,40.32840000000001,26.02,1.88564
726,5225,CC1=C(C(=CC=C1)C)O,2.36,0.2086,20.52,122.07,1,1,0,37.5808,20.23,2.00904
727,5233,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,2.07,0.005454,7.51,323.05,2,5,5,84.60050000000003,75.11,3.6671400000000016
728,5235,CC1=C(C(=CC=C1)O)C,2.48,,40.7,122.07,1,1,0,37.5808,20.23,2.00904
729,5245,CC1=C(C(=NN1)C)CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)CC(C)C)C(=O)N4C[C@@H](CO4)O,0.47,,1.0,461.17,2,9,5,120.02700000000006,122.45,1.0967399999999998
730,5246,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)[C@H](C)C5=CC=CC=N5)OC,,,3.24,415.16,1,7,4,117.4327,98.83,4.162540000000004
731,5247,CC1=C(C(=NO1)C)C2=CC=C(C=C2)CNS(=O)(=O)C3=C(ON=C3C)C,,,19.05,361.11,1,6,5,91.41550000000004,98.23,3.041780000000001
732,5267,CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl,1.89,0.1029,2.272,216.07,1,3,0,56.06570000000002,54.86,1.2534199999999995
733,5273,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,1.0,1.0,4.1,231.14,0,4,2,70.07400000000004,30.17,1.55042
734,5281,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,3.98,0.1,10.9,410.21,0,6,4,112.25800000000004,64.16,3.5904200000000026
735,5287,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C,2.39,0.013,2160.0,385.13,1,8,5,97.55610000000004,131.56,2.4578800000000003
736,5290,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,4.28,0.04,18.0,371.15,1,8,4,96.32470000000004,103.55,2.582200000000001
737,5291,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,2.53,0.044,23.36,346.12,1,7,4,88.40510000000003,107.77,2.1756
738,5295,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,3.26,0.003,0.0,388.16,1,7,6,102.18610000000004,107.77,3.2018000000000013
739,5297,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,3.82,0.084,402.0,479.21,1,8,9,130.1241,111.01,3.677800000000003
740,5319,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],1.98,0.09602,0.0,182.03,0,4,2,44.487800000000014,86.28,1.8114200000000005
741,5320,CC1=C(C=C(C=C1)[N+](=O)[O-])C,2.91,,454.0,151.06,0,2,1,42.57040000000003,43.14,2.21164
742,5322,CC1=C(C=C(C=C1)[N+](=O)[O-])N,1.87,,22.4,152.06,1,3,1,42.24580000000002,69.16,1.4854200000000002
743,5327,CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,3.41,,3.0,476.05,1,4,5,113.29320000000004,60.33,4.433640000000003
744,5339,CC1=C(C=C(C=C1)N)Cl,1.93,0.145,65.3,141.03,1,1,0,40.60140000000001,26.02,2.23062
745,5340,CC1=C(C=C(C=C1)N)N,0.14,,0.0,122.08,2,2,0,40.0038,52.04,1.15942
746,5341,CC1=C(C=C(C=C1)N)O,0.77,0.604,16.0,123.07,2,2,0,37.2562,46.25,1.2828199999999996
747,5348,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NCC4=C5C(=CC=C4)C(=NC=N5)NC,,,41.69,455.2,3,7,6,132.9756,97.4,4.615520000000003
748,5352,CC1=C(C=C(C=C1)OC)NC2=NC=C3C=CN(C3=N2)C4=CC=CC=N4,,,102.33,331.14,1,6,4,97.6737,64.86,3.876120000000002
749,5354,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C,3.03,,3.8,383.2,2,3,5,106.64440000000006,71.09,3.864220000000002
750,5361,CC1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C)O,3.87,,191.0,256.15,2,2,2,77.81560000000003,40.46,4.040540000000004
751,5371,CC1=C(C=CC(=C1)F)N2C(=CC(=N2)C(F)(F)F)C3=CC4=C(C=C3)OCC(=O)N4,,,10.72,391.09,1,4,2,92.82170000000002,56.150000000000006,4.336520000000002
752,5377,CC1=C(C=CC(=C1)O)Cl,3.09,0.0723,0.0,142.02,1,1,0,37.85380000000001,20.23,2.3540200000000007
753,5386,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],3.3,0.0,10.02,277.02,0,6,5,66.76440000000002,70.83,2.7993200000000016
754,5387,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,4.09,0.0,87.2,278.02,0,5,5,71.89100000000003,27.69,3.6130200000000015
755,5391,CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],2.1,0.131,34.64,182.03,0,4,2,44.487800000000014,86.28,1.8114200000000005
756,5394,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@H]3[C@H](C3(C)C)/C=C(/C(F)(F)F)\Cl,6.19,0.0,0.0,422.13,0,2,5,107.16300000000004,26.3,6.6624200000000044
757,5400,CC1=C(C=CC=C1Cl)S(=O)(=O)N2CCC[C@@H](C2)C(=O)NC3CCCCC3,,,18.62,398.14,1,3,4,102.68750000000006,66.48,3.498020000000002
758,5414,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,3.14,,3.0,270.06,1,3,2,60.63720000000001,55.13,3.254120000000001
759,5419,CC1=C(C2=C(C=CC=C2N1CC(=O)O)NS(=O)(=O)C)SC3=CC=C(C=C3)Cl,,,4.76,424.03,2,5,6,108.3523,88.4,4.210420000000002
760,5422,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,4.36,0.000941,21.85,441.16,2,6,5,120.23050000000003,84.86,4.374260000000003
761,5423,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,4.27,0.0103,9.35,357.08,1,4,4,95.74730000000004,68.53,3.9273200000000026
762,5426,CC1=C(C2=C(N1C3=C4C=CC(=CC4=NC=C3)Cl)C=CC(=C2)OC)CC(=O)O,4.66,0.01,1.4,380.09,1,4,4,106.21480000000004,64.35000000000001,4.776220000000003
763,5428,CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3,4.81,,4.04,348.13,1,3,4,98.81780000000002,55.120000000000005,4.312420000000003
764,5429,CC1=C(C2=C(N1S(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,,,7.9,425.04,1,6,5,100.10840000000006,110.51,2.3564200000000004
765,5448,CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,1.7,0.1633,22.53,238.14,0,5,2,65.54400000000004,58.56000000000001,1.2198399999999998
766,5452,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=CC4=C3C=CN4CCC(=O)O,5.02,0.00409,3.4,390.16,1,5,8,110.06580000000008,77.49000000000001,4.700920000000004
767,5455,CC1=C(N=CN1)CSCCNC(=NC)NC#N,0.4,0.78,5.452,252.12,3,4,5,69.59710000000001,88.88999999999999,0.5973999999999998
768,5473,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,2.82,0.008,7.0,316.09,1,5,5,84.29430000000005,83.21,3.723200000000003
769,5483,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,2.7,,16.6,456.14,0,7,3,123.741,69.37,5.531360000000005
770,5484,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,2.14,0.175,24.41,235.07,1,3,2,66.18170000000003,38.33,2.620000000000001
771,5486,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC(=C)[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,3.33,0.0232,41.4,396.23,0,4,2,110.93400000000008,60.440000000000005,4.741400000000005
772,5495,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C(N=CN=C54)N,2.44,,10.96,397.17,1,8,3,115.6514,104.51,2.772739999999999
773,5496,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C5=NC=NC(=C5C(=N4)C6=CC(=C(C=C6)O)F)N,,,39.81,507.18,2,9,4,142.7101999999999,124.74,4.284440000000004
774,5502,CC1=C2C(=NC3=C(C=C(C=C3)[N+](=O)[O-])C(=N2)C4=CC=CC=C4Cl)NN1,3.17,0.0135,0.0,353.07,2,6,2,96.2538,91.92,3.468500000000001
775,5508,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,5.8,0.0,3.226,256.13,0,0,0,88.43400000000005,0.0,5.763040000000004
776,5512,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,3.45,0.02,14.79,320.13,2,5,6,82.84610000000004,93.06,2.7332200000000006
777,5518,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,6.25,2.14e-08,22.4,340.24,2,2,2,105.89360000000008,40.46,5.900440000000007
778,5527,CC1=CC(=C(C(=C1)C)O)C,2.73,0.109,163.0,136.09,1,1,0,42.31780000000002,20.23,2.31746
779,5533,CC1=CC(=C(C(=C1C(=O)OC)O)C)O,2.05,0.0335,268.0,196.07,2,4,1,50.585100000000025,66.76,1.50124
780,5545,CC1=CC(=C(C=C1)C(C)(C)C)O,3.34,0.0264,36.0,164.12,1,1,0,51.54380000000003,20.23,2.998120000000001
781,5548,CC1=CC(=C(C=C1)C)C,3.63,0.1556,9.32,120.09,0,0,0,40.65300000000001,0.0,2.611860000000001
782,5550,CC1=CC(=C(C=C1)C)O,2.33,,33.8,122.07,1,1,0,37.5808,20.23,2.00904
783,5551,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,4.43,0.03,52.18,250.16,1,2,6,72.06180000000005,46.53,3.573240000000002
784,5556,CC1=CC(=C(C=C1)N)N,0.66,,8.27,122.08,2,2,0,40.0038,52.04,1.1594199999999997
785,5558,CC1=CC(=C(C=C1)N/N=C/2\C(=O)C=CC3=CC=CC=C32)C,4.44,2.63e-08,0.0,276.13,1,3,2,86.55870000000003,41.46,3.7155400000000025
786,5560,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,5.5,3.02e-08,33.3,293.19,0,2,4,95.89900000000004,27.96,4.871880000000004
787,5573,CC1=CC(=C(C=C1)O)C(C)(C)C,3.43,0.0272,20.9,164.12,1,1,0,51.54380000000004,20.23,2.998120000000001
788,5579,CC1=CC(=C(C=C1)OC)N,1.74,0.4043,19.53,137.08,1,2,1,42.143400000000014,35.25,1.5858199999999998
789,5600,CC1=CC(=C(C=C1O)C)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C=C(C(=C4)C)O)C,4.03,0.0261,0.0,410.12,2,5,2,109.75640000000004,83.83,4.342280000000003
790,5602,CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)N/N=C\2/C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-].[Na+].[Na+],2.328,0.0137,0.0,496.0,1,10,5,104.3001,165.09,-4.768079999999997
791,5605,CC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O,2.46,0.5468,0.0,275.13,2,4,3,73.85600000000002,91.65,1.37932
792,5615,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C,3.7,0.06119,16.2,368.21,1,3,3,107.03570000000003,58.64,4.206160000000003
793,5625,CC1=CC(=CC(=C1C[C@@H](C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)[C@@H](C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N.Cl.Cl,1.82,,1.89,641.22,4,6,11,173.5512999999997,164.63000000000002,5.002640000000004
794,5626,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)[C@@H](CO4)CC(=O)O)C)OCCCS(=O)(=O)C,,,5.25,524.19,1,6,11,142.4375999999999,99.13,5.313640000000006
795,5632,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],2.13,0.002637,0.0,198.03,1,5,2,46.15260000000001,106.51000000000002,1.5170200000000005
796,5636,CC1=CC(=CC(=C1OC2=C3CCCC3=C(C=C2)O)C)NC(=O)C(=O)O,3.34,0.0126,0.0,341.13,3,4,3,92.38730000000004,95.86,3.3131400000000006
797,5640,CC1=CC(=CC=C1)[N+](=O)[O-],2.45,0.07728,16.82,137.05,0,2,1,37.83340000000002,43.14,1.90322
798,5646,CC1=CC(=CC=C1)C2=CC=C(C=C2)CNC(=O)CCCC3=NC4=C(C=CC=N4)C=C3,,,60.26,395.2,1,3,7,120.93770000000004,54.88,5.2443200000000045
799,5659,CC1=CC(=CC=C1)NC2=NC=NC3=C2C=C(C=C3)NC(=O)C=C,,,15.49,304.13,2,4,4,92.82640000000004,66.91,3.806320000000001
800,5666,CC1=CC(=CC2=C(C(=CN=C12)C(=O)N)NC3=CC(=CC=C3)OC)S(=O)(=O)C4=CC=CC(=C4)C(=O)N(C)C,3.54,0.243,20.05,518.16,2,7,7,141.18589999999983,131.69,3.9289200000000015
801,5676,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,1.1,0.06084,3.107,406.09,2,8,5,97.31070000000004,136.57999999999998,1.1594399999999998
802,5677,CC1=CC(=NC(=N1)NC2=CC=CC(=C2)C(F)(F)F)C,,,36.31,267.1,1,3,2,66.23270000000001,37.81,3.8558400000000015
803,5678,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,2.84,0.01673,43.89,199.11,1,3,2,61.23070000000003,37.81,2.837040000000001
804,5679,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,4.0,0.002141,37.77,225.13,1,3,3,68.46870000000003,37.81,3.4060200000000016
805,5680,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,0.19,0.175,0.0,278.08,2,5,3,73.16890000000002,97.97,1.47644
806,5686,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,3.6,,29.0,464.21,3,8,7,130.26810000000003,102.07,3.5032200000000016
807,5697,CC1=CC(=O)/C(=C(/C)\[O-])/C(=O)O1.[Na+],0.96,0.062,0.0,190.02,0,4,0,37.556,66.42999999999999,-3.3455999999999984
808,5706,CC1=CC(=O)CC(C1)(C)C,1.71,,18.7,138.1,0,1,0,41.77900000000002,17.07,2.3218000000000005
809,5712,CC1=CC(=O)NC(=S)N1,-0.53,,0.0,142.02,2,2,0,36.9844,48.65,0.74091
810,5724,CC1=CC=C(C=C1)[N+](=O)[O-],2.37,0.2659,19.32,137.05,0,2,1,37.83340000000002,43.14,1.90322
811,5731,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],2.8,0.0133,22.0,273.06,2,5,3,71.03750000000001,100.67,2.545420000000002
812,5732,CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,3.31,0.0188,118.0,196.09,0,1,2,61.05350000000004,17.07,3.226020000000002
813,5746,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,0.85,0.051,10.0,324.04,0,5,3,80.12980000000003,78.99000000000001,2.0381
814,5747,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,3.45,0.08,3.271,307.17,0,3,3,92.50000000000006,37.61000000000001,3.2488400000000013
815,5748,CC1=CC=C(C=C1)C2=CC(=CC=C2)C3=NNN=N3,,,52.48,236.11,1,3,2,69.78670000000002,54.46,2.8421200000000004
816,5749,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)C(=O)O)C(F)(F)F,,,10.72,346.09,1,3,3,85.69830000000006,55.120000000000005,4.564720000000002
817,5750,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)CC(=O)O)C(F)(F)F,,,4.79,360.11,1,3,4,90.07880000000006,55.120000000000005,4.493620000000002
