SMILES_rdkit_final,logP,Fup,Clint.invitro.,Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
C1CC(=O)NC1,-0.85,,,,85.05,1,1,0,22.2437,29.1
C1CC(=O)NC1=O,-0.67,,,,99.03,1,2,0,22.3837,46.17
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,5.52,0.01,,28.89447236,447.15,1,4,7,123.2367,44.81
C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,0.96,,,,240.1,1,4,2,67.4777,59.28
C1CC(=O)OC(=O)C1,-0.25,,,,114.03,0,3,0,24.95,43.37
C1CC(=O)OC1,-0.64,,,,86.04,0,2,0,20.193,26.3
C1CC(=O)OC1=O,-1.04,,,,100.02,0,3,0,20.333,43.37
C1CC(C(C(C1)(COC(=O)C2=CN=CC=C2)COC(=O)C3=CN=CC=C3)O)(COC(=O)C4=CN=CC=C4)COC(=O)C5=CN=CC=C5,3.1,,,,640.22,1,13,12,162.8018,176.99
C1CC(C(CC1C(CBr)Br)Br)Br,5.15,,,,423.77,0,0,2,69.28,0
C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br,5.92,,,,635.65,0,0,0,103.992,0
C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],0.1,1,,,371.04,2,2,2,42.1244,141.6
C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,3.98,,,,407.17,2,5,3,121.7021,89.07
C1CC(C1)(C2=CC=C(C=C2)C3=C(C=CC4=CC=NN43)C5=CC=CC=C5)N,,,10.23,,339.17,1,3,3,105.7804,43.32
C1CC(C1)(C2=CC=C(C=C2)C3=C(C=CN4C3=NC=C4)C5=CC=CC=C5)N,,,9.12,,339.17,1,3,3,105.7804,43.32
C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC(=CC4=N3)C(=O)N)C5=CC=CC=C5)N,,,3.72,,382.18,2,4,4,114.2983,86.41
C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC=CC4=N3)C5=CC=CC=C5)N,5.01,,18.2,,339.17,1,3,3,105.7804,43.32
C1CC(C1)(C2=CC=C(C=C2)C3=NC=C4C=CC=NC4=C3C5=CC=CC=C5)N,,,19.5,,351.17,1,3,3,110.1264,51.8
C1CC(C1)(C2=CC=C(C=C2)C3=NC4=CC=CC=C4C=C3C5=CC=CC=C5)N,5.91,,13.49,,350.18,1,2,3,112.3314,38.91
C1CC(C1)(C2=CC=C(C=C2)C3=NN4C=CN=C4C=C3C5=CC=CC=C5)N,4.4,,7.76,,340.17,1,4,3,103.5754,56.21
C1CC(C1)C(=O)C2=CC=CC=C2,2.77,,,,160.09,0,1,2,48.1135,17.07
C1CC(C1)C(=O)O,0.67,,,,100.05,1,1,1,24.9768,37.3
C1CC(C1)CN2CC[C@]34[C@@H]5[C@H](CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O,1.72,0.5,,2961.25,357.19,3,5,2,95.4144,73.16
C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O,1.63,,,,330.12,4,5,2,88.4648,133.74
C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O,2.94,,,,292.11,1,3,1,85.3718,50.44
C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl,0.72,,,,236.11,1,2,1,69.6737,24.39
C1CC(C2=CC=CC=C2C1)O,1.98,,,,148.09,1,1,0,44.3398,20.23
c1cc(-c2ccc3ncnc(N=c4cc[nH]cc4)c3c2)cc(N2CCOCC2)c1,4.27,0.012,,,383.17,1,5,3,114.0217,66.4
c1cc(-c2ccc3ncnc(N=c4cc[nH]cc4)c3c2)nc(N2CCOCC2)n1,3.06,0.03,,,385.17,1,7,3,109.6117,92.18
c1cc(-c2ccc3ncnc(N=c4cccn[nH]4)c3c2)cc(N2CCOCC2)c1,3.67,0.017,,,384.17,1,6,3,111.8167,79.29
c1cc(-c2ccc3ncnc(N=c4cncc[nH]4)c3c2)cc(N2CCOCC2)c1,3.67,0.032,,,384.17,1,6,3,111.8167,79.29
C1CC(CC=C1)C=O,0.88,,,,110.07,0,1,1,32.545,17.07
C1CC(CC=C1)C2=CC=CC=C2,4.36,,,,158.11,0,0,1,52.174,0
C1CC(CC=C1)CO,1.26,,,,112.09,1,1,1,33.5668,20.23
C1CC(CCC1=O)(C#N)C2=CC=C(C=C2)F,2.65,,,,217.09,0,2,1,57.166,40.86
C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,5.11,0.001,,51.96023912,366.1,1,3,2,101.4793,54.37
C1CC(CCC1CN)C(=O)O,-2.11,0.97,,0.626726573,157.11,2,2,2,42.1382,63.32
C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O.Cl,2.71,,,,341.14,2,4,6,89.7842,89.62
C1CC(CCC1COCC2CO2)COCC3CO3,1.88,,,,256.17,0,4,8,66.566,43.52
C1CC(CCC1NC2=NC=NC3=C2C=NN3)OC[C@@H](C4=CC=CC=C4F)F,2.61,,,,373.17,2,5,6,97.5514,75.72
C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O.Cl,3.64,,,,411.96,3,3,3,88.6049,58.28
C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.O.[Na+].[Na+].[Na+].[Gd+3],None,0.15,,0.254820184,976.11,0,17,23,167.4533,300.46
c1cc(N2CCOCC2)nc(-c2ccc3ncnc(N=c4cc[nH]cc4)c3c2)n1,3.06,0.03,,,385.17,1,7,3,109.6117,92.18
C1CC(NC1)C(=O)O,-2.54,,,,115.06,2,2,1,28.6605,49.33
C1CC(OC1)N2C=C(C(=O)NC2=O)F.C1=CNC(=O)NC1=O,0.024,0.48,,1.242234212,312.09,3,6,1,73.1871,129.81
C1CC[C@@H]2[C@@H](C1)CCCN2S(=O)(=O)C3=CC4=C(C=C3)NCCC4,3.99391,,,,334.17,1,3,2,92.1245,49.41
C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],0.55,0.13,,,397.06,2,2,0,49.959,122.2
C1CC[C@H]([C@@H](C1)C(=O)NC2(CC2)C#N)C(=O)N3CCN(CC3)C4=NC5=C(S4)C=NC=C5,,,4.9,,438.18,1,7,4,117.3767,102.22
C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,4.56,0.01,,,492.26,0,6,5,138.252,56.75
C1CC[C@H]2CN(C[C@H]2C1)C(=O)C[C@H](CC3=CC=CC=C3)C(=O)[O-].C1CC[C@H]2CN(C[C@H]2C1)C(=O)C[C@H](CC3=CC=CC=C3)C(=O)[O-].O.O.[Ca+2],3.13,,,,704.33,0,6,10,183.5576,183.88
C1CC=CC(=O)C1,0.61,,,,96.06,0,1,0,27.998,17.07
C1CC=CC1,2.63,,,,68.06,0,0,0,22.991,0
C1CC=COC1,0.69,,,,84.06,0,1,0,24.326,9.23
C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O,2.68,0.984,0.3364,,273,2,2,3,64.3945,66.4
C1CC1(C(CC2=CC=CC=C2Cl)(CN3C(=S)N=CN3)O)Cl,2.12,,,,343.03,2,4,5,85.3355,53.84
C1CC1(C(CC2=CC=CC=C2Cl)(CN3C=NC=N3)O)Cl,3.08,,,,311.06,1,4,5,77.9458,50.94
C1CC1(C2=CC(=C(C=C2)C3=CC(=C(C=C3)Cl)Cl)F)C(=O)O,4.76,,38.9,,324.01,1,1,3,80.4038,37.3
C1CC1[C@@]2(C3=C(C=CC(=C3)Cl)NC(=O)N2)C#CC4=CC=CC=N4,3.13,1,0,,323.08,2,2,1,89.1234,54.02
C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,3.87,0.0254,8.51,,315.03,1,2,0,69.7887,38.33
C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,1.96,0.18,,2.205170868,434.18,1,4,4,116.7772,86.37
C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl,3.73,,,,229.01,1,1,2,57.8157,29.1
C1CC1C(C2CC2)NC3=NCCO3,0.65,0.9,,,180.13,1,3,3,50.6257,33.62
C1CC1C=O,0.6,,,,70.04,0,1,1,18.788,17.07
C1CC1C2=C(C=NN2C3=CC=CC4=C3C=CC=N4)C(=O)N=C(N)N,1.85,0.34,,,320.14,2,4,3,90.9803,112.18
C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)NC5=C(C=C(C=C5)C(=O)O)Cl,4.44,0.005,2.221,,556,2,6,7,136.305,97.11
C1CC1C2=CC=CC=C2OCC3=NCCN3,1.96,,,,216.13,1,3,4,64.2167,33.62
C1CC1CN[C@@H](C2=CC(=C(C=C2)F)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)C5=CC=CC(=C5)C#N,5.58,0.01,,,562.21,3,6,9,144.5373,108.76
C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,3.73,,,,324.1,0,2,3,93.477,32.67
C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,1.92,0.79,17.91,1874.208861,341.16,2,5,2,89.7976,70
C1CC1CN2CC[C@]34CC(=O)CC[C@]3([C@H]2CC5=C4C(=C(C=C5)C(=O)N)O)O,0.29,0.72,,8.50672253,370.19,3,5,3,98.5165,103.86
C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,3.47,0.01,,89.21644686,402.03,1,4,7,93.5032,60.45
C1CC1COC2=C(C=CC(=C2)C3=CC=CC4=C3OC(=CC4=O)N5CCOCC5)NC(=O)CN6CCOCC6,,,95.5,,519.24,1,8,8,145.0597,93.48
C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl,4.06,,13.83,,477.98,2,3,6,99.9519,50.36
C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)C#N)N4C[C@H]5[C@H](C4)OCCN5)F)C(=O)O,1.19,0.75,,,398.14,2,7,3,101.855,107.59
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)Cl)F)C(=O)O,2.99,,,,281.03,1,3,2,68.4063,59.3
C1CC1N2C3=C(C=NC=C3)N(C2=O)CC4=NC5=CC=CC=C5N4CCCO,2.22,,15.75,,363.17,1,7,6,102.8018,77.87
C1CC1N2CC3(CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C5=CC6=C(C=CC=N6)C=C5)OCC2=O,,,9.12,,477.17,0,5,4,128.5898,79.81
C1CC1N2CCC(CC2)NC(=O)C3=NC4=C(N3CC5=NOC(=C5)C6=CC=C(S6)Cl)C=CC(=C4)C(=O)[O-].[Na+],3.76,,,,547.11,1,9,7,133.0747,116.32
C1CC1NC(=O)/C=C/C2=CC(=CC=C2)F,2.35,,,,205.09,1,1,3,56.5987,29.1
C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@H]4C[C@@H](C=C4)CO,1.51,0.5,,24.26948052,286.15,3,7,4,79.7499,101.88
C1CC1NC2=NC(=NC(=N2)N)N,0.8,0.9352,0,,166.1,3,6,2,45.2965,102.74
C1CC2=C(C[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O,3.12,0.032,3.81,,416.12,2,4,6,106.7253,88.4
C1CC2=C(C=C3C=CC4=C5C3=C2C=CC5=CC=C4)C(=O)C1,4.95,,,,270.1,0,1,0,87.4145,17.07
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,3.86,,,,310.12,1,2,0,91.2227,24.92
C1CC2=C(C=CC(=C2C1)Cl)O,2.77,,,,168.03,1,1,0,45.1418,20.23
C1CC2=C(C=CC=C2O)C(=O)C1,2.05,,,,162.07,1,2,0,45.3753,37.3
C1CC2=C(C1)C=C(C=C2)NC(C3=CC=CC=C3)C(=O)NC(=O)N,,,13.8,,309.15,3,3,4,88.9988,84.22
C1CC2=C(C1)C=C(C=C2)O,2.99,,,,134.07,1,1,0,40.1318,20.23
C1CC2=CC=C(C3=CC=CC1=C23)[N+](=O)[O-],3.85,,,,199.06,0,2,1,58.0104,43.14
C1CC2=CC=CC=C2C(=O)C1,2.41,,,,146.07,0,1,0,43.7105,17.07
C1CC2=CC=CC=C2C(=O)C3=CC=CC=C31,3.44,,,,208.09,0,1,0,63.7245,17.07
C1CC2=CC=CC=C2C(C3=CC=CC=C31)C(=O)N,3.26,,,,237.12,1,1,1,71.3294,43.09
C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O,3.37,,,,337.2,2,2,8,100.8585,49.33
C1CC2=CC=CC=C2C1,3.18,,,,118.08,0,0,0,38.467,0
C1CC2=CC=CC=C2NC3=CC=CC=C31,3.61,,,,195.1,1,1,0,63.5747,12.03
C1CC2=CC=CC=C2O[C@H]1CNCCCCN3C(=O)C4=CC=CC=C4S3(=O)=O,1.69,,,,400.15,1,5,7,105.947,75.71
C1CC2=CC=CC3=C2C1=CC=C3,3.92,0.04533,4.846,,154.08,0,0,0,51.356,0
C1CC2=CN=CN2[C@H]1C3=C(C=C(C=C3)C#N)F,2.11,0.6,,,227.09,0,3,1,59.802,41.61
C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,3.22,0.14,,0.172021779,680.24,6,6,4,205.7406,138.28
C1CC2C(C(C1O2)C(=O)O)C(=O)O,1.91,0.867,0,,186.05,2,3,2,40.1466,83.83
C1CC2C(C1)C3CC2CC3(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,5.79,,,,320.18,2,2,2,94.0386,40.46
C1CC2C(C1)C3CC2CC3=O,2.5,,,,150.1,0,1,0,42.052,17.07
C1CC2C(O2)CC1C3CO3,0.44,,136,,140.08,0,2,1,35.742,25.06
C1CC2C(O2)CC1COC(=O)C3CCC4C(C3)O4,1.8,,,,252.14,0,4,3,62.963,51.36
C1CC2C[C@H]1[C@H]3[C@@H]2CN(C3)NC(=O)C4=CC(=C(C=C4)Cl)S(=O)(=O)N,0.53,,,,369.09,2,4,3,89.6754,92.5
C1CC2C3CC(C2C1CO)CC3CO,1.51,,,,196.15,2,2,2,53.5796,40.46
C1CC2CC(CC1N2C3=NC=CC=N3)NCC(=O)N4CC(C[C@H]4C#N)(F)F,1.16,0.702,,,376.18,1,6,4,93.0237,85.15
C1CC2CN(CCN2C1)CCC(=O)N3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl,3.54,,,,413.13,0,4,3,114.815,26.79
C1CC2CN(CCN2C1)CCCC(=O)C3=CC=C(C=C3)F,2.8,,,,290.18,0,3,5,80.9995,23.55
C1CCC(=NO)C1,0.93,,,,99.07,1,2,0,27.6895,32.59
C1CCC(=NO)CC1,0.84,,,,113.08,1,2,0,32.3065,32.59
C1CCC(=O)C(C1)Cl,1.67,,,,132.03,0,1,0,33.116,17.07
C1CCC(=O)C1,0.38,,,,84.06,0,1,0,23.475,17.07
C1CCC(=O)CC1,0.81,,,,98.07,0,1,0,28.092,17.07
C1CCC(=O)N(CC1)SSN2CCCCCC2=O,1.7,,,,288.1,0,4,3,75.544,40.62
C1CCC(=O)NCC1,-1.19,0.761,0,,113.08,1,1,0,31.4777,29.1
C1CCC(=O)OCC1,0.31,,,,114.07,0,2,0,29.427,26.3
C1CCC(C(C1)C(=O)OCC2CO2)C(=O)OCC3CO3,1.06,,,,284.13,0,6,6,66.846,77.66
C1CCC(C(C1)C2=CC=CC=C2)O,2.86,,,,176.12,1,1,1,53.6578,20.23
C1CCC(C1)(C(=O)NO)N(CCC(=O)O)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,3.83,,,,466.12,3,6,9,110.1888,133.24
C1CCC(C1)(C2=CC3=C(C=C2)[C@@H]([C@H](CO3)CC4=CC=C(C=C4)C5=CC=CC=C5)O)C(=O)O,5.81,,,,428.2,2,3,5,123.7506,66.76
C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,2.48,0.03,,61.24530618,306.16,1,5,4,86.3347,83.18
C1CCC(C1)C2=C(C=CC(=C2)Cl)O,3.83,,,,196.07,1,1,1,54.3258,20.23
C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,1.27,,,,379.04,3,5,3,87.1324,118.36
C1CCC(C1)CCCCCCCCCCCCC(=O)NC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)NC(=O)CCCCCCCCCCCCC4CCCC4,7.31,,,,776.55,2,4,30,230.3192,92.34
C1CCC(C1)N(CC2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3,4.82,,,,328.13,1,1,4,94.7117,32.34
C1CCC(C1)N2C3=C(C=C(C2=N)S(=O)(=O)C4=CC=C(C=C4)Cl)C(=O)N5C=CC=CC5=N3,,,35.48,,454.09,1,7,3,117.2215,97.29
C1CCC(C1)O,0.89,,,,86.07,1,1,0,24.4748,20.23
C1CCC(C1)S,2.1,,,,102.05,1,1,0,31.242,0
c1ccc(CC[C@@H]2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,3.4,0.061,,,321.18,1,3,5,95.8737,41.15
C1CCC(CC1)(C#N)N,0.08,,,,124.1,1,2,0,35.6164,49.81
C1CCC(CC1)(C#N)N=NC2(CCCCC2)C#N,3.53,,,,244.17,0,4,2,67.714,72.3
C1CCC(CC1)(C#N)N2CCCCC2,2.34,,,,192.16,0,2,1,56.853,27.03
C1CCC(CC1)(C#N)O,0.04,,,,125.08,1,2,0,33.6478,44.02
C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,2.81,,,,204.12,1,2,2,58.8073,37.3
C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4.08,,,,268.15,2,2,2,80.0786,40.46
C1CCC(CC1)(C2=CC=CC=C2)N.Cl,2.54,,,,211.11,1,1,1,62.6404,26.02
C1CCC(CC1)(C2=CC=CC=C2)N3CCCC3,4.83,,,,229.18,0,1,2,72.012,3.24
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,4.69,0.35,,,243.2,0,1,2,76.629,3.24
C1CCC(CC1)(C2=CC=CS2)N3CCCCC3,4.82,,,,249.16,0,2,2,74.506,3.24
C1CCC(CC1)(CC(=O)O)CN,-1.1,0.97,,0.662981552,171.13,2,2,3,46.8252,63.32
C1CCC(CC1)(CC2=NC(=O)ON2)CN.Cl,2.33,,,,247.11,2,4,3,62.6481,84.91
C1CCC(CC1)(CN)C2=CC=CS2,2.54,,1.069,,195.11,1,2,2,58.1364,26.02
C1CCC(CC1)[C@@H](/C=C/[C@H]2[C@@H](C[C@H]3[C@@H]2C/C(=C/C4=CC(=CC=C4)C(=O)O)/O3)O)O.[Na+],3.81,,,,421.2,3,4,5,110.1939,86.99
C1CCC(CC1)[C@H](C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)C(=N)N)NCC(=O)O,0.98,0.93,,0.781071265,429.24,5,5,9,115.4243,148.61
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCCN3C(=O)C2,1.67,,,,326.2,0,2,1,92.372,40.62
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,1.74,,17.38,,312.18,0,2,1,87.755,40.62
C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,7.78,,,,393.29,3,3,6,111.3103,86.63
C1CCC(CC1)C[C@H](C(=O)N2CCCC[C@H]2C(=O)NCCCN=C(N)N)NCC(=O)O,-0.1,0.76,,,438.3,5,5,11,118.274,163.14
C1CCC(CC1)C2(CCN(CC2)C(=O)[C@@H](CC3=CC=C(C=C3)Cl)NC(=O)[C@H]4CC5=CC=CC=C5CN4)CN6C=NC=N6,4.56,,27.54,,588.3,2,6,8,162.7044,92.15
C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O,4.12,,,,266.09,1,5,3,67.2416,106.51
C1CCC(CC1)C2=C(C=CC(=C2)C3(CCCCC3)C4=CC(=C(C=C4)O)C5CCCCC5)O,7.82,,,,432.3,2,2,4,131.7306,40.46
C1CCC(CC1)C2CCC(=O)CC2,3.67,,,,180.15,0,1,1,53.54,17.07
C1CCC(CC1)C2CCC(CC2)O,3.76,,,,182.17,1,1,1,54.5398,20.23
C1CCC(CC1)C2CCCCC2,5.65,,,,166.17,0,0,1,53.15,0
C1CCC(CC1)C2CCCCC2=O,3.6,,,,180.15,0,1,1,53.54,17.07
C1CCC(CC1)CCC[C@H](CC(=O)NO)C2=NC(=NO2)C(=O)N,0.58,,14.91,,324.18,3,6,8,80.5291,131.34
C1CCC(CC1)N(C2CCCCC2)SC3=NC4=CC=CC=C4S3,4.8,,,,346.15,0,4,4,101.062,16.13
C1CCC(CC1)N.C1CCC(CC1)N.C([C@H](COP(=O)(O)O)O)O,-2.64,,,,370.22,6,6,4,93.2095,159.26
C1CCC(CC1)N=C=NC2CCCCC2,3.99,,,,206.18,0,2,2,63.609,24.72
C1CCC(CC1)N=C=O,1.3,,,,125.08,0,2,1,34.9945,29.43
C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,3.92,,,,369.22,1,6,7,101.7647,81.93
C1CCC(CC1)N2C(=O)C3=C(CCC3)NC2=O,2.2332,,,,234.14,1,3,1,65.4697,54.86
C1CCC(CC1)N2CC3=CC(=C(C=C3C2=O)S(=O)(=O)N)Cl,2.03,,,,328.06,1,3,2,79.5717,80.47
C1CCC(CC1)N2CCCC2=O,2.96,,,,167.13,0,1,1,47.82,20.31
C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,4.17,0.04,,15.49030172,648.15,2,9,7,170.869,101.9
C1CCC(CC1)NC(=O)CN2CCNCC2,0.84,,,,225.18,2,3,3,64.3254,44.37
C1CCC(CC1)NC(=O)N(CCCl)N=O,2.83,,,,233.09,1,3,4,58.6257,61.77
C1CCC(CC1)NSC2=NC3=CC=CC=C3S2,4.01,,,,264.08,1,4,3,75.4857,24.92
C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)O,2.54453,,,,248.1,1,3,3,65.6898,63.6
C1CCC(CC1)OC(=O)CC(C(=O)OC2CCCCC2)S(=O)(=O)[O-].[Na+],2.63,,,,384.12,0,7,6,84.0322,109.8
C1CCC(CC1)SN2C(=O)C3=CC=CC=C3C2=O,3.66,,,,261.08,0,3,2,71.406,37.38
c1ccc(CCc2nn[nH]n2)cc1,0.98,0.0112,,,174.09,1,3,3,48.0277,54.46
c1ccc(N=c2[nH]c3c(s2)CCc2n[nH]cc2-3)nc1,2.77,0.008,,,269.07,2,4,1,73.1194,69.72
c1ccc(N=c2[nH]c3c(s2)CCCc2n[nH]cc2-3)nc1,3.16,0.006,,,283.09,2,4,1,77.7364,69.72
c1ccc(OC[C@@H]2CN(Cc3ccc4[nH]ccc4c3)CCO2)cc1,3.45,0.035,,,322.17,1,3,5,95.2527,37.49
c1ccc(OC[C@@H]2CN(Cc3cn4ccccc4n3)CCO2)cc1,2.61,0.057,,,323.16,0,5,5,92.146,39
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.63,0.05,7.66,,385.25,0,6,6,106.774,69.64
C1CCC2(C1)CC(=O)NC(=O)C2,1.02,,,,167.09,1,2,0,43.2847,46.17
C1CCC2(CC1)N(CCO2)C(=O)C(Cl)Cl,3.4,,,,251.05,0,2,1,58.975,29.54
C1CCC2(CC1)OCC(O2)CN=C(N)N.C1CCC2(CC1)OCC(O2)CN=C(N)N.OS(=O)(=O)O,-1.37,,,,524.26,6,8,4,128.813,240.32
C1CCC2=C(C1)C(=C3CCCC3=N2)N.O.Cl,1.9,,,,242.12,1,2,0,68.1782,70.41
C1CCC2=CC=CC=C2C1,3.49,,,,132.09,0,0,0,43.084,0
C1CCC2=NC=CN=C2C1,1.33,,,,134.08,0,2,0,38.674,25.78
C1CCC2=NC3=C(CN2CC1)C(=CC(=C3)Cl)Cl.Cl,3.55,,,,304.03,0,2,0,79.683,15.6
C1CCC2=NN=NN2CC1,0.14,,,,138.09,0,4,0,35.372,43.6
C1CCC2C(C1)C(=O)OC2=O,0.99,,,,154.06,0,3,0,36.547,43.37
C1CCC2C(C1)O2,1.2609,,,,98.07,0,1,0,27.129,12.53
c1ccc2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncc2c1,2.5,0.2485,,,308.16,1,5,1,90.6477,49.75
C1CCCC(CC1)CC(=O)NC2=CC=CC3=C2C=CN(C3=O)[C@H]4CCNC4,,,3.4,,367.23,2,4,4,109.1704,63.13
C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O,-0.37,0.9,,,287.07,5,3,4,62.5019,127.09
C1CCCCCC(=O)CCCC=CCCCC1,6,,,,236.21,0,1,0,74.168,17.07
C1CCCCCC(=O)CCCCC1,4.1,,,,182.17,0,1,0,55.794,17.07
C1CCCCCC(=O)NCCCCC1,2.92,,,,197.18,1,1,0,59.1797,29.1
C1CCCCCC(=O)OCCOC(=O)CCCC1,3.44,,,,256.17,0,4,0,68.088,52.6
C1CCCCCC(=O)OCCOC(=O)CCCCC1,3.72,,,,270.18,0,4,0,72.705,52.6
C1CCCCCC(CCCCC1)O,4.53,,,,184.18,1,1,0,56.7938,20.23
C1CCCCCCCC(=O)CCCCCC1,5.97,,,,224.21,0,1,0,69.645,17.07
C1CCCCCCCC(=O)OCCCCCCC1,6,,,,254.22,0,2,0,75.597,26.3
C1CCCCCCCOC(=O)CCCCCC1,5.78,,,,240.21,0,2,0,70.98,26.3
C1CCCCCOCCCCOC(=O)CCCC1,3.24,,,,256.2,0,3,0,72.565,35.53
C1CCCN(CC1)CC2=CC=C(S2)C3=NC(=NO3)CCN4C(=O)C5=CC=CC=C5C4=O.C(=C/C(=O)O)\C(=O)O,-0.16,,,,552.17,2,9,8,141.2806,154.14
C1CCCN(CC1)N=O,0.92,,,,128.09,0,2,1,35.836,32.67
C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O.OS(=O)(=O)O,1.18,,,,394.12,6,6,3,88.5566,216.84
C1CCCN(CCC1)N=O,1.48,,,,142.11,0,2,1,40.453,32.67
C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,3.91,0.058,,,362.09,2,5,5,92.7375,109.93
C1CCN(C1)CC#CC(C2=CC=CC=C2)(C3=CC=CC=C3)O,2.96,,,,291.16,1,2,3,89.3328,23.47
C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl,3.17,,,,361.11,0,3,4,102.046,21.06
C1CCN(C1)CCCl,1.29,,,,133.07,0,1,2,36.394,3.24
