SMILES_rdkit_final,logP,Fup,Clint.invitro.[ml/min/10^6cell],Clint.invitro.[ml/min/kg],Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
Nc1nc(N)nc(-c2ccccc2)n1,1.36,0.343,1.18,3.002274,,187.09,2,5,1,54.0878,90.71,0.703
COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,4.64,0.01,,,106.8296671,572.2,1,7,6,145.7438,77.84,5.7074
CCN(CC)c1cccc(O)c1,2.57,,,,,165.12,1,2,3,51.6678,23.47,2.2384
CCN(CC)c1cccc(C)c1,2.46,,,,,163.14,0,1,3,54.74,3.24,2.84122
C=CCOCC(CO)(CO)CO,1.57,,,,,176.1,3,4,7,44.7064,69.92,-0.8477
Cc1ccc2ccccc2n1,2.59,,,,,143.07,0,1,0,46.48,12.89,2.54322
Cc1ccc2ncccc2c1,2.57,0.101,134,340.9362,,143.07,0,1,0,46.48,12.89,2.54322
Cc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1CCC3C,2.73,,,,,275.1,1,3,1,72.8943,59.3,2.65442
Cc1ccc2c(c1)CCCN2,2.5,,,,,147.1,1,1,0,47.9897,12.03,2.35312
COC(=O)C1C(C)=NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,4.49,,,,,505.22,0,8,7,137.9854,111.34,4.4239
Nc1ccc2ccccc2c1,2.28,0.1099,18.5,47.06955,,143.07,1,1,0,48.3604,26.02,2.422
Clc1ccc2ccccc2c1,4.02,,,,,162.02,0,0,0,48.958,0,3.4932
Cc1ccc2ccccc2c1,3.86,,,,,142.08,0,0,0,48.685,0,3.14822
O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,0.73,,,,,537.98,4,9,5,123.1806,208.06,3.8541
O=C1Nc2ccccc2C1=O,0.83,,,,,147.03,1,2,0,39.4022,46.17,0.8214
COCCOC1C(O)C(COP(O)(=S)OC2C(COP(O)(=S)OC3C(COP(O)(=S)OC4C(COP(O)(=S)OC5C(COP(O)(=S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(O)(=S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(=O)[nH]c(N)nc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cc(C)c(N)nc7=O)OC6COP(O)(=S)OC6C(COP(O)(=S)OC7C(COP(O)(=S)OC8C(COP(=O)(S)OC9C(COP(O)(=S)OC%10C(CO)OC(n%11cnc%12c(N)ncnc%12%11)C%10OCCOC)OC(n%10cnc%11c(=O)[nH]c(N)nc%11%10)C9OCCOC)OC(n9cc(C)c(N)nc9=O)C8OCCOC)OC(n8cc(C)c(=O)[nH]c8=O)C7OCCOC)OC(n7cc(C)c(=O)[nH]c7=O)C6OCCOC)OC(n6cc(C)c(=O)[nH]c6=O)C5OCCOC)OC(n5cc(C)c(=O)[nH]c5=O)C4OCCOC)OC(n4cc(C)c(=O)[nH]c4=O)C3OCCOC)OC(n3cnc4c(N)ncnc43)C2OCCOC)OC1n1cc(C)c(=O)[nH]c1=O,,0.02,,,,7160.03,44,176,156,1632.6173,2417.53,-6.04322
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,3.11,0.01069,15.16,38.571588,,217.15,1,2,2,68.9637,21.26,3.6927
CC1(CCCC2=CC(=O)OC3=NC(=O)NC(=O)C23)CC1,1.31,,3,7.6329,,276.11,1,4,4,69.8307,84.83,1.7045
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,4.16,0.025,,,1.863857374,464.09,1,4,3,112.5912,76.44,3.99248
CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,4.01,,,,,330.13,0,4,5,87.571,52.6,4.0485
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,2.87,,,,,231.13,0,3,3,70.782,33.45,2.94762
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,1.71,0.003,,,1096.684272,363.12,2,7,1,98.9372,107.44,1.6618
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,1.91,,,,,393.1,1,8,2,101.1792,124.56,1.9878
CCCN(CCC)CCc1cccc2c1CC(=O)N2,2.7,0.6,,,14.09666583,260.19,1,2,7,79.5017,32.34,2.8457
O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,5.36,0.002,,,15812.5,433.18,1,5,7,129.7757,48.57,4.724
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,1.73,,,,,430.98,2,6,5,102.8457,118.69,2.2427
NC(=O)OC(Cn1ncnn1)c1ccccc1Cl,0.456,0.4,,,0.112304688,267.05,1,6,4,62.6784,95.92,1.1631
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,1.91,0.36,23.44,59.638392,,409.24,2,5,4,116.6541,67.25,3.1246
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0.89,,,,,399.14,1,5,3,106.1303,65.78,2.7189
COc1ccccc1[N+](=O)[O-],1.73,,,,,153.04,0,3,2,39.6484,52.37,1.6034
c1ccc2ncccc2c1,2.03,0.2036,38.6,98.20998,,129.06,0,1,0,41.743,12.89,2.2348
c1ccc2c(c1)CCNC2,1.93,,,,,133.09,1,1,0,41.8527,12.03,1.3323
c1ccc2nccnc2c1,1.32,,,,,130.05,0,2,0,39.538,25.78,1.6298
COc1ccccc1OC,1.6,,,,,138.07,0,2,2,39.546,18.46,1.7038
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,4.69,,,,,396.22,0,6,10,114.5924,73.43,4.2758
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,6,0.01,,,4993.144424,291.2,0,1,4,96.653,3.24,4.8773
N#Cc1ccccc1C#N,0.99,,,,,128.04,0,2,0,35.872,47.58,1.42996
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C,,0.01,,,0.322565333,4111.12,57,56,149,1040.275,1646.18,-11.62786
CC(=O)NC1C(OC2c3ccc(c(Cl)c3)Oc3cc4cc(c3OC3OC(CO)C(O)C(O)C3NC(=O)CCCCCCCC(C)C)Oc3ccc(cc3Cl)CC3NC(=O)C(N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)C(NC3=O)C(=O)NC4C(=O)NC3C(=O)NC2C(=O)NC(C(=O)O)c2cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c2-c2cc3ccc2O)OC(CO)C(O)C1O,,0.033,,,,1891.57,24,33,20,457.716,662.41,1.4096
CCC(C)CCCCCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,,0.044,,,,1891.57,24,33,20,457.716,662.41,1.4096
CCCCCCCCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,,0.06,,,,1877.56,24,33,20,453.169,662.41,1.1636
CCCCCC=CCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,,0.14,,,,1875.54,24,33,19,453.075,662.41,0.9396
CC(=O)NC1C(OC2c3ccc(c(Cl)c3)Oc3cc4cc(c3OC3OC(CO)C(O)C(O)C3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)CC3NC(=O)C(N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)C(NC3=O)C(=O)NC4C(=O)NC3C(=O)NC2C(=O)NC(C(=O)O)c2cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c2-c2cc3ccc2O)OC(CO)C(O)C1O,,0.09,,,,1877.56,24,33,19,453.099,662.41,1.0195
OC(c1ccccc1)c1ccccc1,2.67026,,,,,184.09,1,1,2,56.9458,20.23,2.7683
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,2.5,,,,,414.04,2,8,6,95.3327,136.58,1.8257
O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.36,,,,,250,0,1,2,66.3365,17.07,4.2244
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,3.87,0.00959,39.2,99.73656,,268.16,0,3,4,84.9705,23.55,3.0496
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.33,,,,,363.23,1,4,6,113.4008,29.95,3.3085
COC(OC)C(C)c1ccccc1,2.6,,,,,180.12,0,2,4,52.663,18.46,2.409
CC(C(O)c1ccccc1)N(C)CC=Cc1ccccc1,2.91,,,,,281.18,1,2,6,88.9698,23.47,3.7537
O=C1OC(CO)C(O)C(O)C1O,-2.43,,,,,178.05,4,6,1,34.9862,107.22,-3.0132
CCOc1ccc(CC2NC(=O)CCSSCC(C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)CC)NC2=O)cc1,1.01,0.53,,,12.55789117,993.44,11,15,18,252.6069,365.67,-3.0446
CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,4.24,,,,,354.21,0,2,6,103.785,23.55,4.2758
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,6.63,,,,,469.3,0,3,9,143.9805,29.54,7.2176
CCOC(=O)C1C(C)=NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2,3.62,1,,,,359.14,0,7,4,93.254,83.42,2.5997
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.82,,,,,265.22,1,4,6,80.2798,29.95,1.577
Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,0.79,,,,,221.02,1,2,1,58.4493,50.19,2.89482
COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC,2.14707,,,,,446.11,2,6,6,119.7194,67.46,2.7136
CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,3.83,,,,,337.2,1,3,6,100.5983,40.54,4.236
CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,4.93,,,,,365.11,0,3,4,110.13,7.12,5.6955
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,2.58,0.01,,,1425.660604,444.16,2,5,2,106.7036,74.6,3.4691
CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,3.41,,,,,325.2,0,3,10,98.8185,29.54,4.2227
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,0.57,,,,,239.03,3,4,1,59.8398,100.62,1.3743
Cc1cc(CCC(=O)OCC(C)(C)C2OCC3(CO2)COC(C(C)(C)COC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)OC3)cc(C(C)(C)C)c1O,8.7527,,,,,740.45,2,10,12,203.0266,129.98,7.74604
FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,5.97,,,,,381.17,0,1,4,108.13,3.24,6.1904
CCC(C(=O)NC(N)=O)c1ccccc1,1.23,,,,,206.11,2,2,3,57.2001,72.19,1.3751
O=c1c2ccccc2oc2ccccc12,3.39,,,,,196.05,0,2,0,59.99,30.21,2.9462
O=C1c2ccccc2Cc2ccccc21,3.66,,,,,194.07,0,1,0,59.1225,17.07,2.8218
O=C1CCCCC1C1CCCCC1,3.6,,,,,180.15,0,1,1,53.54,17.07,3.326
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1.O=S(=O)([O-])O,-2.6,,,,,1511.48,21,34,35,351.1033,704.5,-8.69898
Nc1ccccc1-c1ccccc1,2.84,,,,,169.09,1,1,1,56.2904,26.02,2.9358
COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3n1)CC2,2.53,,,,,395.18,1,7,5,113.5594,79.07,3.4141
C1CCN2CC3CC(CN4CCCCC34)C2C1,2.07,,,,,234.21,0,2,0,70.021,6.48,2.3451
CCc1ccc(Cc2ccc3c(c2)C2(OC3)OC(CO)C(O)C(O)C2O)cc1,1.5,0.46,,,,386.17,4,6,4,101.5142,99.38,0.9966
CCCC(O)C(O)CO,-0.79,,,,,134.09,3,3,4,34.0074,60.69,-0.4994
c1ccc(Nc2cccc3ccccc23)cc1,4.2,0.006962,57.9,147.31497,,219.1,1,1,2,73.6727,12.03,4.5834
CNCCCCOc1ccccc1Cc1ccccc1,3.97,,,,,269.18,1,2,8,84.3457,21.26,3.6558
CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,2.88,,,,,301.17,4,4,7,86.9591,72.72,2.7421
O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12,0.57,,,,,232.13,2,3,2,65.8424,64.78,1.2371
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,4.46,,,,,306.24,0,2,9,91.7304,26.3,3.8459
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,3.85,,,,,265.97,0,2,2,61.239,26.3,3.661
O=c1nn[nH]c2ccccc12,0.83,,,,,147.04,1,3,0,40.1587,58.64,0.3181
CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.63,,,,,236.13,0,6,2,65.053,61.82,0.0897
C[Si](C)=O,1.28,,,,,74.02,0,1,0,18.1685,17.07,0.668
Oc1cccc2ccccc12,2.85,0.0682,0,,,144.06,1,1,0,45.6128,20.23,2.5454
Nc1nccc2c1ncn2C1OC(CO)C(O)C1O,0.53,,,,,266.1,4,8,2,64.9498,126.65,-1.375
Clc1cccc2ccccc12,4.04,,,,,162.02,0,0,0,48.958,0,3.4932
Cc1cccc2ccccc12,3.87,,443,1127.1249,,142.08,0,0,0,48.685,0,3.14822
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,3.09,0.015,,,110.390109,580.15,4,12,10,139.0795,186.72,3.0945
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,2.7,,,,,370.07,3,3,5,98.6147,99.26,2.6072
CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,5.59,,,,,410.03,0,2,4,95.748,26.3,2.2166
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.7573,,,,,286.93,0,4,2,33.3086,82.38,-1.9367
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,5.31,,,,,604.42,3,10,30,161.4474,133.14,4.115
OCC1OC(O)C(O)C(O)C1O.OCCOCC1OC(OCCO)C(OCCO)C(OCCO)C1OCCO,-2.32,,,,,580.26,10,17,17,126.067,266.91,-6.3598
CCCCCCCCCCCCCCCCCCOCCO,7.54,,,,,314.32,1,2,19,97.4508,29.46,6.2568
CCCCCCCCC=CCCCCCCCC(=O)OCCO,6.58,,,,,326.28,1,3,17,97.4968,46.53,5.5594
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],4,,,,,332.16,0,5,15,78.3122,75.66,0.4047
C[Si]1CCCCO1,4.85,,,,,115.06,0,1,0,31.611,9.23,1.4181
CC(=O)OCC1OC(OC2C(COC(C)=O)OC(O)C(OC(=O)c3ccccc3C(=O)O)C2O)C(O)C(OC(=O)c2ccccc2C(=O)O)C1O,0.9,,,,,722.17,6,17,12,160.9098,288.41,-1.1298
Cc1cccc(Cc2cnc[nH]2)c1C,2.68,,,,,186.12,1,1,2,57.3097,28.68,2.61734
Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCOCCOCCO)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,9.92,,,,,662.48,1,8,24,187.2778,100.52,8.38896
CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,4.64,,,,,250.19,1,2,5,76.1208,29.46,3.7715
CCc1ccccc1O,2.47,,,,,122.07,1,1,1,37.4848,20.23,1.9546
O=Cc1ccccc1Cl,2.33,,,,,140,0,1,1,36.8395,17.07,2.1525
CCCN1CCCC(c2cccc(O)c2)C1.Cl,0.2701,,,,,255.14,1,2,3,74.0608,23.47,3.4034
Cc1ccc([N+](=O)[O-])c(C)c1,2.85,,,,,151.06,0,2,1,42.5704,43.14,2.21164
O=C(O)c1ccc(O)cc1O,1.63,,,,,154.03,3,3,1,36.7309,77.76,0.796
CC(C)=C1CCC(C)CC1=O,3.08,,,,,152.12,0,1,0,46.396,17.07,2.7119
CC1=CC(=O)C(C(C)C)CC1,2.84885,,,,,152.12,0,1,1,46.326,17.07,2.5678
Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl,4.94,,,,,261.06,2,2,3,72.873,49.33,4.09022
COCC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.42,1,,,,834.9,7,9,13,151.3544,188.89,-0.9734
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.51,0.01,,,43.85831096,353.02,2,4,6,88.4855,75.63,3.9073
O=C(Cl)c1ccc(Cl)cc1Cl,3.55,,,,,207.92,0,1,1,46.6455,17.07,3.3724
O=C(NO)c1ccccc1O,-0.355919,,,,,153.04,3,3,1,37.3595,69.56,0.5112
CCC(C)c1ccccc1O,3.27,,,,,150.1,1,1,2,46.8128,20.23,2.9057
COC(=O)c1ccccc1C,2.75,,,,,150.07,0,2,1,42.5185,26.3,1.78162
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,3.21,0.12,,,,431.22,1,5,9,124.4197,63.69,3.3185
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,3.48,,,,,224.92,0,2,1,48.1264,43.14,3.555
Cc1cc(O)c(C(C)C)cc1Cl,3.92,,,,,184.07,1,1,1,51.9428,20.23,3.47742
CN(C)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,2.24,,4.974,12.6553482,,360.16,1,5,4,107.3612,66.71,2.2923
O=C(O)CCCCC=C(c1ccccc1)c1cccnc1,4.39,,,,,281.14,1,2,7,83.8618,50.19,4.1583
Nc1ccc(Cl)cc1[N+](=O)[O-],2.71,,,,,172,1,3,1,42.5188,69.16,1.8304
Cc1ccc(N)c([N+](=O)[O-])c1,1.47,,,,,152.06,1,3,1,42.2458,69.16,1.48542
O=[N+]([O-])c1cc(Cl)ccc1Cl,3.09,,,,,190.95,0,2,1,43.1164,43.14,2.9016
Cc1ccc(C)c([N+](=O)[O-])c1,2.86,,,,,151.06,0,2,1,42.5704,43.14,2.21164
Nc1ccc(O)c(C(=O)O)c1,0.81,0.39,,,,153.04,3,3,1,39.4785,83.55,0.6726
CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,2.73,0.29,,,,284.15,1,3,2,81.3092,45.33,2.9499
CC1CCC(C(C)C)C(OC(=O)c2ccccc2O)C1,4.6,,,,,276.17,1,3,3,78.6533,46.53,4.0098
CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,3.05,0.03,,,,293.15,1,3,4,90.1362,45.23,2.6794
O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,4.61,,,,,478.25,1,4,4,137.8177,38.82,4.7432
CCC1(C)C(=O)N(Cl)C(=O)N1Cl,1.92,,,,,210,0,2,1,44.483,40.62,1.7269
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,0.58,,,,,192.02,1,4,1,44.8931,89.31,0.4784
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,2.56,,,,,405.19,2,6,9,104.0775,116.25,0.8762
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)CC1C(=O)O,1.65,,,,,377.16,3,5,8,95.0803,127.25,0.3977
CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,1.28,,,,,254.04,1,4,2,61.4686,87.04,1.0459
CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,1.62,,,,,232.08,0,4,3,62.613,58.97,1.3424
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,-0.49,,,,,217.99,0,6,0,53.438,94.56,-0.5046
O=C1C(=Cc2cccs2)CCCC1=Cc1cccs1,4.56,,,,,286.05,0,3,2,83.45,17.07,5.0296
CC1=NN(c2ccccc2)C(=O)C1,1.78,0.89,,,6.660025945,174.08,0,2,1,51.654,32.67,1.7992
COC(=O)C1C(C)=NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,5.18,,,,,610.28,0,9,10,170.8514,114.58,5.1665
CCC1(C2=NCCN2)Cc2ccccc2O1,2.23,,3,7.6329,,216.13,1,3,2,64.1007,33.62,1.772
CCN1CC2CN(C)CC(C1)C2OC(=O)c1ccc(Cl)cc1,2.64,,,,,322.14,0,4,3,87.2465,32.78,2.3787
O=C(O)c1cccnc1C(=O)O,0.26,,,,,167.02,2,3,2,38.1556,87.49,0.478
NC(=O)c1ccccc1C(N)=O,-1.7,,,,,164.06,2,2,2,43.4778,86.18,-0.1156
COCC(C)OCC(C)OC(C)=O,1.35,,,,,190.12,0,4,6,48.518,44.76,0.9895
O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,1.96,,,,,234.94,1,3,2,50.0757,80.44,2.5998
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.56,0.00043,0,,,240.07,1,5,4,60.1216,106.51,2.7221
O=C(O)c1cc(I)cc(I)c1I,3.78,,,,,499.73,1,1,1,71.5523,37.3,3.1986
CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,1.34,,,,,417.23,2,6,8,110.4185,99.18,1.5955
Nc1ccccc1[N+](=O)[O-],1.85,,,,,138.04,1,3,1,37.5088,69.16,1.177
O=[N+]([O-])c1ccccc1Cl,2.24,,,,,156.99,0,2,1,38.1064,43.14,2.2482
Cc1ccccc1[N+](=O)[O-],2.3,,,,,137.05,0,2,1,37.8334,43.14,1.90322
CC(C)c1ccccc1O,2.88,,,,,136.09,1,1,1,42.1958,20.23,2.5156
CCOC(=O)c1cccc(N)c1,1.85,,,,,165.08,1,3,2,46.8109,52.32,1.4455
NC(=O)c1ccccc1N,0.35,,,,,136.06,2,2,1,39.3723,69.11,0.3677
COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,4.36,,,,,328.12,0,4,3,95.502,34.59,3.7691
NC(=O)OCC(O)COc1ccc(Cl)cc1,0.97,,,,,245.05,2,4,5,58.4892,81.78,1.175
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,2.94,0.08429,16.4,41.72652,,288.11,0,4,6,78.29,54.5,3.58328
CCCCC1CC(=O)C2(O)OC3C(NC)C(O)C(NC)C(O)C3OC2O1,0.22,0.65,,,0.990896926,374.21,5,9,5,90.2148,129.51,-1.7553
CCNc1nc(NC(C)(C)C)nc(SC)n1,3.56,,,,,241.14,2,6,4,69.1474,62.73,2.2357
O=c1c(-c2ccccc2)c1-c1ccccc1,3.51,,,,,206.07,0,1,2,65.956,17.07,3.2564
Nc1ccc(S(=O)(=O)O)c(N)c1,-4.64,,,,,188.03,3,4,1,45.0814,106.41,0.0977
Oc1ccccc1C=NCc1ccccc1,2.77,,,,,211.1,1,2,3,65.8468,32.59,3.0113
Cc1ccc(C(C)(C)C)c(O)c1,3.34,0.0264,36,91.5948,,164.12,1,1,0,51.5438,20.23,2.99812
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,4.59,1.83E-07,117,297.6831,,222.16,2,2,0,67.1716,40.46,3.6928
Cc1cc(N)c(S(=O)(=O)O)cc1Cl,-0.88,,,,,220.99,2,3,1,50.416,80.39,1.47732
Cc1cc(S(=O)(=O)O)c(N)cc1Cl,-0.99,,,,,220.99,2,3,1,50.416,80.39,1.47732
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,2.33,0.25,,,5922.5,384.18,1,7,4,89.7898,100.52,2.6024
FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,2.9,,,,,309.04,0,4,4,65.688,40.05,2.9959
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,3.79,,,,,398.21,3,4,8,110.6644,86.99,3.2859
Cc1ccc(N)c(S(=O)(=O)O)c1,-0.96,,,,,187.03,2,3,1,45.406,80.39,0.82392
