SMILES_rdkit_final,logP,Fup,Clint.invitro.[ml/min/10^6cell],Clint.invitro.[ml/min/kg],Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
Cc1ccc(N)cc1N,0.14,,0,,,122.08,2,2,0,40.0038,52.04,1.15942
COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,,0.01,,,,659.31,1,7,6,180.769,104.19,4.6931
Cc1ccc(Cl)cc1N,2.04,,,,,141.03,1,1,0,40.6014,26.02,2.23062
Cc1ccc(C)c(N)c1,1.83,,,,,121.09,1,1,0,40.3284,26.02,1.88564
Oc1ccc(Cl)c(Cl)c1,3.33,,,,,161.96,1,1,0,38.1268,20.23,2.699
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1,-0.53,,,,,272.05,2,6,3,62.3622,109.93,-0.8694
Nc1ccc(Cl)c(Cl)c1,2.69,,,,,160.98,1,1,0,40.8744,26.02,2.5756
O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,3.49,,,,,240.06,0,2,1,64.244,34.14,2.9885
CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.81,0.301,0,,,239.13,0,1,3,73.421,20.31,2.9067
Cc1ccc(N)cc1Cl,1.93,0.145,65.3,166.14279,,141.03,1,1,0,40.6014,26.02,2.23062
Cc1ccc(Cl)cc1Cl,4.24,,,,,159.98,0,0,0,41.199,0,3.30182
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,4.2,0.000907,16.86,42.896898,,321.14,0,4,7,92.78,40.58,4.7202
O=C(O)CO.[NH2-].[NH2-].[Pt+2],-0.97,0.84,,,,303.02,2,2,1,25.2904,124.53,0.495
Cc1cc(O)ccc1O,0.91,,,,,124.05,2,2,0,34.5086,40.46,1.40622
Cc1cc(N)ccc1N,0.340672,,,,,122.08,2,2,0,40.0038,52.04,1.15942
Cc1ccc(O)cc1C,2.23,,,,,122.07,1,1,0,37.5808,20.23,2.00904
Cc1ccc(N)cc1C,1.84,,,,,121.09,1,1,0,40.3284,26.02,1.88564
Cc1ccc(C)c(C)c1,3.63,0.1556,9.32,23.712876,,120.09,0,0,0,40.653,0,2.61186
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,3.12,0.38,,,20.29449966,427.25,2,6,9,121.9215,74.27,2.30804
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,3.46,0.04,,,2.727624358,477.09,1,5,3,112.8892,89.33,3.53158
CCCNC(C)(C)COC(=O)c1ccccc1,2.57,,,,,235.16,1,3,6,69.0972,38.33,2.6216
Oc1ccccc1Cl,2.15,,,,,128,1,1,0,33.1168,20.23,2.0456
Oc1ccccc1Br,2.35,,,,,171.95,1,1,0,35.8068,20.23,2.1547
Nc1ccccc1O,0.62,,,,,109.05,2,2,0,32.5192,46.25,0.9744
Nc1ccccc1Cl,1.9,,,,,127.02,1,1,0,35.8644,26.02,1.9222
Clc1ccccc1Cl,3.43,,,,,145.97,0,0,0,36.462,0,2.9934
Cc1ccccc1Cl,3.42,,,,,126.02,0,0,0,36.189,0,2.64842
Cc1ccccc1O,1.95,0.38,27.48,69.917364,,108.06,1,1,0,32.8438,20.23,1.70062
Cc1ccccc1C,3.12,,,,,106.08,0,0,0,35.916,0,2.30344
Cc1ccccc1Br,3.52,,,,,169.97,0,0,0,38.879,0,2.75752
CC(=NO)C(C)=NO,-0.56,,,,,116.06,2,4,1,29.791,65.18,0.6866
CNC(=O)C(c1ccccc1)c1ccccc1,2.05,,,,,225.12,1,1,3,68.7937,29.1,2.5645
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCOC(N)=O)SC12,0.2,0.35,,,,334.03,3,7,6,76.051,130.16,-0.0193
O=C(O)C1CC(C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,3.02,0.006,,,,435.22,2,3,9,116.7581,94.91,4.1617
CCCCCCCCC=CCCCCCCCC1=NCCN1CCO,5.33,,,,,350.33,1,3,17,110.4128,35.83,5.7303
c1ccc2sc(SNC3CCCCC3)nc2c1,4.01,,,,,264.08,1,4,3,75.4857,24.92,4.2257
c1ccc2sc(SSN3CCOCC3)nc2c1,2.53,,,,,284.01,0,6,3,75.46,25.36,3.2838
CC(C)(C)NSc1nc2ccccc2s1,4.67,,,,,238.06,1,4,2,68.3657,24.92,3.6915
CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,1.53,,,,,293.16,0,5,7,87.23,28.6,3.0829
CCOC(=O)C1CC(=O)C(C(=O)C2CC2)C(=O)C1,1.6,0.137,3.82,9.719226,,252.1,0,5,4,60.592,77.51,0.693
O=C(NCN1CCOCC1)c1cnccn1,0.12,,,,,222.11,1,5,3,56.7572,67.35,-0.5039
O=c1[nH]c2cc(Cl)ccc2o1,1.41,,10.96,27.885528,,168.99,1,2,0,41.8447,46,1.7745
CC(C)Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,2.56589,,,,,292.08,1,4,4,75.7646,63.6,3.0122
O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,5.11,0.001,,,51.96023912,366.1,1,3,2,101.4793,54.37,5.3485
c1ccc2scnc2c1,2.01,,18.9,48.08727,,135.01,0,2,0,39.62,12.89,2.2963
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,-1.16,0.16,,,,340.2,3,4,7,87.5623,106.94,1.4621
c1ccc2[nH]nnc2c1,1.44,0.287,0,,,119.05,1,2,0,33.8887,41.57,0.9579
C1=Cc2ccccc2C1,2.92,,,,,116.06,0,0,0,39.18,0,2.2559
COc1nn(CSP(=S)(OC)OC)c(=O)s1,2.2,0.2685,3.924,9.9838332,,301.96,0,9,6,68.82,62.58,1.5214
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,1.33187,,,,,247.02,0,6,5,55.3489,87.9,2.3745
ClCc1ccc(Cl)cc1Cl,3.82,,,,,193.95,0,0,1,46.019,0,3.7322
Clc1ccc2[nH]nnc2c1,1.53,,,,,153.01,1,2,0,38.8987,41.57,1.6113
CCCC(O)C(CC)CO,1.48,,,,,146.13,2,2,5,41.7816,40.46,1.1659
CC(CN=Cc1ccccc1O)N=Cc1ccccc1O,3.07,,59.17,150.546231,,282.14,2,4,5,85.7306,65.18,3.0243
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,2.21,,,,,466.16,2,7,9,123.1825,95.94,2.3908
Cc1cc(Cl)ccc1OCCCC(=O)O,3.31,,,,,228.06,1,2,5,58.5538,46.53,2.89202
CCCCOC(=O)COc1ccc(Cl)cc1Cl,4.01,,,,,276.03,0,3,6,67.824,35.53,3.7155
COc1ccc(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2)cc1,0.73,,,,,347.18,0,5,4,92.7365,62.32,0.3118
COC(=O)C1=C(C)N=C(COC(N)=O)C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,2.66,,,,,456.09,1,7,6,111.6074,117.28,3.6417
O=C(c1ccccc1)C1(O)CCCCC1,2.81,,,,,204.12,1,2,2,58.8073,37.3,2.5645
CCOc1ccccc1O,1.68,,,,,138.07,1,2,2,39.2758,29.46,1.7909
O=C1CCCCCCCCCCCN1,2.92,,,,,197.18,1,1,0,59.1797,29.1,3.0172
CCOP(=O)(N=C1SCCS1)OCC,1.76,,,,,255.02,0,5,5,63.2095,47.89,3.0035
CCOc1ccccc1N,1.21,,,,,137.08,1,2,2,42.0234,35.25,1.6675
ON=Cc1ccccc1O,1.20883,,,,,137.05,2,3,1,37.4873,52.82,1.2003
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,2.72,,,,,285.14,0,3,3,81.17,38.77,2.9972
C=CCc1ccc2c(c1)OCO2,2.06,0.01789,14.12,35.925516,,162.07,0,2,2,46.466,18.46,2.1438
CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,3.6,0.01,2.7,6.86961,,337.08,0,4,3,94.6778,60.17,4.4416
CC1(C)Oc2ccc(C#N)cc2C(N2CCCC2=O)C1O,2.31,,,,,286.13,1,4,1,75.5588,73.56,1.75368
O=[N+]([O-])c1ccc2[nH]cnc2c1,1.5,,,,,163.04,1,3,1,42.7481,71.82,1.4711
CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,3.81,,,,,351.18,2,2,3,103.0825,66.4,4.9861
O=C(OCCc1ccccc1)c1ccccc1,4.01,,,,,226.1,0,2,4,66.8705,26.3,3.0861
CC(C)CCOC(=O)c1ccccc1,4.14,,,,,192.12,0,2,4,56.1795,26.3,2.8895
CCOc1ccc2nc(N)sc2c1,1.52,,12.02,30.582486,,194.05,1,4,2,55.2014,48.14,2.2772
O=C(OCc1ccccc1)c1cccnc1,2.4,,,,,213.08,0,3,3,59.7985,39.19,2.4386
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,2.42,,3,7.6329,,410.17,1,8,3,100.7414,89.63,1.8128
CCOP(=S)(CC)Sc1ccccc1,3.94,,,,,246.03,0,3,5,68.751,9.23,4.1446
COc1ccc(C=CC(=O)O)cc1,2.67,,,,,178.06,1,2,3,49.6638,46.53,1.793
CC1=NC(=O)C(C#N)C(NCc2cccnc2)=N1,0.46,0.05,,,,241.1,1,5,2,65.7307,90.5,0.66808
S=C(SSC(=S)N1CCCCC1)N1CCCCC1,3.02,,,,,320.05,0,4,0,91.226,6.48,3.9094
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,2.9,0.1086,1.538,3.9131334,,291.11,1,4,5,77.2588,50.94,2.8654
O=C(OOC(=O)c1ccccc1)c1ccccc1,3.46,,,,,242.06,0,4,2,63.715,52.6,2.6154
CN(N=O)c1ccc([N+](=O)[O-])cc1,1.27,,,,,181.05,0,4,3,47.2944,75.81,1.7124
CCCCNP(N)(N)=S,1.9,,,,,167.06,3,1,4,45.5705,64.07,0.518
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,3.6,,22.62,57.552066,,402.3,0,6,19,110.168,71.06,4.5388
CCCCOC(=O)c1ccc(O)cc1,3.56,0.04157,39.3,99.99099,,194.09,1,3,4,53.2973,46.53,2.3491
CCCCOC(=O)c1ccc(N)cc1,2.87,,,,,193.11,1,3,4,56.0449,52.32,2.2257
CCOc1ccc(C(=O)OCCN(CC)CC)cc1,3.41,,,,,265.17,0,4,8,75.6815,38.77,2.5839
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27,0.03,,,,276.03,2,3,4,65.4632,75.27,1.7379
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.01,,,,,284.04,2,6,4,70.9499,97.97,1.4835
CC(=O)c1cccc2ccccc12,3.05533,,,,,170.07,0,1,1,53.9525,17.07,3.0424
O=C(OCc1ccccc1)c1ccc(O)cc1,3.56,0.00674,633,1610.5419,,228.08,1,3,3,63.6683,46.53,2.7492
O=C1C=CC(=O)N1c1ccccc1,1.09,,,,,173.05,0,2,1,48.075,37.38,1.116
N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,2.48,0.03,,,61.24530618,306.16,1,5,4,86.3347,83.18,3.46638
COCCOCC(OC)OC,-0.13,,,,,164.1,0,4,7,40.501,36.92,0.2683
CC12CCC3c4ccc(O)cc4CCC3C1CC(F)C2O,3.56,0.05,,,,290.17,2,2,0,79.0096,40.46,3.5572
CC(C)COC(=O)c1ccc(N)cc1,2.77,,,,,193.11,1,3,3,55.9749,52.32,2.0816
CCCOC(=O)c1ccc(O)cc1,3.04,0.07639,38,96.6834,,180.08,1,3,3,48.6803,46.53,1.959
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,1.89,,10.37,26.384391,,419.09,2,7,6,91.2742,123.17,2.19392
Oc1ccc(C2COc3cc(O)ccc3C2)cc1,3.13473,,,,,242.09,2,3,1,68.1536,49.69,2.8165
CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,2.77,,,,,256.13,2,5,4,77.0538,85.99,3.6651
NC(=O)CCCCC1CCSS1,1.57,,,,,205.06,1,3,5,56.1164,43.09,2.1858
CCOCC(O)COc1ccc(NC(=O)CC[SH](C)C)cc1,1.88,,,,,329.17,3,4,10,93.3845,67.79,2.0522
CCOC(=O)CC(=O)c1ccccc1,1.87,,,,,192.08,0,3,4,52.0225,43.37,1.8225
CC(C)(C)c1ccc(C=O)cc1,2.81,,,,,162.1,0,1,1,50.5295,17.07,2.7966
O=C(Oc1ccccc1)c1ccccc1,3.59,,,,,198.07,0,2,2,57.8425,26.3,2.9058
O=C(OC(=O)c1ccccc1)c1ccccc1,2.26,,,,,226.06,0,3,2,62.63,43.37,2.6838
CC(C)OC(=O)c1ccccc1,3.17,,,,,164.08,0,2,2,46.9935,26.3,2.2518
CC(=O)OC(C)c1ccccc1,2.64,,,,,164.08,0,2,2,46.623,26.3,2.3107
CC(=O)CC(=O)c1ccccc1,1.57,,,,,162.07,0,2,3,46.0705,34.14,1.8484
CCOC(=O)c1ccccc1,2.64,,,,,150.07,0,2,2,42.3985,26.3,1.8633
Cn1c(=N)[nH]c2[nH]cnc2c1=O,-0.97,,,,,165.07,3,4,0,41.5401,90.32,-0.93083
CCOc1ccccc1C(N)=O,1.14,0.5,1.3,3.30759,,165.08,1,2,3,46.1289,52.32,1.1842
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP([O-])([O-])=S)C(O)C1O.[Li+].[Li+].[Li+].[Li+],-0.956226,,,,,547.01,3,18,8,93.279,273.38,-16.0246
CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,4.34,,,,,369.32,2,3,19,110.2036,60.77,4.8371
CC(C)(C)C(=O)c1ccccc1,3,,,,,162.1,0,1,1,50.2275,17.07,2.9154
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,2.98,,,,,348.2,1,5,9,95.3247,67.87,2.1207
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,3.31,0.0127,0,,,253.93,1,2,3,54.6028,46.53,3.1102
C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,4.58,0.012,,,14.75336378,472.25,1,7,4,136.8137,68.74,4.9648
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,3.62,0.03,,,18.29106828,480.2,2,10,5,138.1494,110.85,5.09352
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,3.8,,,,,267.95,1,2,3,59.1978,46.53,3.4987
C=CCN(CC=C)C(=O)CCl,1.19878,,,,,173.06,0,1,5,47.694,20.31,1.4258
Cc1ccccc1NC(=N)NC(=N)N,1.04,,,,,191.12,5,2,1,57.5782,97.78,0.82476
CC(=O)CC(=O)Nc1ccccc1C,1.21,,,,,191.09,1,2,3,55.1067,46.17,1.91262
Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,4.75,3.20E-05,,,20.22971854,452.12,2,5,5,113.556,97.75,4.74702
C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,3.05,0.03,,,0.988611851,440.2,1,7,5,126.7354,99.16,4.2173
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,4.64,0.08,,,15.79616919,524.26,3,8,10,147.4619,108.48,4.82362
COC(=O)c1cccnc1,0.83,,,,,137.05,0,3,1,35.5765,39.19,0.8682
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,3.89,,,,,229.89,1,1,0,48.1468,20.23,4.0058
COC(=O)c1ccccc1,2.12,,,,,136.05,0,2,1,37.7815,26.3,1.4732
Cn1cnc2ncnc(N)c21,0.34,,,,,149.07,1,5,0,40.7164,69.62,-0.0545
OCC(O)c1ccccc1,0.84,,,,,138.07,2,2,2,38.4876,40.46,0.7123
CCC(=O)c1ccccc1,2.19,,,,,134.07,0,1,2,41.0635,17.07,2.2793
CCC(O)c1ccccc1,2.15,,,,,136.09,1,1,2,41.6928,20.23,2.13
CC(C=O)c1ccccc1,2.03,,,,,134.07,0,1,2,40.921,17.07,1.989
BrCC(Br)c1ccccc1,3.57,,,,,261.9,0,0,2,51.904,0,3.5175
COc1cc(C)ccc1O,1.48,,,,,138.07,1,2,1,39.3958,29.46,1.70922
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,3.03,0.005,3.816,9.7090488,53.61425299,490.22,3,5,7,128.5219,124.68,3.074
COc1ccc(CN=NC(=O)c2ccncc2)cc1OC,2.79,,,,,285.11,0,5,5,76.6735,73.14,2.8914
c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,7.45,,,,,360.16,2,2,4,120.9034,24.06,7.4802
Oc1nc2ccccc2s1,1.76175,,,,,151.01,1,3,0,41.2848,33.12,2.0019
Nc1nc2ccccc2[nH]1,0.91,,,,,133.06,2,2,0,40.5061,54.7,1.1451
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,2.46,0.7,,,,263.19,2,3,4,77.4366,43.7,2.7326
COc1cccc(O)c1O,0.94,,,,,140.05,2,3,1,36.3236,49.69,1.1064
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,2.09,0.05,,,,362.07,3,4,5,87.0378,116.17,1.5488
Oc1cc(Cl)cc(Cl)c1Cl,3.84,,,,,195.92,1,1,0,43.1368,20.23,3.3524
Oc1c(Cl)ccc(Cl)c1Cl,3.77,,,,,195.92,1,1,0,43.1368,20.23,3.3524
O=c1ccc2ccc(O)cc2o1,1.58,,49.5,125.94285,,162.03,1,3,0,44.1488,50.44,1.4986
CC1(C)C(=O)C(C)(C)C1=O,1.32,,,,,140.08,0,2,0,37.576,34.14,1.1906
CNC(C)Cc1ccccc1OC,1.91,,,,,179.13,1,2,4,55.2197,21.26,1.8456
CC=Cc1ccc(OC(C)=O)c(OC)c1,3.09975,,,,,206.09,0,3,3,59.011,35.53,2.6536
C=CCc1ccc(OC(C)=O)c(OC)c1,2.98091,,,,,206.09,0,3,4,58.204,35.53,2.349
O=NN1CCCCCC1,0.92,,,,,128.09,0,2,1,35.836,32.67,1.5438
COc1ccccc1NC(C)=O,0.673248,,,,,165.08,1,2,2,47.2977,38.33,1.6536
N#CC1(O)CCCCC1,0.04,,,,,125.08,1,2,0,33.6478,44.02,1.20518
CCOc1ccc2ccccc2c1,3.83046,,,,,172.09,0,1,2,55.117,9.23,3.2385
CC=Cc1ccc(OC)c(OC)c1,2.41,,,,,178.1,0,2,3,54.254,18.46,2.7369
C=CCc1ccc(OC)c(OC)c1,2.44,0.1416,26.56,67.576608,,178.1,0,2,4,53.447,18.46,2.4323
COc1ccccc1OCC(O)CO,1.39,,,,,198.09,2,4,5,51.5816,58.92,0.4272
CCc1nc(C)c[nH]1,0.68,,,,,110.08,1,1,1,32.7027,28.68,1.28052
Cc1cccc[n+]1[O-],1.11,,,,,109.05,0,1,0,30.139,26.94,0.62842
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.13,,,,,359.16,1,5,4,97.7233,65.78,2.3156
O=C1C=CCCC1,0.61,,,,,96.06,0,1,0,27.998,17.07,1.2956
O=NN1CCCC1,-0.19,,,,,100.06,0,2,1,26.602,32.67,0.7636
CCN(CC)c1ccc(N)cc1,1.75,,,,,164.13,1,2,3,54.4154,29.26,2.115
C=CC1CO1,0.37,,,,,70.04,0,1,1,19.937,12.53,0.5712
Nc1ccc2cc(S(=O)(=O)O)ccc2c1,-0.28,,,,,223.03,2,3,1,58.175,80.39,1.6687
CCOC(=O)COc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2,3.81,,,,,403.16,2,5,8,108.7975,67.79,3.4624
NCCOCCOCCN,-0.44,,,,,148.12,2,4,7,39.7468,70.5,-1.063
CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,5.96,,,,,338.26,0,0,13,104.2254,0,6.4897
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,6.03,,,,,230.11,0,0,2,77.314,0,5.0206
O=C(O)c1ccc(-c2ccccc2)cc1,3.74,,,,,198.07,1,1,2,58.8373,37.3,3.0518
CC(=O)c1ccc(-c2ccccc2)cc1,3.38,,,,,196.09,0,1,2,61.8825,17.07,3.5562
NCCOCCO,-1.1,,,,,105.08,2,3,4,26.9592,55.48,-1.046
CCCC=CCO,1.2,,,,,100.09,1,1,3,31.1338,20.23,1.335
Oc1ccc(-c2ccc(O)cc2)cc1,3.11,,,,,186.07,2,2,1,55.2076,40.46,2.7648
c1ccc2c(c1)Nc1ccccc1S2,4.15,0.0043,0,,,199.05,1,2,0,60.2897,12.03,3.8948
CC1C(c2ccccc2)N=C(O)N1C,1.8,,,,,190.11,1,2,1,56.4718,35.83,1.9756
N#Cc1ccc(C2CCc3cncn32)c(F)c1,2.11,0.6,,,,227.09,0,3,1,59.802,41.61,2.42948
O=C(Nc1ccccc1)c1cc2ccccc2cc1O,3.35754,,,,,263.09,2,2,2,80.008,49.33,3.7977
CCCCN(C)C,1.7,,,,,101.12,0,1,3,33.462,3.24,1.3481
O=P(O)(O)OCC(O)CO,-2.31,,,,,172.01,4,4,4,31.0887,107.22,-1.5511
O=C(O)c1cc2ccccc2cc1O,3.05,,,,,188.05,2,2,1,52.5721,57.53,2.2436
Oc1ccc(-c2ccccc2)cc1,3.2,,,,,170.07,1,1,1,53.5428,20.23,3.0592
O=C1CCC(C2CCCCC2)CC1,3.67,,,,,180.15,0,1,1,53.54,17.07,3.326
Brc1ccc(-c2ccccc2)cc1,4.96,,,,,231.99,0,0,1,59.578,0,4.1161
CC(Cl)=CCCl,1.72,,,,,123.98,0,0,1,30.33,0,2.3678
N#CCCN(CCO)c1ccccc1,1.07453,,,,,190.11,1,3,5,55.9708,47.26,1.39898
NCCOS(=O)(=O)O,-1.93,,,,,141.01,2,4,3,26.555,89.62,-1.2355
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,2.69,,,,,378.19,0,5,6,110.3605,43.7,3.52152
CC(C)OS(C)(=O)=O,0.92,,,,,138.04,0,3,2,31.0648,43.37,0.371
CCN(Cc1ccccc1)c1ccccc1,1.99,,,,,211.14,0,1,4,69.608,3.24,3.7131
CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,1.06,,,,,243.04,0,7,4,51.6354,108.88,1.3126
c1ccc(N2CCNCC2)cc1,1.1,,,,,162.12,1,2,1,51.5247,15.27,1.0962
c1ccc(-c2ccccc2)cc1,4.01,0.01557,14.18,36.078174,,154.08,0,0,1,51.878,0,3.3536
C1CCC(C2CCCCC2)CC1,5.65,,,,,166.17,0,0,1,53.15,0,4.147
CC(C)COC(=O)CCC(=O)OCC(C)C,2.37696,,,,,230.15,0,4,7,60.828,52.6,2.165
CC(C)OC(=O)CCC(=O)OC(C)C,1.69,,,,,202.12,0,4,5,51.69,52.6,1.6698
Cc1ccc2oc(=O)ccc2c1,1.56,,,,,160.05,0,2,0,47.221,30.21,2.10142
NCC(O)CC(=O)O,-3.63,,,,,119.06,3,3,3,27.314,83.55,-1.2193
Oc1cc2ccccc2cc1O,2.24,,,,,160.05,2,2,0,47.2776,40.46,2.251
C=CC(=O)NCO,-0.941857,,,,,101.05,2,2,2,25.4255,49.33,-0.7616
O=C1CCN(c2ccccc2)N1,0.89,,,,,162.08,1,2,1,46.5477,32.34,0.9279
CCCCN(CCCC)N=O,2.63,0.2602,11.12,28.292616,,158.14,0,2,7,47.184,32.67,2.57
Clc1ccc2c(c1)Nc1ccccc1S2,5.15,,,,,233.01,1,2,0,65.2997,12.03,4.5482
Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,2.96778,,,,,240.07,1,3,1,74.2054,38.91,3.85392
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,4.56,0.001,,,,749.29,2,10,8,198.5522,156.89,5.25412
CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-1.83,1,,,,1549.71,13,15,22,272.95,339.09,-1.5869
Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,3.05,0.01,,,243.4939945,412,2,8,3,93.608,149.46,3.28004
C=C(C)C(=O)OCC(C)O,0.97,,,,,144.08,1,3,3,37.4538,46.53,0.4865
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,3.62,,,,,270.11,1,3,1,85.0094,42.15,3.68722
COc1ccccc1NC(=O)CC(C)=O,1.29,,,,,207.09,1,3,4,56.9217,55.4,1.6128
CC(C)(C)OC(=O)c1cccc(N)c1,2.35,,,,,193.11,1,3,1,56.0229,52.32,2.2241
CCC1C(=O)OCC1Cc1cncn1C,0.12,,,,,208.12,0,4,3,55.142,44.12,1.1618
CC(O)C(CO)C(C)O,-0.83,,,,,134.09,3,3,3,33.9374,60.69,-0.6435
O=C(CCl)C(Cl)Cl,1.55,,,,,159.92,0,1,2,31.221,17.07,1.598
C=C(Cl)C#N,1.08822,,,,,86.99,0,1,0,20.606,23.79,1.26248
OCCN(CCO)c1cccc(Cl)c1,1.54,,,,,215.07,2,3,5,57.8366,43.7,1.131
CC(=O)NC(CCCN=C(N)N)C(=O)NC1CSSCC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C)NC1=O,-5.3,0.209,,,2.036247167,1116.49,15,14,18,295.166,449.16,-3.1754
COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,3.55,,,,,456.26,0,6,11,128.898,60.47,3.2128
CCO[Si](CCC#N)(OCC)OCC,2.08,,,,,217.11,0,4,8,55.669,51.48,1.94848
CCO[Si](CCCN)(OCC)OCC,2.89,,,,,221.14,1,4,9,59.1104,53.71,1.3836
COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,2.51,,,,,296.08,0,6,5,80.545,77.32,3.3054
CCN(CCO)c1cccc(C)c1,1.97,,,,,179.13,1,2,4,56.1518,23.47,1.81362
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,4.1,0.01,6.61,16.817823,10.83950359,489.07,2,4,7,124.0307,91.92,5.5442
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,-0.23,0.35,,,,395.04,4,9,5,94.7314,158.21,-0.1718
CC(=O)C(Cl)(Cl)Cl,1.8,,,,,159.92,0,1,0,30.971,17.07,1.9456
CN(C)CCN(Cc1ccsc1)c1ccccn1,2.13,,,,,261.13,0,4,6,78.16,19.37,2.7113
