,SMILES_rdkit_final,logP,Fup,Clint.invitro.,Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
21760,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccc(Cl)cc2Cl)c2ccccn2)c1,2.74,0.14,,,505.07,1,6,6,125.35660000000001,100.68,3.315000000000002
21761,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccc(Cl)cc2Cl)CC2CC2)c1,,0.05,,,482.09,1,5,7,119.21560000000004,87.79,3.768500000000002
21762,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2cccc(C(F)(F)F)c2)CC2CC2)c1,2.91,0.04,,,482.16,1,5,7,114.19760000000005,87.79,3.480500000000003
21763,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccccc2C(F)(F)F)CC2CC2)c1,,0.07,,,482.16,1,5,7,114.19760000000005,87.79,3.480500000000003
21764,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2c(Cl)cccc2Cl)CC2CC2)c1,3.19,0.08,,,482.09,1,5,7,117.51600000000002,84.30000000000001,3.1937000000000015
21765,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2cc(Cl)cc(Cl)c2)CC2CC2)c1,3.19,0.02,,,482.09,1,5,7,117.51600000000002,84.30000000000001,3.1937000000000024
21766,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2ccc(Cl)c(Cl)c2)CC2CC2)c1,3.19,0.02,,,482.09,1,5,7,117.51600000000002,84.30000000000001,3.1937000000000024
21767,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2ccc(Cl)cc2Cl)c2ccccn2)c1,2.74,0.14,,,505.07,1,6,6,123.657,97.19000000000001,2.7402000000000015
21768,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2cccc(C(F)(F)F)c2)CC2CC2)c1,2.91,0.04,,,482.16,1,5,7,112.49800000000006,84.30000000000001,2.905700000000002
21769,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2ccccc2C(F)(F)F)c2ccccn2)c1,2.45,0.076,,,505.14,1,6,6,118.63900000000002,97.19000000000001,2.4522000000000013
21770,Cn1cnc2c(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)ccc21,,,3.31,,353.19,1,3,3,111.30240000000002,43.84,5.245200000000004
21771,Cn1cnc2ccc(-c3cc(F)c(Cn4cnc5cnccc5c4=O)c(F)c3)cc21,3.67,0.06,,,403.12,0,6,3,108.96600000000004,65.6,3.6717000000000013
21772,Cn1cnc2ncn(Cc3nc(C4C5CN(c6cccc(Cl)c6)CC54)no3)c(=O)c21,2.06,0.016,,,423.12,0,9,4,109.55500000000005,94.87,2.0645
21773,Cn1cnc2ncn(Cc3nc(C4COC(c5ccc(Cl)cc5)C4)no3)c(=O)c21,2.46,0.141,,,412.11,0,9,4,103.67200000000004,100.86000000000001,2.4599
