,SMILES_rdkit_final,logP,Fup,Clint.invitro.,Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
1078,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](N=C(O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,1.6,0.707,,,578.24,5,6,13,143.00249999999997,165.54999999999998,2.4385000000000003
1079,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,2.62,0.32,,,410.18,3,4,8,110.90430000000006,106.94000000000001,2.0885999999999996
1080,C[C@H](N=C(O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1,5.35,0.0001,,,457.14,1,4,6,116.41980000000002,59.64000000000001,6.192000000000005
1081,C[C@H](N=C(O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,3.24,0.011,,,528.2,2,9,4,153.71319999999977,128.62,3.814700000000003
1082,C[C@H](N=C(O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)C#N,2.5,0.066,,,297.16,2,4,4,83.88550000000004,97.94999999999999,3.0781800000000015
1083,C[C@H](N=C(O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,1.72,0.116,,,288.16,3,4,4,80.78930000000004,94.39,2.299300000000001
1084,C[C@H](N=C(O)CN=C(O)c1cccc(Cl)c1)c1ccccc1,2.95,0.1,,,316.1,2,2,5,90.40560000000005,65.18,4.362300000000003
1085,C[C@H](N=C(O)CO)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc(S(C)(=O)=O)cc1,3.19,0.04,,,497.14,2,7,8,130.5604,114.00999999999999,4.025500000000003
1086,C[C@H](N=c1[nH]c(=N)[nH]c(N)c1C#N)c1c(-c2ccccc2)c(=O)n2cc(F)ccc2c1-c1ccc(F)cc1,4.91,0.0114,,,509.18,4,6,4,138.55849999999987,139.07999999999998,4.163150000000003
1087,C[C@H](N=c1ccc2ncn(-c3cc(C4CC4)[nH]n3)c2[nH]1)c1ncc(F)cn1,3.12,0.16,,,364.16,2,6,4,95.50940000000003,100.43,2.5450999999999997
1088,C[C@H](N=c1nc(C(=O)N2CCCC2)c2sccc2[nH]1)c1cccnc1,3.5,0.15,,,353.13,1,5,3,97.32320000000001,74.24000000000001,2.917300000000001
1089,C[C@H](N=S1(=O)N=C(O)c2ccccc21)c1ccccc1,2.93,0.0515,,,286.08,1,2,2,79.30120000000005,62.019999999999996,3.507900000000002
1090,C[C@H](Nc1c(C(=N)O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,3.35,0.13,2.8,,478.27,3,8,10,137.5201999999999,116.48,4.132670000000004
1091,C[C@H](Nc1ncc(Br)c(N=c2cc(C3CC3)[nH][nH]2)n1)c1ccc(F)cc1,4.9,0.01,,,416.08,3,4,5,100.5111,81.75,4.317300000000001
1092,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cc(F)cc(F)c1,3.86,0.12,,,409.13,2,7,4,104.14110000000001,105.44,3.8597800000000015
1093,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1ccc(F)cc1,3.72,0.11,,,391.14,2,7,4,104.1831,105.44,3.7206800000000015
1094,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cccc(F)c1,3.72,0.12,,,391.14,2,7,4,104.1831,105.44,3.7206800000000015
1095,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cccc(S(C)(=O)=O)c1,2.99,0.4,,,451.12,2,9,5,117.33489999999999,139.57999999999998,2.9850800000000017
1096,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1ccccc1,3.58,0.07,,,373.15,2,7,4,104.22509999999998,105.44,3.5815800000000015
1097,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1ccccn1,2.98,0.27,,,374.14,2,8,4,102.02009999999999,118.33,2.976580000000001
1098,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cccnc1,2.98,0.36,,,374.14,2,8,4,102.02009999999999,118.33,2.976580000000001
1099,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cncc(F)c1,3.12,0.3,,,392.13,2,8,4,101.9781,118.33,3.115680000000001
1100,C[C@H](Nc1ncnc(N)c1C#N)c1nn2ccc(C#N)c2c(=O)n1-c1ccccc1,1.77,0.05,,,397.14,2,10,4,108.7011,150.71,1.7738599999999995
1101,C[C@H](Nc1ncnc2[nH]cnc12)c1cc(Cl)c2cccnc2c1-c1cccc(F)c1,5.53,0.014,,,418.11,2,5,4,115.86840000000001,79.38000000000001,5.533700000000003
1102,C[C@H](Nc1ncnc2[nH]cnc12)c1cc(Cl)c2ccnnc2c1-c1cccc(F)c1,4.93,0.059,,,419.11,2,6,4,113.66340000000001,92.27000000000001,4.928700000000003
1103,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,4.28,0.16,,,385.15,2,6,4,108.65339999999999,92.27000000000001,4.275300000000002
1104,C[C@H](NCc1c(C(O)=N[C@@H]2CCC[C@H](O)C2)noc1-c1ccc(C(F)(F)F)cc1)C(F)(F)F,4.43,0.048,,,479.16,3,5,6,106.72630000000004,90.88,5.008900000000004
1105,C[C@H](NS(=O)(=O)C1CC1)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc(S(C)(=O)=O)cc1,4.16,0.016,,,543.13,1,7,9,138.4882999999999,107.35999999999999,4.158500000000004
1106,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)C2)c(Cl)c1Cl)C(F)(F)F,4.33,0.064,,,652.04,3,7,8,137.50699999999998,128.70000000000002,4.327900000000003
1107,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F,4.72,0.081,,,666.06,3,7,8,142.12399999999988,128.70000000000002,4.7180000000000035
1108,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,4.42,0.095,,,648.07,3,7,8,142.0729999999999,128.70000000000002,4.420800000000003
1109,C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3nnc(C(C)(C)O)o3)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F,5.49,0.077,,,677.04,2,9,7,142.02979999999988,138.52,5.494700000000004
1110,C[C@H](O)CN1C(=O)c2c3c(c(O)c(=O)n2[C@@]12CC[C@H]1C[C@H]12)C(=O)N(Cc1ccc(F)c(Cl)c1)CC3,2.46,0.025,,,501.15,2,6,4,123.74360000000003,103.08,2.4642
1111,C[C@H](O)CON=C(O)c1ncc2cncn2c1Nc1ccc(I)cc1F,2.26,0.1,,,471.02,3,7,6,102.18530000000003,104.27,2.8336000000000015
1112,C[C@H](Oc1cc2cc(F)cc(F)c2[nH]c1=N)c1cc(C(=O)O)ccc1-n1cccn1,4.12,0.027,,,410.12,3,5,5,103.63569999999999,103.99,3.9494700000000016
1113,C[C@H](Oc1cc2cc(F)ccc2[nH]c1=N)c1nc(O)ccc1-n1cccn1,2.97,0.162,,,365.13,3,6,4,96.17819999999999,99.81000000000002,3.21277
1114,C[C@H]\1CC[C@@H](C/C1=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C)O,8.34,,,,398.35,1,1,5,125.66580000000009,20.23,7.720900000000009
1115,C[C@H]1/C=C/C=C(\C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)O)/C,4.1,0.15,,59.89583333,846.44,5,14,4,227.70539999999937,209.03999999999996,4.749420000000005
1116,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C(=O)/C2=C\NN5CCN(CC5)C)O)/C,3.08,0.04344,0.0,11.80111476,822.41,6,15,4,216.66059999999933,216.66,3.4262200000000025
1117,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C(=O)/C2=C\NN5CCN(CC5)C6CCCC6)O)/C,3.27,0.023,,9.290240436,876.45,6,15,5,232.99259999999921,216.66,4.739020000000004
1118,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,3.14,,,,785.35,5,13,2,213.14339999999945,198.37999999999997,6.157840000000006
1119,C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C(C2=O)C(=C(C6=C5C(=O)[C@](O6)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)/C,4.5,0.29,0.0,,846.44,5,14,4,226.76479999999935,205.54999999999995,4.615720000000005
1120,C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C8CCCCC8)C)O,2.72,,,,898.51,3,14,7,234.425399999999,170.06,5.911600000000007
1121,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O.C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,0.808753,,,,1460.46,32,36,18,310.41360000000003,902.9800000000006,-18.693799999999968
1122,C[C@H]1[C@@H]([C@@](C[C@@H](O1)O[C@H]2[C@H]3C(=O)N[C@@H](C4=C(C(=CC(=C4)O)O)C5=C(C=CC(=C5)[C@H](C(=O)N3)NC(=O)[C@H]6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1C[C@]([C@H]([C@@H](O1)C)O)(C)NCC1=CC=C(C=C1)C1=CC=C(C=C1)Cl)OC1=C(C=C(C=C1)[C@H]([C@H](C(=O)N[C@H](C(=O)N6)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)O)C(=O)O)(C)N)O,4.1,0.13,,0.231258461,1790.56,20,28,19,445.2494000000007,560.9799999999998,4.495200000000007
1123,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,-0.16,,,,612.21,9,15,10,142.69870000000012,245.28999999999996,-1.342
1124,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,-1.24,,,,786.26,12,20,13,179.72859999999972,324.44,-3.1916999999999947
1125,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,-2,,,,584.28,8,12,4,138.59840000000014,206.6,-1.5149999999999972
1126,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,2.48,,,,530.29,4,8,3,138.11020000000005,129.59,3.013800000000003
1127,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,-0.13,,,,610.15,10,16,6,140.19600000000017,269.42999999999995,-1.6871000000000005
1128,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,0.46,,,,742.23,10,19,15,172.94399999999982,297.12,-2.690599999999997
1129,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,0.14,,,,608.17,8,15,7,143.4184000000001,238.19999999999996,-1.0897000000000003
1130,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,-0.06,,,,610.19,8,15,7,140.69890000000015,234.28999999999996,-1.1566
1131,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O,0.61,,,,624.21,7,15,8,145.58610000000004,223.28999999999996,-0.8535999999999988
1132,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,-1.01,0.4,,1.403808594,435.05,4,10,7,95.65050000000004,201.58,-1.1724999999999979
1133,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,3.855,,,,1008.56,10,11,16,268.9885999999997,343.14,1.0084999999999933
1134,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,2.9,0.0,110.4,,352.1,1,3,2,93.88570000000004,49.410000000000004,4.980700000000004
1135,C[C@H]1[C@@H]2CC[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C,1.46,,,,246.13,0,3,0,66.72200000000002,43.370000000000005,2.419600000000001
1136,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C(=O)C)O)N)O,0.78,,,,513.16,6,11,3,125.45540000000004,196.84,0.7258999999999993
1137,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,2.09,,,,627.23,5,13,7,154.2115999999999,204.29999999999998,1.5521999999999991
1138,C[C@H]1[C@H](F)C[C@@H](C(O)=NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,3.5,0.049,,,541.12,1,6,6,122.22060000000002,108.63999999999999,4.342800000000003
1139,C[C@H]1[C@H](F)C[C@@H](C(O)=NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2C(F)(F)F)N1S(=O)(=O)c1ccc(F)cc1,4.52,0.009,,,609.11,1,6,6,127.22260000000001,108.63999999999999,5.361600000000004
1140,C[C@H]1[C@H](F)C[C@@H](C(O)=NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2F)N1S(=O)(=O)c1ccc(F)cc1,3.64,0.02,,,559.11,1,6,6,122.17860000000002,108.63999999999999,4.481900000000003
1141,C[C@H]1[C@H](F)C[C@@H](C(O)=NCc2cc(-c3cnc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,2.9,0.038,,,542.12,1,7,6,120.0156,121.53,3.737800000000002
1142,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2[nH]c(=N)sc2Cl)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CCCS(C)(=O)=O)c1=O,-1.97,0.06,,,808.08,7,17,13,181.94889999999975,345.21,-1.0903299999999971
1143,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N(C)C(O)=NCc2cc(=O)c(O)cn2O)CC1=O,-2.47,0.27,,,756.16,8,15,11,174.20469999999978,336.76,-1.394329999999993
1144,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)[C@@H]2CCCN2C(=O)c2cc(=O)c(O)c[nH]2)CC1=O,-2.61,0.28,,,794.17,8,14,11,185.97239999999977,344.46,-0.8897299999999939
1145,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)[C@H](CC(=O)O)N=C(O)c2cc(=O)c(O)c[nH]2)CC1=O,-3.64,0.14,,,812.15,10,15,14,187.12049999999982,394.0400000000001,-1.3464299999999922
1146,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)[C@H](CC(=O)O)N=C(O)c2cc(=O)c(O)cn2O)CC1=O,-3.93,0.43,,,828.14,10,17,14,187.94429999999983,403.4100000000001,-1.6357299999999921
1147,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)[C@H](CCS(C)(=O)=O)N=C(O)c2cc(=O)c(O)c[nH]2)CC1=O,-3.68,0.21,,,860.15,9,16,15,199.19549999999973,390.88000000000005,-1.3864299999999914
1148,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)[C@H](CN)N=C(O)c2cc(=O)c(O)c[nH]2)CC1=O,-4.15,0.18,,,783.17,10,15,13,183.92209999999983,382.76000000000005,-1.8624299999999931
1149,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)c2cc(=O)c(O)cn2O)CC1=O,-2.89,0.08,,,713.12,8,15,10,161.83969999999985,333.52000000000004,-1.435529999999994
1150,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)CN=C(O)c2cc(=O)c(O)c[nH]2)CC1=O,-3.48,0.38,,,754.14,9,14,12,175.94669999999982,356.74,-1.1897299999999935
1151,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)CN=C(O)c2cc(=O)c(O)cn2O)CC1=O,-3.77,0.45,,,770.14,9,16,12,176.77049999999983,366.11,-1.479029999999993
1152,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](N=C(O)N(C)Cc2cc(=O)c(O)cn2O)CC1=O,-2.47,0.26,,,756.16,8,15,11,174.20469999999978,336.76,-1.394329999999993
1153,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](n2cc(-c3cc(=O)c(O)c[nH]3)nn2)CC1=O,-1.89,0.31,,,721.13,7,15,10,166.1150999999998,322.27,-1.0198299999999958
1154,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](NC(O)=NCc2cc(=O)c(O)c[nH]2)CC1=O,-2.53,0.26,,,726.15,9,13,11,168.75359999999984,336.18,-1.4472299999999938
1155,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](NC(O)=NCc2cc(=O)c(O)cn2O)CC1=O,-2.82,0.26,,,742.14,9,15,11,169.57739999999984,345.55,-1.7365299999999935
1156,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1C[C@@H](NCc2cc(=O)c(O)c[nH]2)CC1=O,-2.24,0.4,,,683.14,8,13,11,158.68979999999985,303.59,-1.3612299999999946
1157,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1CC[C@H](N=C(O)c2cc(=O)c(O)c[nH]2)C1,-2.12,0.33,,,683.14,8,12,10,160.87589999999983,307.08000000000004,-0.6728299999999956
1158,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1CCN(C(=O)c2cc(=O)c(O)c[nH]2)CC1,-2.17,0.26,,,683.14,7,12,9,159.20859999999982,294.8,-1.2939299999999951
1159,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1CCN(C(=O)c2cc(=O)c(O)c[nH]2)N(C)C1=O,-2.2,0.14,,,712.13,7,13,9,162.63359999999983,315.11,-1.327129999999995
1160,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)N1N=C(c2cc(O)cc(O)n2)NCC1=O,-2.83,0.16,,,668.11,8,15,9,151.95689999999993,316.2099999999999,-1.5460299999999956
1161,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(C[C@@H](O)CO)c1=O,-3.7,0.04,,,728.13,9,17,12,165.70369999999983,351.53000000000003,-2.8252299999999946
1162,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(C[C@@H](O)CS(C)(=O)=O)c1=O,-3.65,0.04,,,790.11,8,18,13,178.32869999999977,365.44,-2.7729299999999935
1163,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CC2(CS(C)(=O)=O)CC2)c1=O,-2.23,0.09,,,800.13,7,17,13,183.9888999999997,345.21,-1.3536299999999941
1164,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CCC2(S(C)(=O)=O)CC2)c1=O,-2.09,0.04,,,800.13,7,17,13,184.0368999999997,345.21,-1.2111299999999943
1165,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CCCCS(C)(=O)=O)c1=O,-2.23,0.07,,,788.13,7,17,14,181.55589999999975,345.21,-1.3536299999999941
1166,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CCCNS(C)(=O)=O)c1=O,-3.11,0.08,,,789.13,8,17,14,180.07459999999975,357.23999999999995,-2.239129999999993
1167,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CCCS(=O)(=O)c2ccccc2)c1=O,-1.19,0.03,,,836.13,7,17,14,195.7228999999997,345.21,-0.314429999999994
1168,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CCCS(C)(=O)=O)c1=O,-2.62,0.09,,,774.12,7,17,13,176.93889999999973,345.21,-1.7437299999999938
1169,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CCNS(C)(=O)=O)c1=O,-3.5,0.08,,,775.11,8,17,13,175.4575999999998,357.23999999999995,-2.6292299999999926
1170,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)c[nH]2)n(CCS(C)(=O)=O)c1=O,-3.01,0.06,,,760.1,7,17,12,172.32189999999977,345.21,-2.1338299999999935
1171,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1C(O)=NS(=O)(=O)n1nc(-c2cc(=O)c(O)cn2O)n(CCCS(C)(=O)=O)c1=O,-2.91,0.12,,,790.11,7,19,13,177.76269999999974,354.58,-2.033029999999994
