SMILES,Clint
C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)O,0.6435918528133469
C1=CC=C2C(=C1)C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C4=NNN=N4,0.5668633269939757
C1=CC=C2C(=C1)C=CC=C2CCOCCSCCCNC[C@@H](C3=C4C(=C(C=C3)O)NC(=O)S4)O,0.5884108609663955
C1=CC=C2C(=C1)C=CC=N2,0.7404299823511895
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,0.314385338655828
C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,0.6539520604370195
C1=CC=C2C(=C1)C3=CC=CC=C3O2,0.49870050820259254
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,0.49426755989231386
C1=CC=C2C(=C1)N=C(C3=C(C=CC=C3S2)F)N,0.5704631219897767
C1=CC=C2C(=C1)N=CS2,0.6271015190612783
C1=CC=C2C=C(C=CC2=C1)N,0.6237271695064969
C1=CC=C2C=C3C=CC=CC3=CC2=C1,0.5722332907067392
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,0.43782779752852374
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,0.37789475182095206
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C\3/C=CC(=O)C(=C3)C(=O)O,0.4265167981085958
C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,0.4440333639855972
C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,0.40474905759101276
C1=CC2=C(C=C1Cl)NC(=O)O2,0.5416977099634689
C1=CC2=C(C=C1F)C(=CN2)CCCCCN,0.8447529620788307
C1=CC2=C(C=C1F)SC(=N2)N,0.442779772138413
C1=CC2=C(C=CN(C2=O)CCO)C(=C1)NC(=O)CC3=CC(=C(C=C3)Cl)C(F)(F)F,0.7105629775797973
C1=CC2=C(N=C1)N=C(C=C2)CCCCC3=NN=C(O3)C4=CC(=C(C=C4)OC(F)(F)F)Cl,0.6684699964351407
C1=NC2=C(N1)C(=S)N=C(N2)N,0.31351017721155316
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,0.5907293750184733
C1C(CC1(F)F)CN2C(C3=CC=CC=C3C2=O)C(=O)NCC4=CC=C(C=C4)OC(F)(F)F,0.5274681337191319
C1C(N(C(S1)C2=CC=CC=C2Cl)C(=O)C3=CC=C(C=C3)Cl)C(=O)O,0.5957764365078754
C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,0.9871352733402685
C1C(OC2=CC=CC=C2O1)C(=O)NC3=CC=C(C=C3)C4=CNN=C4,0.5820230431957423
C1C(OC2=CC=CC=C2O1)CN3C4=C(C(=O)N(C3=O)O)SC=C4,0.9407989684631416
C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,0.3661399262337623
C1C[N+]2(CCC1[C@H](C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5,0.8212215657030276
C1C2=C(C=C(C=C2)O)C3=CC=CC=C31,0.6403953524506463
C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N,0.81525974006107
C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],0.5201283040769472
C1C2=CC=CC=C2C3=CC=CC=C31,0.5568509308278558
C1CC(=O)N(C1)CCO,0.053803494178755726
C1CC(C1)(C2=CC=C(C=C2)C3=C(C=CC4=CC=NN43)C5=CC=CC=C5)N,0.5309935695915425
C1CC(C1)(C2=CC=C(C=C2)C3=C(C=CN4C3=NC=C4)C5=CC=CC=C5)N,0.5132186394821829
C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC(=CC4=N3)C(=O)N)C5=CC=CC=C5)N,0.3781690952668112
C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC=CC4=N3)C5=CC=CC=C5)N,0.6211491881488187
C1CC(C1)(C2=CC=C(C=C2)C3=NC=C4C=CC=NC4=C3C5=CC=CC=C5)N,0.6320340820631482
C1CC(C1)(C2=CC=C(C=C2)C3=NC4=CC=CC=C4C=C3C5=CC=CC=C5)N,0.5741002696286573
