,SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
324,C1=CC=C2C(=C1)C(=O)NS2,0.8,0.0,34.74,151.01,1.0,2.0,0.0,42.4457,32.86
325,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,2.89,0.03116,47.4,318.09,2.0,4.0,2.0,87.9531,66.76
326,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,3.34,0.0266,0.0,317.11,3.0,3.0,2.0,91.1673,69.56
327,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C(=C3)Br)O)Br)C4=CC(=C(C(=C4)Br)O)Br,4.78,,0.0,665.7,2.0,5.0,2.0,121.6084,83.83
328,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)O,3.91,0.005435,20.98,194.07,1.0,1.0,0.0,63.1188,20.23
329,C1=CC=C2C(=C1)C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C4=NNN=N4,,,12.88,343.04,1.0,4.0,3.0,90.6737,59.39
330,C1=CC=C2C(=C1)C=CC=C2CCOCCSCCCNC[C@@H](C3=C4C(=C(C=C3)O)NC(=O)S4)O,,,14.78,498.16,4.0,7.0,13.0,142.353,94.58
331,C1=CC=C2C(=C1)C=CC=C2O,2.85,0.0682,0.0,144.06,1.0,1.0,0.0,45.6128,20.23
332,C1=CC=C2C(=C1)C=CC=N2,2.03,0.2036,38.6,129.06,0.0,1.0,0.0,41.743,12.89
333,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,2.45,0.5141,2.375,236.09,1.0,1.0,0.0,73.5344,46.33
334,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,5.6,0.01121,18.27,228.09,0.0,0.0,0.0,78.96,0.0
335,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,3.67,1.24e-08,22.4,350.13,2.0,2.0,2.0,107.0756,40.46
336,C1=CC=C2C(=C1)C3=CC=CC=C3O2,4.12,0.0,8.3,168.06,0.0,1.0,0.0,53.72,13.14
337,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,5.16,0.01409,8.064,202.08,0.0,0.0,0.0,68.378,0.0
338,C1=CC=C2C(=C1)N=C(C3=C(C=CC=C3S2)F)N,,,13.18,244.05,1.0,3.0,0.0,67.3494,38.38
339,C1=CC=C2C(=C1)N=C(S2)SCSC#N,3.3,0.331,29.6,237.97,0.0,5.0,3.0,63.548,36.68
340,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,1.68,0.0037,0.0,300.07,2.0,5.0,3.0,81.2009,97.97
341,C1=CC=C2C(=C1)N=CS2,2.01,,18.9,135.01,0.0,2.0,0.0,39.62,12.89
342,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,2.47,0.1382,0.0,201.04,1.0,3.0,1.0,57.2017,41.57
343,C1=CC=C2C(=C1)NC(=S)N2,1.66,0.4,0.0,150.03,2.0,1.0,0.0,43.4834,31.58
344,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,4.15,0.0043,0.0,199.05,1.0,2.0,0.0,60.2897,12.03
345,C1=CC=C2C=C(C=CC2=C1)N,2.28,0.1099,18.5,143.07,1.0,1.0,0.0,48.3604,26.02
346,C1=CC=C2C=C(C=CC2=C1)OC(=O)C3=CC=CC=C3N,3.48,0.00653,846.0,263.09,1.0,3.0,2.0,79.7609,52.32
347,C1=CC=C2C=C3C=CC=CC3=CC2=C1,4.45,0.0252,13.33,178.08,0.0,0.0,0.0,61.454,0.0
348,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,5.78,0.01059,5.564,252.09,0.0,0.0,0.0,85.884,0.0
349,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,6.13,0.3826,3.713,252.09,0.0,0.0,0.0,87.652,0.0
350,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C\3/C=CC(=O)C(=C3)C(=O)O,2.43,0.004,5.16,398.07,3.0,7.0,6.0,102.411,137.82
351,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,2.5,,5.798,212.97,1.0,2.0,0.0,53.4278,33.12
352,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,2.34,,4.458,304.91,1.0,2.0,0.0,61.1348,33.12
353,C1=CC2=C(C=C1Cl)NC(=O)O2,1.41,,10.96,168.99,1.0,2.0,0.0,41.8447,46.0
354,C1=CC2=C(C=C1F)C(=CN2)CCCCCN,,,74.13,220.14,2.0,1.0,5.0,64.8661,41.81
355,C1=CC2=C(C=C1F)SC(=N2)N,1.28,,5.75,168.02,1.0,3.0,0.0,43.9904,38.91
356,C1=CC2=C(C=C1O)OC(=O)C=C2C(F)(F)F,2.12,,42.89,230.02,1.0,3.0,0.0,49.1508,50.44
357,C1=CC2=C(C=CC=C2N)C(=C1)N,0.89,0.6333,0.0,158.08,2.0,2.0,0.0,52.7728,52.04
358,C1=CC2=C(C=CN(C2=O)CCO)C(=C1)NC(=O)CC3=CC(=C(C=C3)Cl)C(F)(F)F,,,32.0,424.08,2.0,4.0,5.0,104.0815,71.33
359,C1=CC2=C(N=C1)N=C(C=C2)CCCC(=O)NCC3=CC(=NO3)C4=CC(=C(C=C4)F)C(F)(F)F,,,19.95,458.14,1.0,5.0,7.0,111.2217,80.91
360,C1=CC2=C(N=C1)N=C(C=C2)CCCCC3=NN=C(O3)C4=CC(=C(C=C4)OC(F)(F)F)Cl,,,24.55,448.09,0.0,6.0,7.0,107.607,73.93
361,C1=CC2=C3C(=C1)C=CC3=CC=C2,3.94,0.01116,12.38,152.06,0.0,0.0,0.0,52.876,0.0
362,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,4.88,0.02415,6.18,202.08,0.0,0.0,0.0,70.146,0.0
363,C1=CC2=NNN=C2C=C1,1.44,0.287,0.0,119.05,1.0,2.0,0.0,33.8887,41.57
364,C1=CN=CC=C1C(=O)NN,-0.7,1.0,1.11,137.06,2.0,3.0,1.0,35.8906,68.01
365,C1=CN=CC=C1C2=CC=NC=C2,1.28,0.319,0.0,156.07,0.0,2.0,1.0,47.468,25.78
366,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,2.03,0.012,0.0,330.01,3.0,5.0,5.0,75.8192,122.63
367,C1=NC2=C(N1)C(=S)N=C(N2)N,-0.07,0.804,2.36,167.03,3.0,4.0,0.0,43.4858,83.38
368,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,6.89,0.01508,0.0,539.63,0.0,0.0,0.0,97.546,0.0
369,C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl,4.98,0.01068,0.0,385.82,0.0,1.0,0.0,75.619,12.53
370,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,2.41,0.21,15.0,315.04,1.0,4.0,2.0,83.6841,84.6
371,C1C(CC1(F)F)CN2C(C3=CC=CC=C3C2=O)C(=O)NCC4=CC=C(C=C4)OC(F)(F)F,,,10.0,454.13,1.0,3.0,6.0,102.8622,58.64
372,C1C(N(C(S1)C2=CC=CC=C2Cl)C(=O)C3=CC=C(C=C3)Cl)C(=O)O,,,15.49,381.0,1.0,3.0,3.0,95.6963,57.61
373,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,-0.2,0.402,180.0,297.1,0.0,9.0,6.0,68.442,103.59
374,C1C(OC2=CC=CC=C2O1)C(=O)NC3=CC=C(C=C3)C4=CNN=C4,3.29,,14.19,321.11,2.0,4.0,3.0,89.0064,76.24
375,C1C(OC2=CC=CC=C2O1)CN3C4=C(C(=O)N(C3=O)O)SC=C4,,,134.9,332.05,1.0,8.0,2.0,83.8825,82.69
376,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2NC=NC3=O,-1.24,0.951,0.0,236.09,2.0,6.0,2.0,58.3785,93.03
377,C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,3.73,0.014,3.424,534.22,2.0,7.0,3.0,138.9181,119.13
378,C1C[N+]2(CCC1[C@H](C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5,3.57,,64.0,484.16,1.0,6.0,9.0,130.5232,55.76
379,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,3.8,,0.0,346.91,0.0,3.0,3.0,74.729,37.38
380,C1C2=C(C=C(C=C2)O)C3=CC=CC=C31,3.19,0.02488,20.56,182.07,1.0,1.0,0.0,56.3488,20.23
381,C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N,1.52,,61.66,196.1,2.0,2.0,0.0,63.5088,52.04
382,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],3.38,1.0,9.537,211.06,0.0,2.0,1.0,61.3384,43.14
383,C1C2=CC=CC=C2C3=CC=CC=C31,4.18,0.01567,12.08,166.08,0.0,0.0,0.0,54.684,0.0
384,C1C2CC3CC1CC(C2)(C3)CNC(=O)C4=C(C=CC(=C4)N5C(=O)NC(=O)C=N5)Cl,,,37.0,414.15,2.0,5.0,4.0,108.4029,96.85
385,C1CC(=O)N(C1)CCO,-0.7,1.0,0.1559,129.08,1.0,2.0,2.0,32.8998,40.54
386,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=CC4=CC=NN43)C5=CC=CC=C5)N,,,10.23,339.17,1.0,3.0,3.0,105.7804,43.32
387,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=CN4C3=NC=C4)C5=CC=CC=C5)N,,,9.12,339.17,1.0,3.0,3.0,105.7804,43.32
388,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC(=CC4=N3)C(=O)N)C5=CC=CC=C5)N,,,3.72,382.18,2.0,4.0,4.0,114.2983,86.41
389,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC=CC4=N3)C5=CC=CC=C5)N,5.01,,18.2,339.17,1.0,3.0,3.0,105.7804,43.32
390,C1CC(C1)(C2=CC=C(C=C2)C3=NC=C4C=CC=NC4=C3C5=CC=CC=C5)N,,,19.5,351.17,1.0,3.0,3.0,110.1264,51.8
391,C1CC(C1)(C2=CC=C(C=C2)C3=NC4=CC=CC=C4C=C3C5=CC=CC=C5)N,5.91,,13.49,350.18,1.0,2.0,3.0,112.3314,38.91
392,C1CC(C1)(C2=CC=C(C=C2)C3=NN4C=CN=C4C=C3C5=CC=CC=C5)N,4.4,,7.76,340.17,1.0,4.0,3.0,103.5754,56.21
393,C1CC[C@H]([C@@H](C1)C(=O)NC2(CC2)C#N)C(=O)N3CCN(CC3)C4=NC5=C(S4)C=NC=C5,,,4.9,438.18,1.0,7.0,4.0,117.3767,102.22
394,C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O,2.68,0.984,0.3364,273.0,2.0,2.0,3.0,64.3945,66.4
395,C1CC1(C2=CC(=C(C=C2)C3=CC(=C(C=C3)Cl)Cl)F)C(=O)O,4.76,,38.9,324.01,1.0,1.0,3.0,80.4038,37.3
396,C1CC1[C@@]2(C3=C(C=CC(=C3)Cl)NC(=O)N2)C#CC4=CC=CC=N4,3.13,1.0,0.0,323.08,2.0,2.0,1.0,89.1234,54.02
397,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,3.87,0.0254,8.51,315.03,1.0,2.0,0.0,69.7887,38.33
398,C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)NC5=C(C=C(C=C5)C(=O)O)Cl,4.44,0.005,2.221,556.0,2.0,6.0,7.0,136.305,97.11
399,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,1.92,0.79,17.91,341.16,2.0,5.0,2.0,89.7976,70.0
400,C1CC1COC2=C(C=CC(=C2)C3=CC=CC4=C3OC(=CC4=O)N5CCOCC5)NC(=O)CN6CCOCC6,,,95.5,519.24,1.0,8.0,8.0,145.0597,93.48
401,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl,4.06,,13.83,477.98,2.0,3.0,6.0,99.9519,50.36
402,C1CC1N2C3=C(C=NC=C3)N(C2=O)CC4=NC5=CC=CC=C5N4CCCO,2.22,,15.75,363.17,1.0,7.0,6.0,102.8018,77.87
403,C1CC1N2CC3(CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C5=CC6=C(C=CC=N6)C=C5)OCC2=O,,,9.12,477.17,0.0,5.0,4.0,128.5898,79.81
404,C1CC1NC2=NC(=NC(=N2)N)N,0.8,0.9352,0.0,166.1,3.0,6.0,2.0,45.2965,102.74
405,C1CC2=C(C[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O,3.12,0.032,3.81,416.12,2.0,4.0,6.0,106.7253,88.4
406,C1CC2=C(C1)C=C(C=C2)NC(C3=CC=CC=C3)C(=O)NC(=O)N,,,13.8,309.15,3.0,3.0,4.0,88.9988,84.22
407,C1CC2=CC=CC3=C2C1=CC=C3,3.92,0.04533,4.846,154.08,0.0,0.0,0.0,51.356,0.0
408,C1CC2C(C(C1O2)C(=O)O)C(=O)O,1.91,0.867,0.0,186.05,2.0,3.0,2.0,40.1466,83.83
409,C1CC2C(O2)CC1C3CO3,0.44,,136.0,140.08,0.0,2.0,1.0,35.742,25.06
410,C1CCC(=O)NCC1,-1.19,0.761,0.0,113.08,1.0,1.0,0.0,31.4777,29.1
411,C1CCC(C1)N2C3=C(C=C(C2=N)S(=O)(=O)C4=CC=C(C=C4)Cl)C(=O)N5C=CC=CC5=N3,,,35.48,454.09,1.0,7.0,3.0,117.2215,97.29
412,C1CCC(CC1)(CN)C2=CC=CS2,2.54,,1.069,195.11,1.0,2.0,2.0,58.1364,26.02
413,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,1.74,,17.38,312.18,0.0,2.0,1.0,87.755,40.62
414,C1CCC(CC1)C2(CCN(CC2)C(=O)[C@@H](CC3=CC=C(C=C3)Cl)NC(=O)[C@H]4CC5=CC=CC=C5CN4)CN6C=NC=N6,4.56,,27.54,588.3,2.0,6.0,8.0,162.7044,92.15
415,C1CCC(CC1)CCC[C@H](CC(=O)NO)C2=NC(=NO2)C(=O)N,0.58,,14.91,324.18,3.0,6.0,8.0,80.5291,131.34
416,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.63,0.05,7.66,385.25,0.0,6.0,6.0,106.774,69.64
417,C1CCCC(CC1)CC(=O)NC2=CC=CC3=C2C=CN(C3=O)[C@H]4CCNC4,,,3.4,367.23,2.0,4.0,4.0,109.1704,63.13
418,C1CCN(C1)CCOC2=C(C=CC(=C2)C3=CC=CC4=C3OC(=CC4=O)N5CCOCC5)NC(=O)CN6CCOCC6,,,5.5,562.28,1.0,9.0,9.0,158.0097,96.72
419,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,0.57,0.6559,2.807,255.05,1.0,5.0,3.0,62.0891,83.66
420,C1CN(C[C@@H]1O)CC2=CC=CC=C2C3=CC=C(C=C3)N4CCC5=C(C4=O)N(N=C5C(F)(F)F)C6=CC7=C(C=C6)ON=C7N,5.21,,6.75,588.21,2.0,8.0,5.0,153.7047,113.65
421,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,4.2,0.02,56.23,263.05,0.0,2.0,2.0,73.589,3.24
422,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,4.29,0.1784,5.062,375.14,1.0,3.0,6.0,100.9873,40.54
423,C1CN(CCC1=CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=NN=CC=C4,4.13,,2.7,455.16,1.0,5.0,4.0,115.5897,80.24
424,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,3.28,0.055,52.96,395.16,1.0,5.0,5.0,108.7232,75.17
425,C1CN(CCC1C2=C(C(=NN2)C3=C(C=C(C=C3)Cl)F)C4=NC=NC=C4)C(=O)CO,1,,3.0,415.12,2.0,5.0,4.0,105.6585,95.0
426,C1CN(CCC1C2=C(C(=NN2)C3=CC=C(C=C3)Cl)C4=NC=NC=C4)C(=O)CO,1.39,,2.362,397.13,2.0,5.0,4.0,105.7005,95.0
427,C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,4.24,0.0385,5.31,402.14,1.0,4.0,6.0,107.3781,66.31
428,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,3.9,0.082,19.08,425.16,2.0,5.0,5.0,119.4554,78.82
429,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,6.3,0.0016,96.82,461.23,1.0,3.0,7.0,131.1467,41.03
430,C1CN(CCN1)CC2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,,,4.46,401.22,2.0,3.0,5.0,112.5369,44.37
431,C1CN(CCN1)S(=O)(=O)C2=C(C=CC(=C2O)NC(=O)NC3=C(C(=CC=C3)F)Cl)Cl,0.16,,3.0,462.03,4.0,5.0,4.0,108.7967,110.77
432,C1CN(CCN1CC2=CC=C(C=C2)C3=C(C=C(C=C3)C(C(F)(F)F)(C(F)(F)F)O)F)CC4=CC=NC=C4,,,8.71,527.18,1.0,4.0,6.0,122.6338,39.6
433,C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,2.73,0.0607,7.06,465.16,1.0,7.0,6.0,129.3374,84.46
434,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,4.36,0.04,7.399,437.17,1.0,5.0,6.0,113.5978,29.95
435,C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(C=C3)OCCO4,1.84,1.0,3.688,288.15,1.0,4.0,2.0,77.8502,50.8
436,C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,2.38,0.145,2.27,410.09,3.0,6.0,6.0,95.9507,113.96
437,C1COCCC1C(=O)NC2=NC=CC(=C2)C3=CC(=NC=C3)NC4=CC=C(C=C4)F,,,14.79,392.16,2.0,5.0,5.0,109.3234,76.14
438,C1COCCC1C(=O)NC2=NC=CC(=C2)C3=CC(=NC=C3)NC4=CC=CC=C4,,,16.22,374.17,2.0,5.0,5.0,109.3654,76.14
439,C1COCCN1C=O,-1.06,0.9528,0.4016,115.06,0.0,2.0,1.0,28.456,29.54
440,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=C(C(=CC=C4)Cl)Cl,,,24.55,378.07,0.0,6.0,3.0,98.048,51.77
441,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,2.42,,3.0,410.17,1.0,8.0,3.0,100.7414,89.63
442,C1COCCN1CC(=O)NC2=C(C=C(C=C2)C3=CC=CC4=C3OC(=CC4=O)N5CCOCC5)O,,,18.62,465.19,2.0,8.0,5.0,128.5055,104.48
443,C1COCCN1CC2=C(C=CC(=C2)Br)OCC3=CC=C(C=C3)Cl,3.35,,54.95,395.03,0.0,3.0,5.0,96.022,21.7
444,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,1.22,0.77,3.0,268.1,1.0,3.0,4.0,71.0442,41.57
445,C1COCCN1CCOCCN2CCOCC2,0.02,1.0,2.573,244.18,0.0,5.0,6.0,65.337,34.17
446,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,0.92,0.2857,2.574,252.02,0.0,4.0,2.0,65.163,52.28
447,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,-0.07,0.274,0.0,296.96,3.0,5.0,1.0,61.6364,118.36
448,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,4.81,0.0167,33.2,429.27,1.0,3.0,2.0,129.4318,40.54
449,CC#C[C@@H](CC(=O)O)C1=CC=C(C=C1)OCC2=CC(=CC=C2)C3=CC=C(C=C3)C(F)(F)F,,,15.49,438.14,1.0,2.0,7.0,116.0978,46.53
450,CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,3.28,0.03419,12.42,223.11,1.0,3.0,2.0,69.0457,37.81
451,CC#Cc1cncc(-c2cc(Cl)c([C@]3(C)CC(=O)N(C)C(=N)N3)s2)c1,3.44,0.04,2.7,372.08,2.0,4.0,2.0,100.7134,69.08
452,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,4.1,0.003404,28.31,394.14,0.0,6.0,3.0,105.9045,63.22
453,CC(=C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.28,0.02654,196.9,432.04,0.0,2.0,8.0,61.18,26.3
454,CC(=CC(O)OC)O[P+](O)(OC)OC,0.13,0.674,4.7,227.07,2.0,6.0,6.0,51.0146,77.38
455,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,4.73,0.0,37.6,331.18,0.0,4.0,4.0,88.498,63.68
456,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,1.83,0.5732,0.0,222.07,0.0,3.0,2.0,59.436,52.28
457,CC(=NOC(=O)NC)SC,0.6,0.716,2.05,162.05,1.0,4.0,1.0,42.1647,50.69
458,CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F,3.474,0.0072,466.0,408.13,0.0,6.0,7.0,100.448,69.48
459,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,3.41,0.0584,4.46,416.18,0.0,4.0,2.0,108.953,60.44
460,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,3.87,0.02311,33.7,314.22,0.0,2.0,1.0,90.881,34.14
461,CC(=O)C1=CC=CC=C1,1.58,0.326,0.0,120.06,0.0,1.0,1.0,36.4465,17.07
462,CC(=O)C1=CC2=C(C=C1)OC([C@@H]([C@H]2NC(=O)C3=CC=C(C=C3)F)O)(C)C,3.2,0.187,0.0,357.14,2.0,4.0,3.0,93.7675,75.63
463,CC(=O)CCC1=CC=C(C=C1)O,1.65,,29.1,164.08,1.0,2.0,3.0,47.1088,37.3
464,CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC=C5)Cl)OC,,,23.99,476.17,1.0,7.0,5.0,131.7337,84.65
465,CC(=O)N1CCN(C2CCC(N=c3nc[nH]n4ccc(C5CCOCC5)c34)CC2)CC1,2.51,0.48,1.2,426.27,1.0,6.0,3.0,117.7707,78.23
466,CC(=O)NC1=CC=C(C=C1)O,0.46,0.9398,0.3598,151.06,2.0,2.0,1.0,42.4105,49.33
467,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,0.61,0.498,0.0,232.12,2.0,2.0,4.0,67.2384,54.12
468,CC(=O)NP(=O)(OC)SC,-0.85,0.8684,0.0,183.01,1.0,4.0,3.0,41.9472,55.4
469,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,0.99,,194.0,678.2,0.0,19.0,13.0,145.019,238.09
470,CC(=O)OC1=CC=CC=C1C(=O)O,1.19,0.532,8.57,180.04,1.0,3.0,2.0,44.7103,63.6
471,CC(=O)OCC(COC(=O)C)OC(=O)C,0.25,5.77e-05,393.0,218.08,0.0,6.0,5.0,48.82,78.9
472,CC(=O)OCCOCCOCCOC(=O)C,0.54,0.895,206.0,234.11,0.0,6.0,9.0,54.904,71.06
473,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,1.83,,16.98,239.11,1.0,2.0,3.0,68.1332,29.1
474,CC(C(=O)O)OC1=CC(=CC=C1)Cl,2.54,0.02239,0.0,200.02,1.0,2.0,3.0,49.1778,46.53
475,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,4.71,0.0,6.449,340.03,0.0,4.0,5.0,85.084,44.76
476,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,3.86,,56.72,325.2,2.0,3.0,5.0,96.9716,43.7
477,CC(C)(/C=N/OC(=O)NC)S(=O)(=O)C,-0.57,0.948,0.0,222.07,1.0,5.0,3.0,52.9555,84.83
478,CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,3.43,0.06756,5.4,255.02,1.0,1.0,2.0,66.8402,29.1
479,CC(C)(C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)N3CCC[C@](C3)(CC4=CC=CC=C4)C(=O)N(C)N(C)C)N,3.45,,8.91,546.33,3.0,5.0,9.0,157.0498,114.77
480,CC(C)(C(=O)N[C@H](COCC1=C(C=C(C=C1)F)F)C(=O)N2CCC3=NN(C(=O)[C@@]3(C2)CC4=CC=CC=N4)CC(F)(F)F)N,,,15.49,610.23,2.0,7.0,10.0,142.9851,130.22
481,CC(C)(C(=O)N[C@H](COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N,2.36,,14.45,528.24,2.0,6.0,8.0,142.4189,122.04
482,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O,2.7,0.166,0.0,292.07,2.0,4.0,3.0,63.0259,92.47
483,CC(C)(C(=O)NCC1=CC(=CC=C1)CN2C3=C(C(=CC=C3)OC)C(=N2)NS(=O)(=O)C4=CC=C(S4)Cl)O,,,40.0,548.1,3.0,8.0,9.0,140.111,122.55
484,CC(C)(C(=O)O)c1cnc(C[C@@]2(C)C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)cc3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)s1,8.11,,3.6,704.19,1.0,6.0,10.0,184.4876,104.64
485,CC(C)(C)[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.16,,4.6,595.19,1.0,4.0,7.0,156.9916,91.75
486,CC(C)(C)[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.11,,2.1,583.16,1.0,5.0,7.0,149.1406,100.98
